identifiant_de_document,reference_document,date_mutation,nature_mutation,valeur_fonciere,no_voie,btq,type_de_voie,code_voie,voie,code_postal,commune,code_departement,code_commune,prefixe_de_section,section,no_plan,no_volume,lot1,surface_carrez_lot1,lot2,surface_carrez_lot2,lot3,surface_carrez_lot3,lot4,surface_carrez_lot4,lot5,surface_carrez_lot5,nombre_de_lots,code_type_local,type_local,identifiant_local,surface_reelle_bati,nombre_pieces_principales,nature_culture,nature_culture_speciale,surface_terrain
,,,,315000.0,,,,,,95810.0,,95,59,,,,,,,,,,,,,,,,1.0,,,108.0,5.0,,,233.0
,,,,724050.0,,,,,,95510.0,,95,651,,,,,,,,,,,,,,,,1.0,,,270.0,6.0,,,2388.0
,,,,724050.0,,,,,,95510.0,,95,651,,,,,,,,,,,,,,,,1.0,,,270.0,6.0,,,500.0
,,,,724050.0,,,,,,95510.0,,95,651,,,,,,,,,,,,,,,,1.0,,,46.0,3.0,,,500.0
,,,,724050.0,,,,,,95510.0,,95,651,,,,,,,,,,,,,,,,1.0,,,46.0,3.0,,,1060.0
,,,,309100.0,,,,,,95450.0,,95,253,,,,,,,,,,,,,,,,1.0,,,93.0,4.0,,,200.0
,,,,309100.0,,,,,,95450.0,,95,253,,,,,,,,,,,,,,,,1.0,,,93.0,4.0,,,460.0
,,,,201000.0,,,,,,95180.0,,95,388,,,,,,,,,,,,,,,,1.0,,,65.0,2.0,,,207.0
,,,,328000.0,,,,,,95310.0,,95,572,,,,,,,,,,,,,,,,1.0,,,116.0,5.0,,,390.0
,,,,280000.0,,,,,,95280.0,,95,323,,,,,,,,,,,,,,,,1.0,,,92.0,5.0,,,346.0
,,,,285000.0,,,,,,95620.0,,95,480,,,,,,,,,,,,,,,,1.0,,,74.0,4.0,,,616.0
,,,,290000.0,,,,,,95620.0,,95,480,,,,,,,,,,,,,,,,1.0,,,86.0,4.0,,,560.0
,,,,336000.0,,,,,,95630.0,,95,392,,,,,,,,,,,,,,,,1.0,,,88.0,4.0,,,514.0
,,,,217000.0,,,,,,95590.0,,95,504,,,,,,,,,,,,,,,,1.0,,,60.0,2.0,,,62.0
,,,,376600.0,,,,,,95520.0,,95,476,,,,,,,,,,,,,,,,1.0,,,109.0,4.0,,,530.0
,,,,140000.0,,,,,,95450.0,,95,592,,,,,,,,,,,,,,,,1.0,,,62.0,3.0,,,24748.0
,,,,140000.0,,,,,,95450.0,,95,592,,,,,,,,,,,,,,,,1.0,,,62.0,3.0,,,1000.0
,,,,331655.0,,,,,,95310.0,,95,572,,,,,,,,,,,,,,,,1.0,,,103.0,5.0,,,525.0
,,,,230000.0,,,,,,95280.0,,95,323,,,,,,,,,,,,,,,,1.0,,,115.0,5.0,,,291.0
,,,,342000.0,,,,,,95450.0,,95,40,,,,,,,,,,,,,,,,1.0,,,124.0,5.0,,,658.0
,,,,240000.0,,,,,,95260.0,,95,52,,,,,,,,,,,,,,,,1.0,,,70.0,5.0,,,214.0
,,,,171500.0,,,,,,95510.0,,95,656,,,,,,,,,,,,,,,,1.0,,,123.0,6.0,,,174.0
,,,,376500.0,,,,,,95540.0,,95,394,,,,,,,,,,,,,,,,1.0,,,91.0,5.0,,,261.0
,,,,245000.0,,,,,,95490.0,,95,637,,,,,,,,,,,,,,,,1.0,,,76.0,4.0,,,173.0
,,,,312230.0,,,,,,95610.0,,95,218,,,,,,,,,,,,,,,,1.0,,,87.0,5.0,,,609.0
,,,,230000.0,,,,,,95710.0,,95,150,,,,,,,,,,,,,,,,1.0,,,160.0,6.0,,,203.0
,,,,213000.0,,,,,,95750.0,,95,142,,,,,,,,,,,,,,,,1.0,,,96.0,4.0,,,276.0
,,,,276100.0,,,,,,95420.0,,95,355,,,,,,,,,,,,,,,,1.0,,,130.0,4.0,,,417.0
,,,,259990.0,,,,,,95310.0,,95,572,,,,,,,,,,,,,,,,1.0,,,50.0,3.0,,,646.0
,,,,199000.0,,,,,,95430.0,,95,120,,,,,,,,,,,,,,,,1.0,,,64.0,4.0,,,56.0
,,,,506970.0,,,,,,95630.0,,95,392,,,,,,,,,,,,,,,,1.0,,,108.0,5.0,,,555.0
,,,,292800.0,,,,,,95280.0,,95,323,,,,,,,,,,,,,,,,1.0,,,78.0,4.0,,,126.0
,,,,400000.0,,,,,,95300.0,,95,500,,,,,,,,,,,,,,,,1.0,,,108.0,6.0,,,514.0
,,,,400000.0,,,,,,95300.0,,95,500,,,,,,,,,,,,,,,,1.0,,,122.0,5.0,,,99.0
,,,,342000.0,,,,,,95610.0,,95,218,,,,,,,,,,,,,,,,1.0,,,95.0,5.0,,,216.0
