Identifiant de document|Reference document|1 Articles CGI|2 Articles CGI|3 Articles CGI|4 Articles CGI|5 Articles CGI|No disposition|Date mutation|Nature mutation|Valeur fonciere|No voie|B/T/Q|Type de voie|Code voie|Voie|Code postal|Commune|Code departement|Code commune|Prefixe de section|Section|No plan|No Volume|1er lot|Surface Carrez du 1er lot|2eme lot|Surface Carrez du 2eme lot|3eme lot|Surface Carrez du 3eme lot|4eme lot|Surface Carrez du 4eme lot|5eme lot|Surface Carrez du 5eme lot|Nombre de lots|Code type local|Type local|Identifiant local|Surface reelle bati|Nombre pieces principales|Nature culture|Nature culture speciale|Surface terrain
|||||||000001|21/06/2024|Vente|90400,00|25||GR|0001|GRANDE RUE|10700|GRANDVILLE|10|167||ZC|8||||||||||||0|1|Maison||104|6|S||2460
|||||||000001|27/06/2024|Vente|162500,00|5||RUE|0120|DES ROSES|10260|SAINT PARRES LES VAUDES|10|358||AC|107||||||||||||0|3|Dépendance||0|0|S||835
|||||||000001|06/07/2024|Vente|164000,00|8||IMP|0270|DE LA SAPINIERE|10160|MARAYE EN OTHE|10|222||B|775||||||||||||0|3|Dépendance||0|0|S||1190
|||||||000001|06/07/2024|Vente|164000,00|8||IMP|0270|DE LA SAPINIERE|10160|MARAYE EN OTHE|10|222||B|775||||||||||||0|1|Maison||115|3|S||1190
|||||||000001|28/06/2024|Vente|69768,00||||B029|JELICOT|10240|VAUCOGNE|10|398||ZK|2||||||||||||0||||||T||25840
|||||||000001|29/07/2024|Vente|244500,00|17|B|RUE|0080|DES LILAS|10260|SAINT PARRES LES VAUDES|10|358||AD|142||||||||||||0|3|Dépendance||0|0|S||1000
|||||||000001|22/07/2024|Vente|128000,00|4||RUE|1655|EDOUARD POUARD|10000|TROYES|10|387||CK|728||326|80,15|397||||||||2|3|Dépendance||0|0|||
|||||||000001|27/08/2024|Vente|160000,00|15|A|RUE|0021|DES FONTAINES|10700|SEMOINE|10|369||AB|509||||||||||||0|1|Maison||114|5|S||387
|||||||000001|27/08/2024|Vente|115000,00|20||RTE|0018|D'ESCLAVOLLES|10400|PERIGNY LA ROSE|10|284||AB|23||||||||||||0|3|Dépendance||0|0|VE||876
|||||||000001|30/08/2024|Vente|410000,00|143||AV|1280|D'ECHENILLY|10120|SAINT ANDRE LES VERGERS|10|333||BH|293||||||||||||0|4|Local industriel. commercial ou assimilé||8200|0|S||9556
|||||||000001|04/09/2024|Vente|35950,00|30||BD|5370|VICTOR HUGO|10000|TROYES|10|387||BX|176||143|11,94|||||||||1|3|Dépendance||0|0|||
|||||||000001|05/09/2024|Vente|65000,00|1||RUE|0058|CELESTIN PHILBOIS|10150|PONT SAINTE MARIE|10|297||AC|115||||||||||||0|1|Maison||44|2|S||497
|||||||000001|16/09/2024|Vente|318000,00|16||RUE|0705|LAMARTINE|10430|ROSIERES PRES TROYES|10|325||AR|72||||||||||||0|1|Maison||117|5|S||696
|||||||000001|20/09/2024|Vente|2000,00||||B037|LA QUEUE DE L ETANG|10240|AULNAY|10|17||ZI|43||||||||||||0||||||L||4087
|||||||000001|30/08/2024|Vente|85000,00|5|C|CRS|2720|JACQUIN|10000|TROYES|10|387||AD|368||114||34|66,43|||||||2|2|Appartement||64|3|||
|||||||000001|17/09/2024|Vente|17622,00||||B005|LA CAVE|10100|LA FOSSE CORDUAN|10|157||D|356||||||||||||0||||||T||1008
|||||||000001|26/09/2024|Vente|145000,00||||B041|LE GRAVIER|10200|COUVIGNON|10|113||E|1516||||||||||||0||||||BT||192
|||||||000001|26/09/2024|Vente|1914360,00|||||||BARBEREY SAINT SULPICE|10|30||AK|13|8|||||||||||0||||||||
|||||||000001|16/10/2024|Vente|177000,00||||B075|LES VINGT ARPENTS|10150|PONT SAINTE MARIE|10|297||AP|321||||||||||||0||||||AG||9
|||||||000001|22/10/2024|Vente|35000,00|2||RUE|0150|DU PONT|10450|BREVIANDES|10|60||AL|273||9||||||||||1|2|Appartement||14|1|||
|||||||000001|25/10/2024|Vente|35624,00||||B032|LES GARENNES|10140|BEUREY|10|45||YD|48||||||||||||0||||||T||1230
|||||||000001|14/11/2024|Vente|147000,00|8||RUE|3510|DE MESGRIGNY|10000|TROYES|10|387||CP|272||||||||||||0|1|Maison||110|4|AG||203
|||||||000001|15/11/2024|Vente|584091,00|21||BD|2950|JULES GUESDE|10000|TROYES|10|387||CE|453||||||||||||0|2|Appartement||44|2|S||468
|||||||000001|21/11/2024|Vente|1200,00|4||RUE|5130|DE LA TRINITE|10000|TROYES|10|387||BY|562||162||||||||||1|3|Dépendance||0|0|||
|||||||000001|03/12/2024|Vente|60000,00|206||RUE|1456|DU FBG CRONCELS|10000|TROYES|10|387||CO|54||305|52,02|356||||||||2|2|Appartement||52|3|||
|||||||000001|10/12/2024|Vente|5700,00||||B069|LE GRAND PATIS EST|10390|CLEREY|10|100||AD|81||||||||||||0||||||VE||2845
|||||||000001|06/12/2024|Vente|9000,00||||B030|LA MAROTTE|10200|VERNONVILLIERS|10|403||A|296||||||||||||0||||||BS||3382
|||||||000001|20/12/2024|Vente|141500,00|51||AV|0090|DU MARECHAL LECLERC|10450|BREVIANDES|10|60||AH|177||||||||||||0|1|Maison||55|3|S||371
|||||||000001|18/12/2024|Vente|127000,00|16||RUE|0036|DE BEAUMONT|10190|VAUCHASSIS|10|396||AE|149||||||||||||0|3|Dépendance||0|0|S||1176
|||||||000001|27/12/2024|Vente|30000,00||||B082|RUE BASSE|10110|LOCHES SUR OURCE|10|199||AC|294||||||||||||0||||||S||46
|||||||000001|11/01/2024|Vente|84900,00|2||RUE|0066|DES ROCHERS|11300|COURNANEL|11|105||AA|109||||||||||||0|1|Maison||81|4|S||55
|||||||000001|05/01/2024|Vente|272500,00|9|||B086|LE VILLAGE|11190|RENNES LE CHATEAU|11|309||A|18||||||||||||0|1|Maison||67|2|S||150
|||||||000001|15/01/2024|Echange|36000,00|83||RES|A140|TERRASSES MEDITERRANEE 1|11370|LEUCATE|11|202||DX|11||83||||||||||1|3|Dépendance||0|0|||
|||||||000001|26/01/2024|Vente|56000,00|2||RUE|4430|TOURTEL|11000|CARCASSONNE|11|69||AL|687||11|97,38|||||||||1|2|Appartement||89|4|||
|||||||000001|08/01/2024|Vente|55500,00|5||RUE|1650|FRANCOIS DE LEVIS|11000|CARCASSONNE|11|69||AL|475||38|69,90|||||||||1|2|Appartement||70|4|||
|||||||000001|31/01/2024|Vente|10000,00||||B011|L ILE|11250|ROUFFIAC D AUDE|11|325||U|1155||||||||||||0||||||T||9282
|||||||000001|19/01/2024|Vente|46000,00|5352|||B062|LES MOULIS NAOUS|11350|PAZIOLS|11|276||WA|296||||||||||||0|4|Local industriel. commercial ou assimilé||400|0|S||1218
|||||||000001|13/02/2024|Vente|172217,00|12||RUE|0003|DES ACACIAS|11700|DOUZENS|11|122||AB|556||||||||||||0|1|Maison||90|3|S||600
|||||||000001|09/02/2024|Vente|30000,00||||B044|LE PRE LONG|11300|MAGRIE|11|211||AC|63||||||||||||0||||||BT||366
|||||||000001|22/01/2024|Vente|9500,00||||B055|PECOURI|11120|ARGELIERS|11|12||A|1050||||||||||||0||||||T||2665
|||||||000001|06/03/2024|Vente|37500,00||||B012|L ESTAGNOL|11300|LAURAGUEL|11|197||A|31||||||||||||0||||||T||10000
|||||||000001|29/02/2024|Vente|195000,00|4||RUE|0217|DES PIGEONNIERS|11590|CUXAC D AUDE|11|116||CM|118||||||||||||0|2|Appartement||21|2|S||411
|||||||000001|20/03/2024|Vente|110000,00|360||QUAI|0278|DU PORT|11210|PORT-LA-NOUVELLE|11|266||AI|181||2||||||||||1|2|Appartement||68|3|||
|||||||000010|14/03/2024|Vente|264000,00||||B604|A TREILLES|11100|NARBONNE|11|262||MW|4||||||||||||0||||||L||31196
|||||||000001|14/03/2024|Vente|95000,00|1|B|RUE|0267|BLAISE PASCAL|11200|LEZIGNAN-CORBIERES|11|203||AE|736||1||||||||||1|2|Appartement||75|3|||
|||||||000001|02/04/2024|Vente|3207,97||||B298|LES COURTALS|11500|QUILLAN|11|304|50|ZD|14||||||||||||0||||||L||7490
|||||||000001|25/03/2024|Vente|12500,00|15||RUE|0033|DU CHATEAU|11590|SALLELES D AUDE|11|369||BH|301||||||||||||0||||||S||25
|||||||000001|08/03/2024|Vente|287115,00|69||QUAI|0005|D ALSACE|11590|SALLELES D AUDE|11|369||BD|44||||||||||||0|1|Maison||78|5|S||154
|||||||000001|25/03/2024|Vente|133000,00|167||RES|A050|HELIOS|11370|LEUCATE|11|202||DO|72||39||||||||||1|3|Dépendance||0|0|||
|||||||000001|30/03/2024|Vente|92000,00|332||RES|A068|LES MAISONS DE LA MER|11560|FLEURY|11|145||BP|272||332||||||||||1|2|Appartement||34|2|||
|||||||000001|05/04/2024|Vente|100,00||||B001|BADO DAL GOI|11600|VILLEGAILHENC|11|425||AO|116||||||||||||0||||||T||3182
|||||||000001|27/03/2024|Vente|15000,00||||B031|LOUP PENDUT|11600|FRAISSE CABARDES|11|156||C|410||||||||||||0||||||VI||1585
|||||||000001|19/04/2024|Vente|68000,00|9||RTE|0132|DE LAURE|11800|TREBES|11|397||BC|109||42|46,18|||||||||1|1|Maison||46|2|||
|||||||000001|26/04/2024|Vente|90000,00|||IMP|0222|DE LA TREILLE|11120|ARGELIERS|11|12||A|2365||||||||||||0||||||S||17
|||||||000001|06/05/2024|Vente|219080,00|1||IMP|0012|DES ASPHODELES|11200|SAINT ANDRE DE ROQUELONGUE|11|332||A|1729||||||||||||0|3|Dépendance||0|0|S||1540
|||||||000001|14/05/2024|Vente|27000,00|100|||B046|LE VILLAGE|11390|FONTIERS CABARDES|11|150||U|258||||||||||||0|3|Dépendance||0|0|S||118
|||||||000001|31/05/2024|Vente|5562,00||||B039|TRESTALAS|11170|CAUX ET SAUZENS|11|84||AW|28||||||||||||0||||||VI||771
|||||||000001|21/05/2024|Vente|5000,00||||B012|COL DE FEUILLA-SUD|11510|FEUILLA|11|143||WA|8||||||||||||0||||||T||7725
|||||||000001|28/05/2024|Vente|105000,00||||B066|LA PEGE|11800|TREBES|11|397||BA|65||||||||||||0||||||T||7790
|||||||000001|31/05/2024|Vente|15000,00|2||RUE|0140|ARAGO|11200|LEZIGNAN-CORBIERES|11|203||AE|284||11|60,89|26||||||||2|3|Dépendance||0|0|||
|||||||000001|12/06/2024|Vente|115900,00|3||RUE|0031|BASSE DES CASERNES|11590|CUXAC D AUDE|11|116||BE|249||||||||||||0|1|Maison||32|2|S||55
|||||||000001|10/06/2024|Vente|39000,00||||B030|LAS ESTREMIEROS|11220|COUSTOUGE|11|110||A|480||||||||||||0||||||VI||2050
|||||||000001|12/06/2024|Vente|3200,00||||B136|PEYRALBE|11800|LAURE MINERVOIS|11|198||D|394||||||||||||0||||||VI||3065
|||||||000001|18/06/2024|Vente|42000,00|95|||B043|LE VILLAGE|11160|PEYRIAC MINERVOIS|11|286||A|1535||||||||||||0|1|Maison||50|2|S||63
|||||||000002|31/05/2024|Vente|1440000,00||||B012|LA CONDAMINE|11100|BAGES|11|24||B|2748||||||||||||0||||||VI||139
|||||||000001|28/06/2024|Vente|3000,00||||B114|PRATS GRANDS DES JOUIS|11380|PRADELLES CABARDES|11|297||AD|123||||||||||||0||||||P||4725
|||||||000001|14/06/2024|Vente|75500,00||||B011|CHAMP DE LA BORDE|11500|GRANES|11|168||WA|80||||||||||||0||||||L||5451
|||||||000001|09/07/2024|Vente|125000,00|5||RUE|0074|LO MOLI|11570|PALAJA|11|272||BD|115||||||||||||0||||||AB||89
|||||||000001|26/07/2024|Vente|775000,00|106|||B074|LA LEZE|11400|MAS SAINTES PUELLES|11|225||ZN|23||||||||||||0|3|Dépendance||0|0|BT||3910
|||||||000003|17/07/2024|Vente|398700,00||||B302|ETANG DE JONQUIERES|11100|NARBONNE|11|262||KT|17||||||||||||0||||||L||865
|||||||000001|22/07/2024|Vente|1189325,00||||B106|A PORTOI|11290|ARZENS|11|18||D|1644||||||||||||0||||||T||5073
|||||||000001|05/08/2024|Vente|125000,00|30||RUE|3248|DU PALAIS|11000|CARCASSONNE|11|69||AL|85||||||||||||0|2|Appartement||47|2|S||213
|||||||000001|22/08/2024|Vente|285000,00|11||LOT|A015|LA CONDOMINETTE|11120|MOUSSAN|11|258||AH|124||||||||||||0|3|Dépendance||0|0|S||502
|||||||000001|13/09/2024|Vente|4400,00||||B086|MENTASTRE|11340|BELVIS|11|36||E|76||||||||||||0||||||L||1250
|||||||000001|02/09/2024|Vente|126728,53||||B156|VILLEMATIS-OUEST|11290|MONTREAL|11|254||A|2117||||||||||||0||||||T||10420
|||||||000001|29/08/2024|Vente|53000,00||||B019|LE MOULIN A VENT|11800|RUSTIQUES|11|330||A|979||||||||||||0||||||S||1
|||||||000001|10/09/2024|Vente|172000,00|15||AV|4140|PIERRE SEMARD|11100|NARBONNE|11|262||AI|810||39||||||||||1|3|Dépendance||0|0|||
|||||||000001|20/09/2024|Vente|400435,00|12||RUE|0042|ALAIN GERBAULT (PLAGE)|11100|NARBONNE|11|262||BK|87||||||||||||0|3|Dépendance||0|0|S||259
|||||||000001|05/09/2024|Vente|659,00||||B068|LUXAUD|11400|SAINT PAPOUL|11|361||WB|9||||||||||||0||||||L||4907
|||||||000001|26/09/2024|Vente|57500,00|1||RUE|0110|MONTCLAIR|11580|VALMIGERE|11|402||A|40||||||||||||0|1|Maison||122|3|S||92
|||||||000001|05/09/2024|Vente|234880,00|8|||0019|LOTISSEMENT COTE COURT|11200|THEZAN-DES-CORBIERES|11|390||A|2041||||||||||||0|1|Maison||92|4|S||602
|||||||000001|13/09/2024|Vente|7000,00||||B026|LE VILLAGE|11330|MONTJOI|11|250||AB|110||||||||||||0||||||L||270
|||||||000001|30/09/2024|Vente|509265,00|54||AV|0104|DU LANGUEDOC|11700|AZILLE|11|22||B|14||||||||||||0|3|Dépendance||0|0|S||1595
|||||||000001|04/10/2024|Vente|80000,00|5139||GR|0050|GRAND RUE|11250|POMAS|11|293||A|1324||||||||||||0|1|Maison||71|3|S||200
|||||||000001|23/10/2024|Vente|73000,00|32||AV|1810|DU GENERAL LECLERC|11000|CARCASSONNE|11|69||AV|114||5||||||||||1|2|Appartement||53|2|||
|||||||000001|21/10/2024|Vente|159000,00|17||RUE|3680|DU MOULIN|11100|NARBONNE|11|262||BE|211||84|63,08|||||||||1|2|Appartement||63|3|||
|||||||000003|28/10/2024|Vente|340000,00|9001|X||B036|LA GARE|11510|FITOU|11|144||B|1808|8|||||||||||0||||||||
|||||||000001|22/10/2024|Vente|5160,00||||B056|LES MOULAS DE DESSUS|11480|LA PALME|11|188||F|93||||||||||||0||||||T||2510
|||||||000001|24/10/2024|Vente|148000,00||||B016|LE CHEM DE MOURVILLES|11320|MONTMAUR|11|252||A|259||||||||||||0||||||BT||77
|||||||000001|06/11/2024|Vente|20000,00|22||RUE|1140|COURTEJAIRE|11000|CARCASSONNE|11|69||BM|304||9|111,00|||||||||1|2|Appartement||74|3|||
|||||||000001|23/10/2024|Vente|117000,00|29|B|BD|2800|MARCOU|11000|CARCASSONNE|11|69||BL|650||25||75|75,17|||||||2|2|Appartement||76|2|||
|||||||000001|14/11/2024|Vente|134740,00|603||RES|A046|LA GRANDE BLEUE|11370|LEUCATE|11|202||DL|15||603|34,80|||||||||1|1|Maison||36|3|||
|||||||000001|27/11/2024|Vente|84000,00||||B020|GARRIGUE DU BOIS|11120|GINESTAS|11|164||AI|156||||||||||||0||||||AB||526
|||||||000002|15/11/2024|Vente|168000,00|9001||CHE|0413|DES ENCANTADOS|11300|LIMOUX|11|206||CZ|101||6||||||||||1|2|Appartement||66|3|||
|||||||000001|04/11/2024|Echange|15000,00||||B015|LES CODRES|11300|BRUGAIROLLES|11|53||D|372||||||||||||0||||||VI||6250
|||||||000001|29/11/2024|Vente|325020,00||||B152|LE VILLAGE|11290|MONTREAL|11|254||D|73||||||||||||0||||||J|POTAG|396
|||||||000001|27/11/2024|Vente|170060,00|11||RUE|3840|DU QUATRE SEPTEMBRE|11000|CARCASSONNE|11|69||BN|112||||||||||||0|2|Appartement||32|2|S||47
|||||||000001|09/12/2024|Vente|65000,00|101||RES|A024|LE CAPITOUL 2|11370|LEUCATE|11|202||DM|2||216||||||||||1|3|Dépendance||0|0|||
|||||||000001|13/12/2024|Vente|199900,00||||B066|GRAZAILLE|11000|CARCASSONNE|11|69||CY|789||||||||||||0||||||S||78
|||||||000001|25/11/2024|Vente|2000,00||||B074|LES PYS OUEST|11350|PAZIOLS|11|276||C|901||||||||||||0||||||VI||6896
|||||||000001|11/12/2024|Vente|178000,00|1||RUE|0029|DE LA MAIRIE|11510|CAVES|11|86||U|136||||||||||||0|1|Maison||120|4|S||150
|||||||000001|09/12/2024|Vente|4000,00|2||RUE|0943|EDMOND MICHELET|11400|CASTELNAUDARY|11|76||AC|849||9||||||||||1|3|Dépendance||0|0|||
|||||||000001|19/12/2024|Vente|136500,00|6||RUE|0687|GERARD PHILIPPE|11200|LEZIGNAN-CORBIERES|11|203||AO|175||79||||||||||1|3|Dépendance||0|0|||
|||||||000001|18/12/2024|Vente|525000,00|258|B||B095|A PECH|11250|SAINT HILAIRE|11|344||B|977||||||||||||0|1|Maison||240|7|S||445
|||||||000001|20/12/2024|Vente|209200,00|17||RUE|3270|DU LUXEMBOURG|11100|NARBONNE|11|262||AC|280||2||||||||||1|2|Appartement||80|2|||
|||||||000001|19/12/2024|Vente|442000,00|70||RUE|3950|DE LA REPUBLIQUE|11000|CARCASSONNE|11|69||BN|582||||||||||||0|2|Appartement||78|3|S||840
|||||||000001|20/12/2024|Vente|12390,77||||B109|RIGOLE DU BASSIN VIEUX|11310|SAISSAC|11|367||A|495||||||||||||0||||||L||2000
|||||||000002|18/12/2024|Vente|59500,00||||B107|LE VILLAGE|11360|DURBAN-CORBIERES|11|124||D|2514||||||||||||0||||||S||1081
|||||||000001|30/12/2024|Vente|60000,00|1||IMP|0030|CAPITAINE MALBERT|11590|OUVEILLAN|11|269||C|2946||||||||||||0|1|Maison||75|4|S||600
|||||||000001|08/01/2024|Vente|170000,00|7||LOT|A030|FONTEILLES|12260|VILLENEUVE|12|301||AB|166||||||||||||0|3|Dépendance||0|0|S||344
|||||||000001|24/01/2024|Vente|81285,00|41||RUE|1640|SAINT CYRICE|12000|RODEZ|12|202||AS|94||3|50,31|||||||||1|2|Appartement||58|2|||
|||||||000001|03/01/2024|Vente|385000,00|4||RUE|0120|DES COMBATTANTS|12110|VIVIEZ|12|305||AM|180||||||||||||0|2|Appartement||60|3|S||482
|||||||000001|27/02/2024|Vente|7000,00||||B347|SOUYRI|12330|SALLES-LA-SOURCE|12|254||BW|83||||||||||||0||||||S||2665
|||||||000001|28/02/2024|Vente|4000,00||||B115|PIERREFICHE|12700|ASPRIERES|12|12||E|2063||||||||||||0||||||BS||1
|||||||000001|22/02/2024|Vente|1650,00||||B007|LES BOSSES|12260|SALVAGNAC-CAJARC|12|256||E|420||||||||||||0||||||T||3245
|||||||000001|09/02/2024|Vente|1033000,00||||B204|PUECH D ABRIGUES|12230|SAUCLIERES|12|260||D|493||||||||||||0||||||BR||940
|||||||000001|05/03/2024|Vente|126000,00|4||RUE|0082|DU CHAMP DU POIRIER|12850|ONET LE CHATEAU|12|176||AR|66||||||||||||0|3|Dépendance||0|0|S||1000
|||||||000001|18/03/2024|Adjudication|34000,00||||B029|LA COMBETTE|12130|LA CAPELLE BONANCE|12|55||AI|70||||||||||||0||||||BS||8650
|||||||000001|11/03/2024|Vente|3000,00||||B077|LE ROC DE MASSIP|12300|DECAZEVILLE|12|89||AH|272||||||||||||0||||||P||2577
|||||||000001|08/03/2024|Vente|145000,00|5148|||B221|LE RIALOU|12270|SAINT-ANDRE-DE-NAJAC|12|210||G|48||||||||||||0|1|Maison||143|4|S||1071
|||||||000001|26/03/2024|Vente|186000,00|28||RUE|0061|DES COTEAUX|12330|MARCILLAC-VALLON|12|138||G|715||||||||||||0|1|Maison||97|4|S||657
|||||||000001|19/03/2024|Vente|55,00||||B012|BOSC DE MOULY|12300|SAINT-PARTHEM|12|240||B|498||||||||||||0||||||BT||934
|||||||000001|14/03/2024|Vente|65000,00|8||RUE|0301|DENISE BERGON|12700|CAPDENAC-GARE|12|52||AL|113||||||||||||0|3|Dépendance||0|0|S||795
|||||||000001|02/04/2024|Vente|25000,00||||B008|LES BARTHES|12630|MONTROZIER|12|157||A|986||||||||||||0||||||P||5563
|||||||000001|05/04/2024|Vente|9850,00||||B213|LUSCLADE|12510|DRUELLE BALSAC|12|90||B|1038||||||||||||0||||||T||3864
|||||||000002|25/03/2024|Vente terrain à bâtir|142500,00||||B035|LA CALQUIERE|12450|CALMONT|12|43||G|1916||||||||||||0||||||T||563
|||||||000001|05/04/2024|Vente|5336,00||||B084|CHARREL|82160|NAJAC|12|167||W|209||||||||||||0||||||L||529
|||||||000001|24/04/2024|Vente|22475,00||||B393|BANES|12510|DRUELLE BALSAC|12|90|20|F|321||||||||||||0||||||L|PATUR|1200
|||||||000001|11/04/2024|Vente|38750,00||||B035|LES CROZES|12440|TAYRAC|12|278||C|100||||||||||||0||||||S||246
|||||||000001|23/04/2024|Vente|15000,00||||B046|LA COSTE|12450|LUC-LA-PRIMAUBE|12|133||ZH|9||||||||||||0||||||T||1223
|||||||000001|24/04/2024|Vente|228000,00||||B001|ASQUIES|12240|COLOMBIES|12|68||BT|138||||||||||||0||||||L|PATUR|12243
|||||||000001|24/04/2024|Vente|228000,00||||B162|LES SALES|12240|COLOMBIES|12|68||BT|226||||||||||||0||||||T||3368
|||||||000001|03/05/2024|Vente|3000,00||||B010|BOIS DU NOYE|12220|LES ALBRES|12|3||E|624||||||||||||0||||||BT||13801
|||||||000001|27/03/2024|Vente|169260,00||||B003|BARBAT|12200|SAVIGNAC|12|263||A|598||||||||||||0||||||T||1935
|||||||000001|22/04/2024|Vente en l'état futur d'achèvement|199000,00|12||RUE|0076|DES PETITS SAPINS|12340|BOZOULS|12|33||E|1649||35||||||||||1||||||||
|||||||000001|25/04/2024|Vente|18000,00||||B043|FLAUZINS|12440|LESCURE-JAOUL|12|128||AN|68||||||||||||0||||||S||90
|||||||000001|16/05/2024|Vente|11000,00||||B118|LA FONT|12200|VAILHOURLES|12|287||H|6||||||||||||0||||||P||2120
|||||||000001|16/05/2024|Vente|17000,00||||B045|LES CARBOUNIES|12500|LASSOUTS|12|124||E|633||||||||||||0||||||L||6195
|||||||000001|16/05/2024|Vente|17000,00||||B241|SUBERTES|12500|LASSOUTS|12|124||E|639||||||||||||0||||||L||2580
|||||||000001|27/05/2024|Vente|3005,00||||B077|ESPARROU|12190|COUBISOU|12|79||J|80||||||||||||0||||||BS||4000
|||||||000001|22/05/2024|Vente|1500,00||||B103|LOU TRAVINQUES|12240|COLOMBIES|12|68||CP|73||||||||||||0||||||BT||3217
|||||||000001|27/05/2024|Vente|116000,00|1|T|AV|0040|AMANS RODAT|12000|RODEZ|12|202||AE|10||||||||||||0||||||S||232
|||||||000001|11/06/2024|Vente|209280,00|||RUE|0120|DE LA CALADE|12500|ESPALION|12|96||AL|39||||||||||||0||||||S||95
|||||||000001|30/05/2024|Vente|236000,00|5604|||B056|CADAYRAC|12330|SALLES-LA-SOURCE|12|254||CH|50||||||||||||0|1|Maison||110|3|S||270
|||||||000001|21/05/2024|Vente|54075,00||||B088|PLAINE DES RIVOTES|12360|CAMARES|12|44||B|467||||||||||||0||||||T||1115
