property_value,street_number,street_type,street_name,postal_code,town_name,department_code,property_type,building_area,main_rooms,land_area,year
670000,136,RUE,LEDRU ROLLIN,94100,SAINT-MAUR-DES-FOSSES,94,Maison,64,4,328,2021
830000,4,IMP,ELIAS HOWE,94100,SAINT-MAUR-DES-FOSSES,94,Maison,120,5,291,2021
771000,52,AV,DU MESNIL,94210,SAINT-MAUR-DES-FOSSES,94,Maison,216,9,260,2021
650000,91,AV,DE PARIS,94380,BONNEUIL-SUR-MARNE,94,Maison,183,5,598,2021
2015800,38,AV,MARIE LOUISE,94210,SAINT-MAUR-DES-FOSSES,94,Maison,274,4,300,2021
2015800,38,AV,MARIE LOUISE,94210,SAINT-MAUR-DES-FOSSES,94,Maison,274,4,500,2021
524000,93,AV,BEAUREPAIRE,94100,SAINT-MAUR-DES-FOSSES,94,Maison,91,4,246,2021
260000,62,AV,MAHIEU,94100,SAINT-MAUR-DES-FOSSES,94,Maison,82,4,228,2021
335000,1,RUE,DE LA BELLE IMAGE,94700,MAISONS-ALFORT,94,Maison,40,2,68,2021
620000,14,RUE,DU MARCHE,94140,ALFORTVILLE,94,Maison,60,5,297,2021
315000,23,RUE,EMILE ZOLA,94140,ALFORTVILLE,94,Maison,51,2,160,2021
625000,22,RUE,EDOUARD VAILLANT,94140,ALFORTVILLE,94,Appartement,29,2,252,2021
625000,22,RUE,EDOUARD VAILLANT,94140,ALFORTVILLE,94,Appartement,40,3,252,2021
460000,30,RUE,ROUGET DE LISLE,94100,SAINT-MAUR-DES-FOSSES,94,Maison,78,5,137,2021
679000,62,RUE,DE PERPIGNAN,94700,MAISONS-ALFORT,94,Maison,108,5,179,2021
1280000,58,AV,DU MESNIL,94210,SAINT-MAUR-DES-FOSSES,94,Maison,155,7,730,2021
437024,9,IMP,CHARLES FLOQUET,94340,JOINVILLE-LE-PONT,94,Maison,58,3,226,2021
1317000,122,BD,DE LA MARNE,94210,SAINT-MAUR-DES-FOSSES,94,Local industriel. commercial ou assimilé,14,0,885,2021
1317000,122,BD,DE LA MARNE,94210,SAINT-MAUR-DES-FOSSES,94,Maison,220,6,885,2021
950000,28,AV,JOSEPH JOUGLA,94340,JOINVILLE-LE-PONT,94,Maison,106,5,352,2021
380000,55,RUE,DE L ESPERANCE,94380,BONNEUIL-SUR-MARNE,94,Maison,111,4,224,2021
730000,6,RUE,DU VALLON,94210,SAINT-MAUR-DES-FOSSES,94,Maison,80,3,215,2021
646000,11,RUE,DE BELFORT,94700,MAISONS-ALFORT,94,Maison,59,3,363,2021
880000,4,AV,GEORGES CLEMENCEAU,94700,MAISONS-ALFORT,94,Maison,114,4,414,2021
715000,71,QUAI,BLANQUI,94140,ALFORTVILLE,94,Appartement,15,1,121,2021
715000,71,QUAI,BLANQUI,94140,ALFORTVILLE,94,Appartement,21,1,121,2021
715000,71,QUAI,BLANQUI,94140,ALFORTVILLE,94,Appartement,21,2,121,2021
