property_value,street_number,street_type,street_name,postal_code,town_name,department_code,property_type,building_area,main_rooms,land_area,year
194500,18,AV,GEORGE V,75008,PARIS 08,75,Local industriel. commercial ou assimilé,844,0,623,2021
194500,16,AV,GEORGE V,75008,PARIS 08,75,Local industriel. commercial ou assimilé,346,0,584,2021
194500,16,AV,GEORGE V,75008,PARIS 08,75,Local industriel. commercial ou assimilé,6100,0,584,2021
143500000,9,AV,PERCIER,75008,PARIS 08,75,Local industriel. commercial ou assimilé,810,0,1282,2021
143500000,9,AV,PERCIER,75008,PARIS 08,75,Local industriel. commercial ou assimilé,276,0,1282,2021
143500000,9,AV,PERCIER,75008,PARIS 08,75,Local industriel. commercial ou assimilé,158,0,1282,2021
143500000,9,AV,PERCIER,75008,PARIS 08,75,Local industriel. commercial ou assimilé,828,0,1282,2021
143500000,9,AV,PERCIER,75008,PARIS 08,75,Local industriel. commercial ou assimilé,860,0,1282,2021
143500000,9,AV,PERCIER,75008,PARIS 08,75,Local industriel. commercial ou assimilé,839,0,1282,2021
143500000,9,AV,PERCIER,75008,PARIS 08,75,Local industriel. commercial ou assimilé,712,0,1282,2021
143500000,9,AV,PERCIER,75008,PARIS 08,75,Local industriel. commercial ou assimilé,370,0,1282,2021
143500000,9,AV,PERCIER,75008,PARIS 08,75,Local industriel. commercial ou assimilé,176,0,1282,2021
143500000,9,AV,PERCIER,75008,PARIS 08,75,Local industriel. commercial ou assimilé,140,0,1282,2021
12000000,92,RUE,DES ARCHIVES,75003,PARIS 03,75,Local industriel. commercial ou assimilé,65,0,299,2021
12000000,92,RUE,DES ARCHIVES,75003,PARIS 03,75,Appartement,40,2,299,2021
12000000,92,RUE,DES ARCHIVES,75003,PARIS 03,75,Appartement,35,1,299,2021
12000000,92,RUE,DES ARCHIVES,75003,PARIS 03,75,Local industriel. commercial ou assimilé,75,0,299,2021
12000000,92,RUE,DES ARCHIVES,75003,PARIS 03,75,Local industriel. commercial ou assimilé,54,0,299,2021
12000000,92,RUE,DES ARCHIVES,75003,PARIS 03,75,Appartement,65,3,299,2021
12000000,92,RUE,DES ARCHIVES,75003,PARIS 03,75,Appartement,15,1,299,2021
12000000,92,RUE,DES ARCHIVES,75003,PARIS 03,75,Appartement,26,1,299,2021
12000000,92,RUE,DES ARCHIVES,75003,PARIS 03,75,Appartement,42,2,299,2021
12000000,92,RUE,DES ARCHIVES,75003,PARIS 03,75,Appartement,13,1,299,2021
12000000,92,RUE,DES ARCHIVES,75003,PARIS 03,75,Local industriel. commercial ou assimilé,62,0,299,2021
4300000,4,RUE,DE LA SOURDIERE,75001,PARIS 01,75,Appartement,30,1,93,2021
4300000,4,RUE,DE LA SOURDIERE,75001,PARIS 01,75,Appartement,35,1,93,2021
4300000,4,RUE,DE LA SOURDIERE,75001,PARIS 01,75,Appartement,32,1,93,2021
4300000,4,RUE,DE LA SOURDIERE,75001,PARIS 01,75,Local industriel. commercial ou assimilé,95,0,93,2021
4300000,4,RUE,DE LA SOURDIERE,75001,PARIS 01,75,Appartement,25,1,93,2021
2510000,8,RUE,DES APENNINS,75017,PARIS 17,75,Appartement,42,2,176,2021
2510000,8,RUE,DES APENNINS,75017,PARIS 17,75,Local industriel. commercial ou assimilé,168,0,176,2021
2510000,8,RUE,DES APENNINS,75017,PARIS 17,75,Appartement,68,4,176,2021
6048780,61,RUE,CUSTINE,75018,PARIS 18,75,Local industriel. commercial ou assimilé,86,0,188,2021
6048780,61,RUE,CUSTINE,75018,PARIS 18,75,Appartement,37,2,188,2021
6048780,61,RUE,CUSTINE,75018,PARIS 18,75,Appartement,67,3,188,2021
6048780,61,RUE,CUSTINE,75018,PARIS 18,75,Appartement,39,2,188,2021
6048780,61,RUE,CUSTINE,75018,PARIS 18,75,Appartement,45,2,188,2021
6048780,61,RUE,CUSTINE,75018,PARIS 18,75,Dépendance,0,0,188,2021
6048780,61,RUE,CUSTINE,75018,PARIS 18,75,Appartement,61,3,188,2021
6048780,61,RUE,CUSTINE,75018,PARIS 18,75,Appartement,69,3,188,2021
6048780,61,RUE,CUSTINE,75018,PARIS 18,75,Appartement,56,3,188,2021
6048780,61,RUE,CUSTINE,75018,PARIS 18,75,Appartement,43,2,188,2021
6048780,61,RUE,CUSTINE,75018,PARIS 18,75,Appartement,81,4,188,2021
6048780,61,RUE,CUSTINE,75018,PARIS 18,75,Local industriel. commercial ou assimilé,21,0,188,2021
7500000,122,RUE,SAINT-DENIS,75002,PARIS 02,75,Appartement,12,1,265,2021
7500000,122,RUE,SAINT-DENIS,75002,PARIS 02,75,Appartement,26,3,265,2021
7500000,122,RUE,SAINT-DENIS,75002,PARIS 02,75,Local industriel. commercial ou assimilé,48,0,265,2021
7500000,122,RUE,SAINT-DENIS,75002,PARIS 02,75,Appartement,45,3,265,2021
7500000,122,RUE,SAINT-DENIS,75002,PARIS 02,75,Appartement,13,1,265,2021
7500000,122,RUE,SAINT-DENIS,75002,PARIS 02,75,Appartement,29,2,265,2021
7500000,122,RUE,SAINT-DENIS,75002,PARIS 02,75,Appartement,37,2,265,2021
7500000,122,RUE,SAINT-DENIS,75002,PARIS 02,75,Appartement,25,1,265,2021
7500000,122,RUE,SAINT-DENIS,75002,PARIS 02,75,Appartement,46,3,265,2021
7500000,122,RUE,SAINT-DENIS,75002,PARIS 02,75,Local industriel. commercial ou assimilé,8,0,265,2021
7500000,122,RUE,SAINT-DENIS,75002,PARIS 02,75,Appartement,51,3,265,2021
7500000,122,RUE,SAINT-DENIS,75002,PARIS 02,75,Appartement,18,2,265,2021
7500000,122,RUE,SAINT-DENIS,75002,PARIS 02,75,Appartement,42,3,265,2021
7500000,122,RUE,SAINT-DENIS,75002,PARIS 02,75,Appartement,21,2,265,2021
7500000,122,RUE,SAINT-DENIS,75002,PARIS 02,75,Appartement,38,2,265,2021
7500000,122,RUE,SAINT-DENIS,75002,PARIS 02,75,Appartement,39,3,265,2021
