identifiant_de_document,reference_document,date_mutation,nature_mutation,valeur_fonciere,no_voie,btq,type_de_voie,code_voie,voie,code_postal,commune,code_departement,code_commune,prefixe_de_section,section,no_plan,no_volume,lot1,surface_carrez_lot1,lot2,surface_carrez_lot2,lot3,surface_carrez_lot3,lot4,surface_carrez_lot4,lot5,surface_carrez_lot5,nombre_de_lots,code_type_local,type_local,identifiant_local,surface_reelle_bati,nombre_pieces_principales,nature_culture,nature_culture_speciale,surface_terrain
,,,,264000.0,,,,,,91130.0,,91,521,,,,,,,,,,,,,,,,1.0,,,65.0,4.0,,,290.0
,,,,264000.0,,,,,,91130.0,,91,521,,,,,,,,,,,,,,,,3.0,,,0.0,0.0,,,290.0
,,,,368000.0,,,,,,91800.0,,91,114,,,,,,,,,,,,,,,,1.0,,,60.0,3.0,,,142.0
,,,,300000.0,,,,,,91610.0,,91,45,,,,,,,,,,,,,,,,3.0,,,0.0,0.0,,,300.0
,,,,300000.0,,,,,,91610.0,,91,45,,,,,,,,,,,,,,,,1.0,,,80.0,4.0,,,300.0
,,,,433000.0,,,,,,91330.0,,91,691,,,,,,,,,,,,,,,,1.0,,,109.0,5.0,,,540.0
,,,,433000.0,,,,,,91330.0,,91,691,,,,,,,,,,,,,,,,3.0,,,0.0,0.0,,,540.0
,,,,450000.0,,,,,,91190.0,,91,272,,,,,,,,,,,,,,,,1.0,,,69.0,4.0,,,542.0
,,,,435020.0,,,,,,91250.0,,91,553,,,,,,,,,,,,,,,,1.0,,,96.0,5.0,,,655.0
,,,,143000.0,,,,,,91180.0,,91,552,,,,,,,,,,,,,,,,1.0,,,36.0,1.0,,,400.0
,,,,143000.0,,,,,,91180.0,,91,552,,,,,,,,,,,,,,,,3.0,,,0.0,0.0,,,400.0
,,,,430443.0,,,,,,91310.0,,91,339,,,,,,,,,,,,,,,,1.0,,,136.0,4.0,,,701.0
,,,,230000.0,,,,,,91830.0,,91,179,,,,,,,,,,,,,,,,1.0,,,87.0,4.0,,,188.0
,,,,230000.0,,,,,,91830.0,,91,179,,,,,,,,,,,,,,,,3.0,,,0.0,0.0,,,188.0
,,,,257250.0,,,,,,91100.0,,91,174,,,,,,,,,,,,,,,,1.0,,,81.0,4.0,,,500.0
,,,,257250.0,,,,,,91100.0,,91,174,,,,,,,,,,,,,,,,1.0,,,81.0,4.0,,,98.0
,,,,315000.0,,,,,,91700.0,,91,685,,,,,,,,,,,,,,,,3.0,,,0.0,0.0,,,146.0
,,,,315000.0,,,,,,91700.0,,91,685,,,,,,,,,,,,,,,,1.0,,,80.0,4.0,,,146.0
,,,,420500.0,,,,,,91540.0,,91,468,,,,,,,,,,,,,,,,1.0,,,98.0,4.0,,,545.0
,,,,262000.0,,,,,,91150.0,,91,112,,,,,,,,,,,,,,,,1.0,,,140.0,6.0,,,965.0
,,,,262000.0,,,,,,91150.0,,91,112,,,,,,,,,,,,,,,,3.0,,,0.0,0.0,,,965.0
,,,,400000.0,,,,,,91830.0,,91,179,,,,,,,,,,,,,,,,1.0,,,110.0,5.0,,,528.0
,,,,430000.0,,,,,,91540.0,,91,386,,,,,,,,,,,,,,,,1.0,,,122.0,7.0,,,736.0
,,,,532000.0,,,,,,91070.0,,91,86,,,,,,,,,,,,,,,,1.0,,,166.0,6.0,,,650.0
,,,,394000.0,,,,,,91200.0,,91,27,,,,,,,,,,,,,,,,3.0,,,0.0,0.0,,,330.0
,,,,394000.0,,,,,,91200.0,,91,27,,,,,,,,,,,,,,,,1.0,,,85.0,4.0,,,330.0
,,,,505000.0,,,,,,91240.0,,91,570,,,,,,,,,,,,,,,,1.0,,,146.0,7.0,,,694.0
,,,,505000.0,,,,,,91240.0,,91,570,,,,,,,,,,,,,,,,1.0,,,146.0,7.0,,,600.0
,,,,505000.0,,,,,,91240.0,,91,570,,,,,,,,,,,,,,,,1.0,,,74.0,4.0,,,221.0
,,,,214000.0,,,,,,91700.0,,91,549,,,,,,,,,,,,,,,,1.0,,,70.0,4.0,,,222.0
,,,,214000.0,,,,,,91700.0,,91,549,,,,,,,,,,,,,,,,3.0,,,0.0,0.0,,,222.0
,,,,375000.0,,,,,,91460.0,,91,363,,,,,,,,,,,,,,,,1.0,,,119.0,4.0,,,268.0
,,,,440220.0,,,,,,91210.0,,91,201,,,,,,,,,,,,,,,,1.0,,,115.0,6.0,,,337.0
,,,,369000.0,,,,,,91610.0,,91,45,,,,,,,,,,,,,,,,1.0,,,112.0,5.0,,,659.0
,,,,403000.0,,,,,,91160.0,,91,345,,,,,,,,,,,,,,,,3.0,,,0.0,0.0,,,211.0
,,,,403000.0,,,,,,91160.0,,91,345,,,,,,,,,,,,,,,,1.0,,,90.0,5.0,,,211.0
,,,,340000.0,,,,,,91800.0,,91,114,,,,,,,,,,,,,,,,3.0,,,0.0,0.0,,,509.0
,,,,340000.0,,,,,,91800.0,,91,114,,,,,,,,,,,,,,,,1.0,,,71.0,3.0,,,509.0
,,,,340000.0,,,,,,91800.0,,91,114,,,,,,,,,,,,,,,,1.0,,,42.0,2.0,,,509.0
,,,,414200.0,,,,,,91230.0,,91,421,,,,,,,,,,,,,,,,1.0,,,86.0,3.0,,,203.0
,,,,535000.0,,,,,,91360.0,,91,667,,,,,,,,,,,,,,,,3.0,,,0.0,0.0,,,432.0
,,,,535000.0,,,,,,91360.0,,91,667,,,,,,,,,,,,,,,,1.0,,,145.0,5.0,,,432.0
