identifiant_de_document,reference_document,date_mutation,nature_mutation,valeur_fonciere,no_voie,btq,type_de_voie,code_voie,voie,code_postal,commune,code_departement,code_commune,prefixe_de_section,section,no_plan,no_volume,lot1,surface_carrez_lot1,lot2,surface_carrez_lot2,lot3,surface_carrez_lot3,lot4,surface_carrez_lot4,lot5,surface_carrez_lot5,nombre_de_lots,code_type_local,type_local,identifiant_local,surface_reelle_bati,nombre_pieces_principales,nature_culture,nature_culture_speciale,surface_terrain
,,,,343000.0,,,,,,92700.0,,92,25,,,,,,,,,,,,,,,,1.0,,,58.0,3.0,,,86.0
,,,,330000.0,,,,,,92000.0,,92,50,,,,,,,,,,,,,,,,1.0,,,33.0,2.0,,,211.0
,,,,600000.0,,,,,,92700.0,,92,25,,,,,,,,,,,,,,,,1.0,,,98.0,4.0,,,176.0
,,,,600000.0,,,,,,92700.0,,92,25,,,,,,,,,,,,,,,,3.0,,,0.0,0.0,,,176.0
,,,,1059300.0,,,,,,92700.0,,92,25,,,,,,,,,,,,,,,,1.0,,,103.0,5.0,,,203.0
,,,,386500.0,,,,,,92250.0,,92,35,,,,,,,,,,,,,,,,1.0,,,48.0,2.0,,,44.0
,,,,890450.0,,,,,,92000.0,,92,50,,,,,,,,,,,,,,,,1.0,,,89.0,5.0,,,257.0
,,,,1420000.0,,,,,,92300.0,,92,44,,,,,,,,,,,,,,,,2.0,,,37.0,3.0,,,151.0
,,,,1420000.0,,,,,,92300.0,,92,44,,,,,,,,,,,,,,,,2.0,,,59.0,3.0,,,151.0
,,,,1420000.0,,,,,,92300.0,,92,44,,,,,,,,,,,,,,,,2.0,,,59.0,4.0,,,151.0
,,,,1420000.0,,,,,,92300.0,,92,44,,,,,,,,,,,,,,,,2.0,,,56.0,4.0,,,151.0
,,,,1420000.0,,,,,,92300.0,,92,44,,,,,,,,,,,,,,,,3.0,,,0.0,0.0,,,151.0
,,,,1420000.0,,,,,,92300.0,,92,44,,,,,,,,,,,,,,,,4.0,,,45.0,0.0,,,151.0
,,,,1420000.0,,,,,,92300.0,,92,44,,,,,,,,,,,,,,,,4.0,,,30.0,0.0,,,151.0
,,,,1420000.0,,,,,,92300.0,,92,44,,,,,,,,,,,,,,,,4.0,,,32.0,0.0,,,151.0
,,,,1420000.0,,,,,,92300.0,,92,44,,,,,,,,,,,,,,,,2.0,,,20.0,2.0,,,151.0
,,,,1420000.0,,,,,,92300.0,,92,44,,,,,,,,,,,,,,,,2.0,,,34.0,2.0,,,151.0
,,,,1185000.0,,,,,,92600.0,,92,4,,,,,,,,,,,,,,,,1.0,,,137.0,6.0,,,99.0
,,,,1053600.0,,,,,,92150.0,,92,73,,,,,,,,,,,,,,,,3.0,,,0.0,0.0,,,151.0
,,,,1053600.0,,,,,,92150.0,,92,73,,,,,,,,,,,,,,,,1.0,,,92.0,4.0,,,151.0
,,,,707200.0,,,,,,92600.0,,92,4,,,,,,,,,,,,,,,,1.0,,,71.0,3.0,,,144.0
,,,,707200.0,,,,,,92600.0,,92,4,,,,,,,,,,,,,,,,3.0,,,0.0,0.0,,,144.0
,,,,630000.0,,,,,,92600.0,,92,4,,,,,,,,,,,,,,,,4.0,,,133.0,0.0,,,71.0
,,,,267000.0,,,,,,92230.0,,92,36,,,,,,,,,,,,,,,,1.0,,,73.0,5.0,,,188.0
,,,,984400.0,,,,,,92700.0,,92,25,,,,,,,,,,,,,,,,1.0,,,130.0,6.0,,,316.0
,,,,285000.0,,,,,,92500.0,,92,63,,,,,,,,,,,,,,,,1.0,,,40.0,3.0,,,102.0
,,,,821200.0,,,,,,92700.0,,92,25,,,,,,,,,,,,,,,,1.0,,,59.0,4.0,,,138.0
,,,,1475000.0,,,,,,92500.0,,92,63,,,,,,,,,,,,,,,,1.0,,,170.0,5.0,,,559.0
,,,,1475000.0,,,,,,92500.0,,92,63,,,,,,,,,,,,,,,,3.0,,,0.0,0.0,,,559.0
,,,,847550.0,,,,,,92500.0,,92,63,,,,,,,,,,,,,,,,1.0,,,96.0,5.0,,,151.0
,,,,847550.0,,,,,,92500.0,,92,63,,,,,,,,,,,,,,,,3.0,,,0.0,0.0,,,19.0
,,,,1240000.0,,,,,,92500.0,,92,63,,,,,,,,,,,,,,,,1.0,,,100.0,7.0,,,364.0
,,,,712512.0,,,,,,92270.0,,92,9,,,,,,,,,,,,,,,,1.0,,,65.0,3.0,,,240.0
,,,,1080000.0,,,,,,92500.0,,92,63,,,,,,,,,,,,,,,,1.0,,,121.0,4.0,,,523.0
,,,,120000.0,,,,,,92700.0,,92,25,,,,,,,,,,,,,,,,3.0,,,0.0,0.0,,,126.0
,,,,120000.0,,,,,,92700.0,,92,25,,,,,,,,,,,,,,,,1.0,,,28.0,2.0,,,126.0
,,,,750500.0,,,,,,92700.0,,92,25,,,,,,,,,,,,,,,,3.0,,,0.0,0.0,,,155.0
,,,,750500.0,,,,,,92700.0,,92,25,,,,,,,,,,,,,,,,1.0,,,73.0,4.0,,,155.0
,,,,524000.0,,,,,,92700.0,,92,25,,,,,,,,,,,,,,,,1.0,,,31.0,2.0,,,365.0
,,,,524000.0,,,,,,92700.0,,92,25,,,,,,,,,,,,,,,,2.0,,,44.0,2.0,,,365.0
,,,,524000.0,,,,,,92700.0,,92,25,,,,,,,,,,,,,,,,3.0,,,0.0,0.0,,,365.0
,,,,524000.0,,,,,,92700.0,,92,25,,,,,,,,,,,,,,,,2.0,,,44.0,3.0,,,365.0
,,,,469000.0,,,,,,92700.0,,92,25,,,,,,,,,,,,,,,,1.0,,,45.0,3.0,,,87.0
,,,,663400.0,,,,,,92500.0,,92,63,,,,,,,,,,,,,,,,1.0,,,68.0,4.0,,,134.0
,,,,2100000.0,,,,,,92390.0,,92,78,,,,,,,,,,,,,,,,4.0,,,897.0,0.0,,,2853.0
,,,,1043994.0,,,,,,92700.0,,92,25,,,,,,,,,,,,,,,,1.0,,,110.0,5.0,,,277.0
,,,,1748750.0,,,,,,92500.0,,92,63,,,,,,,,,,,,,,,,1.0,,,258.0,5.0,,,697.0
,,,,3052000.0,,,,,,92110.0,,92,24,,,,,,,,,,,,,,,,4.0,,,534.0,0.0,,,343.0
,,,,9859000.0,,,,,,92110.0,,92,24,,,,,,,,,,,,,,,,4.0,,,534.0,0.0,,,343.0
,,,,9859000.0,,,,,,92110.0,,92,24,,,,,,,,,,,,,,,,3.0,,,0.0,0.0,,,191.0
,,,,9859000.0,,,,,,92110.0,,92,24,,,,,,,,,,,,,,,,2.0,,,25.0,2.0,,,191.0
,,,,9859000.0,,,,,,92110.0,,92,24,,,,,,,,,,,,,,,,2.0,,,26.0,1.0,,,191.0
,,,,1057000.0,,,,,,92600.0,,92,4,,,,,,,,,,,,,,,,1.0,,,120.0,6.0,,,96.0
,,,,810000.0,,,,,,92600.0,,92,4,,,,,,,,,,,,,,,,1.0,,,135.0,5.0,,,431.0
,,,,810000.0,,,,,,92600.0,,92,4,,,,,,,,,,,,,,,,3.0,,,0.0,0.0,,,431.0
,,,,574000.0,,,,,,92390.0,,92,78,,,,,,,,,,,,,,,,1.0,,,128.0,5.0,,,350.0
,,,,760000.0,,,,,,92500.0,,92,63,,,,,,,,,,,,,,,,1.0,,,70.0,4.0,,,468.0
,,,,759500.0,,,,,,92500.0,,92,63,,,,,,,,,,,,,,,,1.0,,,109.0,4.0,,,114.0
,,,,1129970.0,,,,,,92500.0,,92,63,,,,,,,,,,,,,,,,1.0,,,133.0,5.0,,,232.0
,,,,933540.0,,,,,,92700.0,,92,25,,,,,,,,,,,,,,,,1.0,,,132.0,6.0,,,199.0
,,,,670300.0,,,,,,92000.0,,92,50,,,,,,,,,,,,,,,,1.0,,,78.0,4.0,,,101.0
,,,,626000.0,,,,,,92500.0,,92,63,,,,,,,,,,,,,,,,1.0,,,72.0,5.0,,,256.0
