identifiant_de_document,reference_document,date_mutation,nature_mutation,valeur_fonciere,no_voie,btq,type_de_voie,code_voie,voie,code_postal,commune,code_departement,code_commune,prefixe_de_section,section,no_plan,no_volume,lot1,surface_carrez_lot1,lot2,surface_carrez_lot2,lot3,surface_carrez_lot3,lot4,surface_carrez_lot4,lot5,surface_carrez_lot5,nombre_de_lots,code_type_local,type_local,identifiant_local,surface_reelle_bati,nombre_pieces_principales,nature_culture,nature_culture_speciale,surface_terrain
,,,,504000.0,,,,,,94500.0,,94,17,,,,,,,,,,,,,,,,1.0,,,75.0,4.0,,,232.0
,,,,687000.0,,,,,,94100.0,,94,68,,,,,,,,,,,,,,,,1.0,,,50.0,4.0,,,200.0
,,,,490000.0,,,,,,94800.0,,94,76,,,,,,,,,,,,,,,,1.0,,,58.0,3.0,,,377.0
,,,,500000.0,,,,,,94240.0,,94,38,,,,,,,,,,,,,,,,1.0,,,90.0,4.0,,,223.0
,,,,512000.0,,,,,,94260.0,,94,34,,,,,,,,,,,,,,,,3.0,,,0.0,0.0,,,344.0
,,,,512000.0,,,,,,94260.0,,94,34,,,,,,,,,,,,,,,,1.0,,,105.0,5.0,,,344.0
,,,,973300.0,,,,,,94100.0,,94,68,,,,,,,,,,,,,,,,3.0,,,0.0,0.0,,,588.0
,,,,973300.0,,,,,,94100.0,,94,68,,,,,,,,,,,,,,,,1.0,,,84.0,4.0,,,588.0
,,,,315000.0,,,,,,94800.0,,94,76,,,,,,,,,,,,,,,,1.0,,,60.0,4.0,,,226.0
,,,,458000.0,,,,,,94500.0,,94,17,,,,,,,,,,,,,,,,1.0,,,67.0,4.0,,,99.0
,,,,1329750.0,,,,,,94500.0,,94,17,,,,,,,,,,,,,,,,2.0,,,45.0,3.0,,,295.0
,,,,1329750.0,,,,,,94500.0,,94,17,,,,,,,,,,,,,,,,2.0,,,120.0,3.0,,,295.0
,,,,1329750.0,,,,,,94500.0,,94,17,,,,,,,,,,,,,,,,3.0,,,0.0,0.0,,,295.0
,,,,432000.0,,,,,,94600.0,,94,22,,,,,,,,,,,,,,,,1.0,,,60.0,4.0,,,300.0
,,,,432000.0,,,,,,94600.0,,94,22,,,,,,,,,,,,,,,,3.0,,,0.0,0.0,,,300.0
,,,,320000.0,,,,,,94190.0,,94,78,,,,,,,,,,,,,,,,1.0,,,55.0,4.0,,,533.0
,,,,480000.0,,,,,,94130.0,,94,52,,,,,,,,,,,,,,,,3.0,,,0.0,0.0,,,263.0
,,,,480000.0,,,,,,94130.0,,94,52,,,,,,,,,,,,,,,,1.0,,,88.0,3.0,,,263.0
,,,,1893040.0,,,,,,94440.0,,94,70,,,,,,,,,,,,,,,,1.0,,,320.0,6.0,,,1000.0
,,,,1893040.0,,,,,,94440.0,,94,70,,,,,,,,,,,,,,,,1.0,,,320.0,6.0,,,524.0
,,,,180000.0,,,,,,94470.0,,94,4,,,,,,,,,,,,,,,,3.0,,,0.0,0.0,,,805.0
,,,,180000.0,,,,,,94470.0,,94,4,,,,,,,,,,,,,,,,1.0,,,68.0,3.0,,,805.0
,,,,435000.0,,,,,,94170.0,,94,58,,,,,,,,,,,,,,,,1.0,,,80.0,3.0,,,343.0
,,,,435000.0,,,,,,94170.0,,94,58,,,,,,,,,,,,,,,,3.0,,,0.0,0.0,,,343.0
,,,,570000.0,,,,,,94500.0,,94,17,,,,,,,,,,,,,,,,1.0,,,112.0,4.0,,,678.0
,,,,140000.0,,,,,,94190.0,,94,78,,,,,,,,,,,,,,,,3.0,,,0.0,0.0,,,12.0
,,,,1700000.0,,,,,,94130.0,,94,52,,,,,,,,,,,,,,,,1.0,,,150.0,4.0,,,292.0
