identifiant_de_document,reference_document,date_mutation,nature_mutation,valeur_fonciere,no_voie,btq,type_de_voie,code_voie,voie,code_postal,commune,code_departement,code_commune,prefixe_de_section,section,no_plan,no_volume,lot1,surface_carrez_lot1,lot2,surface_carrez_lot2,lot3,surface_carrez_lot3,lot4,surface_carrez_lot4,lot5,surface_carrez_lot5,nombre_de_lots,code_type_local,type_local,identifiant_local,surface_reelle_bati,nombre_pieces_principales,nature_culture,nature_culture_speciale,surface_terrain
,,,,590825.0,,,,,,94210.0,,94,68,,,,,,,,,,,,,,,,1.0,,,71.0,2.0,,,329.0
,,,,219800.0,,,,,,94440.0,,94,75,,,,,,,,,,,,,,,,1.0,,,40.0,2.0,,,427.0
,,,,360000.0,,,,,,94260.0,,94,34,,,,,,,,,,,,,,,,3.0,,,0.0,0.0,,,467.0
,,,,360000.0,,,,,,94260.0,,94,34,,,,,,,,,,,,,,,,1.0,,,56.0,4.0,,,467.0
,,,,1060000.0,,,,,,94340.0,,94,42,,,,,,,,,,,,,,,,1.0,,,166.0,6.0,,,230.0
,,,,1060000.0,,,,,,94340.0,,94,42,,,,,,,,,,,,,,,,1.0,,,62.0,2.0,,,230.0
,,,,2022000.0,,,,,,94270.0,,94,43,,,,,,,,,,,,,,,,4.0,,,941.0,0.0,,,713.0
,,,,985085.0,,,,,,94120.0,,94,33,,,,,,,,,,,,,,,,1.0,,,88.0,4.0,,,229.0
,,,,403900.0,,,,,,94880.0,,94,53,,,,,,,,,,,,,,,,1.0,,,106.0,6.0,,,357.0
,,,,480000.0,,,,,,94000.0,,94,28,,,,,,,,,,,,,,,,1.0,,,70.0,4.0,,,403.0
,,,,269300.0,,,,,,94100.0,,94,68,,,,,,,,,,,,,,,,1.0,,,44.0,2.0,,,77.0
,,,,317060.0,,,,,,94600.0,,94,22,,,,,,,,,,,,,,,,3.0,,,0.0,0.0,,,312.0
,,,,317060.0,,,,,,94600.0,,94,22,,,,,,,,,,,,,,,,1.0,,,65.0,2.0,,,312.0
,,,,195000.0,,,,,,94500.0,,94,17,,,,,,,,,,,,,,,,1.0,,,75.0,3.0,,,380.0
,,,,330000.0,,,,,,94370.0,,94,71,,,,,,,,,,,,,,,,1.0,,,62.0,3.0,,,390.0
,,,,330000.0,,,,,,94370.0,,94,71,,,,,,,,,,,,,,,,3.0,,,0.0,0.0,,,390.0
,,,,590000.0,,,,,,94370.0,,94,71,,,,,,,,,,,,,,,,1.0,,,116.0,4.0,,,428.0
,,,,185000.0,,,,,,94290.0,,94,77,,,,,,,,,,,,,,,,3.0,,,0.0,0.0,,,303.0
,,,,185000.0,,,,,,94290.0,,94,77,,,,,,,,,,,,,,,,1.0,,,54.0,4.0,,,303.0
