valeur_fonciere,code_postal,code_departement,code_commune,code_type_local,surface_reelle_bati,nombre_pieces_principales,surface_terrain
"230000,00",78200.0,78,361,1.0,77.0,3.0,296.0
"230000,00",78200.0,78,361,3.0,0.0,0.0,296.0
"813000,00",78711.0,78,362,3.0,0.0,0.0,630.0
"813000,00",78711.0,78,362,3.0,0.0,0.0,231.0
"813000,00",78711.0,78,362,1.0,206.0,8.0,231.0
"813000,00",78711.0,78,362,1.0,206.0,8.0,630.0
"813000,00",78711.0,78,362,3.0,0.0,0.0,3824.0
"813000,00",78711.0,78,362,1.0,206.0,8.0,3824.0
"520000,00",78180.0,78,423,1.0,113.0,6.0,178.0
"329000,00",78790.0,78,530,1.0,90.0,5.0,385.0
"329000,00",78790.0,78,530,3.0,0.0,0.0,385.0
"465000,00",78120.0,78,517,1.0,99.0,6.0,488.0
"283100,00",78310.0,78,383,1.0,95.0,5.0,75.0
"276600,00",78700.0,78,172,3.0,0.0,0.0,473.0
"276600,00",78700.0,78,172,1.0,48.0,4.0,473.0
"790000,00",78520.0,78,335,4.0,700.0,0.0,872.0
"642000,00",78400.0,78,146,1.0,92.0,5.0,296.0
"350000,00",78980.0,78,346,1.0,93.0,4.0,1140.0
"386000,00",78680.0,78,217,1.0,100.0,4.0,960.0
"532400,00",78790.0,78,417,1.0,156.0,5.0,377.0
"532400,00",78790.0,78,417,1.0,156.0,5.0,620.0
"532400,00",78790.0,78,417,3.0,0.0,0.0,620.0
"532400,00",78790.0,78,417,3.0,0.0,0.0,377.0
"499700,00",78114.0,78,356,1.0,159.0,5.0,500.0
"499700,00",78114.0,78,356,1.0,159.0,5.0,330.0
"900000,00",78130.0,78,440,4.0,268.0,0.0,4727.0
"840000,00",78400.0,78,146,1.0,107.0,2.0,440.0
"210500,00",78980.0,78,107,1.0,68.0,4.0,817.0
"215000,00",78520.0,78,290,1.0,63.0,3.0,662.0
"350000,00",78730.0,78,537,1.0,98.0,5.0,422.0
"350000,00",78730.0,78,537,3.0,0.0,0.0,422.0
"350000,00",78730.0,78,537,1.0,98.0,5.0,597.0
"350000,00",78730.0,78,537,3.0,0.0,0.0,597.0
"439000,00",78650.0,78,62,1.0,126.0,6.0,438.0
"249300,00",78200.0,78,118,1.0,79.0,4.0,229.0
"430000,00",78200.0,78,361,1.0,116.0,5.0,732.0
"385000,00",78310.0,78,383,1.0,102.0,5.0,277.0
"385000,00",78310.0,78,383,3.0,0.0,0.0,40.0
"600000,00",78220.0,78,686,1.0,58.0,3.0,294.0
"516500,00",78190.0,78,621,2.0,32.0,1.0,710.0
"516500,00",78190.0,78,621,2.0,36.0,1.0,710.0
"516500,00",78190.0,78,621,2.0,21.0,1.0,710.0
"516500,00",78190.0,78,621,2.0,17.0,1.0,710.0
"516500,00",78190.0,78,621,2.0,41.0,2.0,710.0
"516500,00",78190.0,78,621,4.0,51.0,0.0,710.0
"516500,00",78190.0,78,621,2.0,37.0,2.0,710.0
"697100,00",78117.0,78,620,1.0,146.0,5.0,552.0
"590200,00",78950.0,78,263,3.0,0.0,0.0,500.0
"590200,00",78950.0,78,263,1.0,181.0,5.0,1710.0
"590200,00",78950.0,78,263,3.0,0.0,0.0,1710.0
"590200,00",78950.0,78,263,1.0,181.0,5.0,500.0
"397000,00",78580.0,78,380,1.0,90.0,5.0,470.0
"563250,00",78370.0,78,490,1.0,136.0,5.0,120.0
"157000,00",78200.0,78,361,3.0,0.0,0.0,180.0
"157000,00",78200.0,78,361,1.0,64.0,3.0,180.0
"954832,00",78240.0,78,133,1.0,168.0,6.0,334.0
"954832,00",78240.0,78,133,1.0,168.0,6.0,500.0
"350000,00",78450.0,78,674,1.0,77.0,4.0,193.0
"463000,00",78340.0,78,165,1.0,116.0,5.0,191.0
"422000,00",78180.0,78,423,1.0,89.0,4.0,195.0
"241850,00",78440.0,78,267,1.0,75.0,3.0,94.0
"620000,00",78720.0,78,548,1.0,126.0,6.0,523.0
"620000,00",78720.0,78,548,3.0,0.0,0.0,3500.0
"620000,00",78720.0,78,548,1.0,126.0,6.0,3500.0
"620000,00",78720.0,78,548,3.0,0.0,0.0,1000.0
"620000,00",78720.0,78,548,1.0,126.0,6.0,1000.0
"620000,00",78720.0,78,548,3.0,0.0,0.0,523.0
"335500,00",78126.0,78,33,1.0,81.0,5.0,406.0
"363000,00",78114.0,78,356,1.0,92.0,5.0,246.0
"224000,00",78200.0,78,118,1.0,57.0,3.0,589.0
"224000,00",78200.0,78,118,1.0,57.0,3.0,104.0
"623470,00",78540.0,78,643,1.0,143.0,6.0,730.0
"570000,00",78630.0,78,466,1.0,114.0,5.0,441.0
"255000,00",78680.0,78,217,1.0,57.0,3.0,216.0
"117000,00",78190.0,78,621,1.0,60.0,3.0,159.0
"461500,00",78990.0,78,208,1.0,188.0,7.0,477.0
"479370,00",78210.0,78,545,1.0,75.0,4.0,235.0
"392400,00",78930.0,78,281,1.0,129.0,6.0,834.0
"392400,00",78930.0,78,281,1.0,129.0,6.0,500.0
"435000,00",78700.0,78,172,3.0,0.0,0.0,355.0
"435000,00",78700.0,78,172,1.0,106.0,5.0,355.0
"336800,00",78200.0,78,361,1.0,89.0,4.0,327.0
"583485,00",78280.0,78,297,1.0,118.0,7.0,329.0
"380000,00",78100.0,78,551,1.0,36.0,2.0,110.0
"380000,00",78100.0,78,551,1.0,36.0,2.0,190.0
"302600,00",78570.0,78,138,1.0,113.0,4.0,440.0
"500000,00",78450.0,78,674,1.0,98.0,4.0,572.0
"400160,22",78570.0,78,138,1.0,113.0,4.0,440.0
"706500,00",78560.0,78,502,1.0,129.0,4.0,248.0
"720000,00",78150.0,78,158,4.0,121.0,0.0,278.0
"355000,00",78270.0,78,668,1.0,120.0,4.0,508.0
"852288,00",78620.0,78,224,1.0,127.0,4.0,612.0
"692000,00",78330.0,78,242,1.0,162.0,5.0,577.0
"435000,00",78500.0,78,586,1.0,72.0,4.0,393.0
"367000,00",78320.0,78,644,1.0,94.0,5.0,377.0
"474392,00",78320.0,78,334,1.0,73.0,3.0,500.0
"474392,00",78320.0,78,334,1.0,73.0,3.0,748.0
"244260,00",78450.0,78,674,1.0,90.0,5.0,169.0
"829024,00",78150.0,78,158,1.0,89.0,4.0,427.0
"812500,00",78500.0,78,586,3.0,0.0,0.0,616.0
"812500,00",78500.0,78,586,1.0,190.0,7.0,616.0
"629000,00",78120.0,78,517,1.0,140.0,5.0,613.0
"314000,00",78490.0,78,420,4.0,40.0,0.0,38.0
"317080,00",78450.0,78,674,1.0,72.0,4.0,135.0
"104000,00",78830.0,78,120,3.0,0.0,0.0,85.0
"104000,00",78830.0,78,120,1.0,79.0,2.0,85.0
"313000,00",78120.0,78,517,1.0,62.0,3.0,154.0
"313000,00",78120.0,78,517,3.0,0.0,0.0,13.0
"664800,00",78120.0,78,517,1.0,135.0,5.0,1035.0
"664800,00",78120.0,78,517,3.0,0.0,0.0,1035.0
"385000,00",78400.0,78,146,1.0,50.0,3.0,449.0
"359800,00",78910.0,78,465,1.0,137.0,6.0,363.0
"250000,00",78200.0,78,118,1.0,104.0,4.0,148.0
"290000,00",78160.0,78,372,1.0,80.0,4.0,289.0
"400000,00",78990.0,78,208,1.0,109.0,4.0,269.0
"400000,00",78990.0,78,208,3.0,0.0,0.0,269.0
"521000,00",78500.0,78,586,1.0,100.0,4.0,156.0
"521000,00",78500.0,78,586,3.0,0.0,0.0,156.0
"550700,00",78800.0,78,311,1.0,76.0,4.0,345.0
"287550,00",78470.0,78,575,2.0,25.0,1.0,117.0
"287550,00",78470.0,78,575,2.0,30.0,1.0,117.0
"289000,00",78320.0,78,334,1.0,60.0,3.0,638.0
"289000,00",78320.0,78,334,3.0,0.0,0.0,192.0
"289000,00",78320.0,78,334,3.0,0.0,0.0,638.0
"289000,00",78320.0,78,334,1.0,60.0,3.0,192.0
"549400,00",78124.0,78,415,1.0,174.0,5.0,805.0
"262180,00",78470.0,78,575,4.0,360.0,0.0,1103.0
"359700,00",78510.0,78,624,1.0,85.0,5.0,295.0
"454000,00",78700.0,78,172,1.0,101.0,6.0,333.0
"250000,00",78370.0,78,490,1.0,160.0,5.0,512.0
"477200,00",78370.0,78,490,1.0,160.0,5.0,512.0
"500000,00",78370.0,78,490,1.0,160.0,5.0,512.0
"390000,00",78410.0,78,90,1.0,119.0,5.0,905.0
"215000,00",78250.0,78,403,1.0,76.0,4.0,500.0
"215000,00",78250.0,78,403,3.0,0.0,0.0,500.0
"215000,00",78250.0,78,403,1.0,76.0,4.0,373.0
"215000,00",78250.0,78,403,3.0,0.0,0.0,373.0
"520000,00",78800.0,78,311,1.0,70.0,4.0,542.0
"520000,00",78800.0,78,311,1.0,70.0,4.0,352.0
"840000,00",78220.0,78,686,1.0,94.0,4.0,370.0
"356000,00",78180.0,78,423,1.0,123.0,5.0,106.0
"322400,00",78820.0,78,327,1.0,80.0,5.0,471.0
"555000,00",78670.0,78,672,1.0,79.0,4.0,421.0
"240881,00",78510.0,78,624,1.0,96.0,5.0,185.0
"145000,00",78250.0,78,403,1.0,36.0,3.0,261.0
"145000,00",78250.0,78,403,1.0,34.0,2.0,261.0
"396400,00",78790.0,78,591,1.0,120.0,6.0,500.0
"396400,00",78790.0,78,591,1.0,120.0,6.0,1697.0
"470000,00",78800.0,78,311,1.0,84.0,5.0,270.0
"180000,00",78650.0,78,588,1.0,105.0,3.0,209.0
"355000,00",78230.0,78,481,3.0,0.0,0.0,222.0
"355000,00",78230.0,78,481,1.0,120.0,4.0,222.0
"224000,00",78711.0,78,362,1.0,54.0,3.0,130.0
"325000,00",78540.0,78,643,1.0,48.0,3.0,103.0
"500000,00",78180.0,78,423,3.0,0.0,0.0,371.0
"500000,00",78180.0,78,423,1.0,132.0,6.0,371.0
"1000000,00",78100.0,78,551,3.0,0.0,0.0,298.0
"259000,00",78440.0,78,267,1.0,85.0,4.0,222.0
"588620,00",78280.0,78,297,1.0,128.0,6.0,480.0
"157150,00",78730.0,78,537,1.0,89.0,3.0,136.0
"840000,00",78350.0,78,322,1.0,149.0,4.0,450.0
"156500,00",78740.0,78,638,1.0,35.0,2.0,249.0
"130000,00",78860.0,78,571,1.0,111.0,5.0,411.0
"515400,00",78650.0,78,62,1.0,100.0,5.0,121.0
"424150,00",78550.0,78,520,1.0,125.0,5.0,500.0
"424150,00",78550.0,78,520,1.0,125.0,5.0,1000.0
"805000,00",78460.0,78,162,3.0,0.0,0.0,500.0
"805000,00",78460.0,78,162,1.0,205.0,7.0,1469.0
"805000,00",78460.0,78,162,3.0,0.0,0.0,1469.0
"805000,00",78460.0,78,162,1.0,205.0,7.0,500.0
"581000,00",78700.0,78,172,1.0,111.0,5.0,849.0
"581000,00",78700.0,78,172,3.0,0.0,0.0,849.0
"860577,00",78600.0,78,358,1.0,109.0,4.0,592.0
"720650,00",78113.0,78,302,3.0,0.0,0.0,1048.0
"720650,00",78113.0,78,302,1.0,158.0,5.0,1048.0
"720650,00",78113.0,78,302,3.0,0.0,0.0,500.0
"720650,00",78113.0,78,302,1.0,158.0,5.0,500.0
"1045000,00",78140.0,78,640,1.0,165.0,5.0,302.0
"250000,00",78125.0,78,470,3.0,0.0,0.0,520.0
"250000,00",78125.0,78,470,1.0,124.0,4.0,520.0
"699450,00",78500.0,78,586,1.0,149.0,7.0,274.0
"5760000,00",78140.0,78,640,4.0,1500.0,0.0,3000.0
"663500,00",78120.0,78,517,1.0,100.0,4.0,344.0
"1046990,00",78120.0,78,517,3.0,0.0,0.0,600.0
"1046990,00",78120.0,78,517,1.0,250.0,8.0,600.0
"1046990,00",78120.0,78,517,3.0,0.0,0.0,1711.0
"1046990,00",78120.0,78,517,1.0,250.0,8.0,1711.0
"265000,00",78660.0,78,9,1.0,100.0,4.0,600.0
"276550,00",78310.0,78,383,1.0,89.0,4.0,79.0
"140400,00",78955.0,78,123,1.0,77.0,4.0,140.0
"502500,00",78500.0,78,586,1.0,98.0,5.0,300.0
"557000,00",78630.0,78,431,1.0,148.0,6.0,289.0
"557000,00",78630.0,78,431,1.0,148.0,6.0,500.0
"688000,00",78700.0,78,172,1.0,141.0,6.0,107.0
"688000,00",78700.0,78,172,1.0,141.0,6.0,1000.0
"950801,00",78620.0,78,224,3.0,0.0,0.0,438.0
"950801,00",78620.0,78,224,1.0,135.0,5.0,438.0
"308750,00",78570.0,78,138,1.0,133.0,6.0,111.0
"105000,00",78270.0,78,57,4.0,16.0,0.0,213.0
"250000,00",78955.0,78,123,4.0,50.0,0.0,39.0
"597800,00",78640.0,78,683,1.0,178.0,7.0,575.0
"875300,00",78860.0,78,571,1.0,157.0,5.0,1200.0
"343825,00",78790.0,78,591,1.0,50.0,2.0,500.0
"260000,00",78930.0,78,647,1.0,81.0,5.0,2040.0
"260000,00",78930.0,78,647,1.0,81.0,5.0,500.0
"549500,00",78510.0,78,624,1.0,157.0,7.0,496.0
"183000,00",78610.0,78,486,1.0,41.0,3.0,431.0
"505000,00",78310.0,78,383,1.0,116.0,5.0,505.0
"850000,00",78450.0,78,674,1.0,26.0,1.0,528.0
"850000,00",78450.0,78,674,4.0,236.0,0.0,597.0
"515000,00",78250.0,78,401,1.0,190.0,5.0,297.0
"1040000,00",78110.0,78,650,1.0,140.0,4.0,77.0
"1040000,00",78110.0,78,650,1.0,140.0,4.0,979.0
"424845,00",78800.0,78,311,1.0,76.0,3.0,160.0
"424845,00",78800.0,78,311,3.0,0.0,0.0,160.0
"1480000,00",78110.0,78,650,1.0,119.0,5.0,470.0
"407072,47",78120.0,78,517,1.0,92.0,4.0,329.0
"1080000,00",78100.0,78,551,1.0,173.0,5.0,698.0
"1080000,00",78100.0,78,551,1.0,183.0,6.0,698.0
"372745,00",78690.0,78,220,1.0,97.0,4.0,310.0
"260000,00",78120.0,78,517,3.0,0.0,0.0,13.0
"260000,00",78120.0,78,517,1.0,54.0,3.0,101.0
"1310090,00",78160.0,78,372,1.0,163.0,6.0,688.0
"445000,00",78610.0,78,486,1.0,119.0,4.0,860.0
"445000,00",78610.0,78,486,3.0,0.0,0.0,860.0
"105000,00",78810.0,78,233,3.0,0.0,0.0,179.0
"383000,00",78520.0,78,239,1.0,94.0,5.0,372.0
"477500,00",78500.0,78,586,1.0,154.0,6.0,199.0
"500000,00",78810.0,78,233,1.0,106.0,5.0,143.0
"441400,00",78200.0,78,324,1.0,145.0,5.0,750.0
"650000,00",78370.0,78,490,1.0,138.0,5.0,875.0
"23000,00",78450.0,78,674,3.0,0.0,0.0,20.0
"375000,00",78125.0,78,269,3.0,0.0,0.0,869.0
"375000,00",78125.0,78,269,1.0,95.0,5.0,869.0
"352000,00",78700.0,78,172,1.0,93.0,4.0,181.0
"335212,00",78700.0,78,172,1.0,60.0,3.0,438.0
"263820,00",78920.0,78,206,1.0,76.0,3.0,135.0
"403000,00",78700.0,78,172,3.0,0.0,0.0,684.0
"403000,00",78700.0,78,172,1.0,94.0,4.0,684.0
"335000,00",78200.0,78,118,3.0,0.0,0.0,1659.0
"335000,00",78200.0,78,118,1.0,101.0,5.0,1659.0
"335000,00",78200.0,78,118,3.0,0.0,0.0,899.0
"335000,00",78200.0,78,118,1.0,101.0,5.0,899.0
"453650,00",78930.0,78,70,1.0,191.0,6.0,437.0
"453650,00",78930.0,78,70,3.0,0.0,0.0,437.0
"702222,00",78690.0,78,576,1.0,165.0,5.0,500.0
"702222,00",78690.0,78,576,1.0,165.0,5.0,2064.0
"190000,00",78440.0,78,267,1.0,56.0,3.0,126.0
"450000,00",78780.0,78,382,1.0,103.0,5.0,450.0
"250000,00",78670.0,78,672,4.0,98.0,0.0,76.0
"350500,00",78700.0,78,172,3.0,0.0,0.0,779.0
"350500,00",78700.0,78,172,1.0,100.0,5.0,779.0
"335000,00",78730.0,78,537,1.0,140.0,3.0,1019.0
"405844,00",78270.0,78,147,1.0,181.0,5.0,1695.0
"405844,00",78270.0,78,147,3.0,0.0,0.0,1695.0
"498000,00",78450.0,78,674,1.0,90.0,5.0,226.0
"222000,00",78250.0,78,609,1.0,80.0,5.0,149.0
"827500,00",78600.0,78,396,1.0,133.0,5.0,460.0
"827500,00",78600.0,78,396,3.0,0.0,0.0,460.0
"305000,00",78440.0,78,267,1.0,93.0,5.0,458.0
"1032800,00",78490.0,78,289,3.0,0.0,0.0,1681.0
"1032800,00",78490.0,78,289,1.0,200.0,7.0,500.0
"1032800,00",78490.0,78,289,3.0,0.0,0.0,500.0
"1032800,00",78490.0,78,289,1.0,200.0,7.0,1681.0
"250000,00",78270.0,78,89,1.0,89.0,4.0,487.0
"250000,00",78270.0,78,89,3.0,0.0,0.0,487.0
"225000,00",78520.0,78,335,1.0,112.0,5.0,317.0
"310000,00",78480.0,78,642,3.0,0.0,0.0,423.0
"310000,00",78480.0,78,642,1.0,124.0,3.0,423.0
"1929400,00",78490.0,78,50,1.0,191.0,6.0,9406.0
"1929400,00",78490.0,78,50,1.0,191.0,6.0,1000.0
"183000,00",78711.0,78,362,1.0,77.0,4.0,459.0
"448590,00",78440.0,78,314,1.0,110.0,4.0,500.0
"448590,00",78440.0,78,314,1.0,110.0,4.0,798.0
"380000,00",78550.0,78,520,3.0,0.0,0.0,500.0
"380000,00",78550.0,78,520,3.0,0.0,0.0,171.0
"380000,00",78550.0,78,520,1.0,121.0,4.0,171.0
"380000,00",78550.0,78,520,1.0,121.0,4.0,500.0
"178800,00",78440.0,78,416,1.0,68.0,4.0,630.0
"366950,00",78490.0,78,84,1.0,58.0,2.0,456.0
"192000,00",78520.0,78,239,1.0,75.0,3.0,127.0
"360000,00",78540.0,78,643,3.0,0.0,0.0,561.0
"360000,00",78540.0,78,643,3.0,0.0,0.0,19.0
"360000,00",78540.0,78,643,1.0,79.0,4.0,19.0
"360000,00",78540.0,78,643,1.0,79.0,4.0,561.0
"780000,00",78200.0,78,361,4.0,250.0,0.0,207.0
"1427540,00",78630.0,78,466,1.0,152.0,6.0,500.0
"1427540,00",78630.0,78,466,1.0,152.0,6.0,1022.0
"579000,00",78630.0,78,466,1.0,77.0,3.0,683.0
"330000,00",78260.0,78,5,1.0,56.0,3.0,420.0
"420230,00",78910.0,78,605,1.0,145.0,7.0,2689.0
"420230,00",78910.0,78,605,1.0,145.0,7.0,500.0
"1361905,00",78130.0,78,440,3.0,0.0,0.0,837.0
"1361905,00",78130.0,78,440,2.0,28.0,1.0,837.0
"1361905,00",78130.0,78,440,2.0,42.0,2.0,837.0
"1361905,00",78130.0,78,440,2.0,24.0,1.0,837.0
"1361905,00",78130.0,78,440,2.0,40.0,2.0,837.0
"1361905,00",78130.0,78,440,2.0,32.0,1.0,837.0
"1361905,00",78130.0,78,440,2.0,36.0,1.0,837.0
"1361905,00",78130.0,78,440,2.0,67.0,3.0,837.0
"1361905,00",78130.0,78,440,2.0,60.0,3.0,837.0
"1361905,00",78130.0,78,440,2.0,50.0,2.0,837.0
"1361905,00",78130.0,78,440,2.0,29.0,1.0,837.0
"1361905,00",78130.0,78,440,2.0,32.0,2.0,837.0
"222000,00",78250.0,78,609,1.0,72.0,4.0,111.0
"353000,00",78890.0,78,265,1.0,90.0,5.0,840.0
"175000,00",78910.0,78,505,1.0,110.0,5.0,500.0
"175000,00",78910.0,78,505,1.0,110.0,5.0,181.0
"290000,00",78711.0,78,362,1.0,88.0,4.0,406.0
"430000,00",78570.0,78,15,1.0,123.0,3.0,374.0
"430000,00",78570.0,78,15,1.0,123.0,3.0,500.0
"246000,00",78520.0,78,335,1.0,65.0,3.0,263.0
"246000,00",78520.0,78,335,3.0,0.0,0.0,263.0
"320000,00",78220.0,78,686,1.0,104.0,5.0,210.0
"360000,00",78450.0,78,674,1.0,75.0,5.0,262.0
"360000,00",78450.0,78,674,3.0,0.0,0.0,262.0
"260000,00",78711.0,78,362,1.0,84.0,4.0,605.0
"342200,00",78120.0,78,601,1.0,105.0,5.0,800.0
"605800,00",78670.0,78,384,1.0,142.0,5.0,1000.0
"605800,00",78670.0,78,384,1.0,142.0,5.0,118.0
"590000,00",78720.0,78,128,3.0,0.0,0.0,479.0
"590000,00",78720.0,78,128,1.0,150.0,5.0,479.0
"400000,00",78500.0,78,586,1.0,42.0,2.0,564.0
"400000,00",78500.0,78,586,3.0,0.0,0.0,564.0
"598455,00",78550.0,78,48,3.0,0.0,0.0,500.0
"598455,00",78550.0,78,48,3.0,0.0,0.0,324.0
"598455,00",78550.0,78,48,1.0,202.0,7.0,324.0
"598455,00",78550.0,78,48,1.0,202.0,7.0,500.0
"192000,00",78610.0,78,486,1.0,95.0,4.0,513.0
"1023500,00",78490.0,78,50,3.0,0.0,0.0,255.0
"1023500,00",78490.0,78,50,1.0,219.0,5.0,255.0
"1023500,00",78490.0,78,50,3.0,0.0,0.0,675.0
"1023500,00",78490.0,78,50,1.0,219.0,5.0,675.0
"430000,00",78490.0,78,84,1.0,128.0,5.0,297.0
"300000,00",78610.0,78,562,1.0,140.0,5.0,846.0
"300000,00",78610.0,78,562,1.0,95.0,3.0,846.0
"422000,00",78500.0,78,586,3.0,0.0,0.0,305.0
"422000,00",78500.0,78,586,1.0,58.0,3.0,305.0
"814000,00",78400.0,78,146,1.0,163.0,5.0,482.0
"531200,00",78630.0,78,466,1.0,78.0,3.0,495.0
"202000,00",78700.0,78,172,3.0,0.0,0.0,273.0
"202000,00",78700.0,78,172,1.0,40.0,2.0,273.0
"1584020,00",78000.0,78,646,1.0,194.0,8.0,524.0
"700000,00",78870.0,78,43,1.0,85.0,4.0,527.0
"337500,00",78800.0,78,311,1.0,95.0,5.0,114.0
"337500,00",78800.0,78,311,1.0,95.0,5.0,464.0
"1300000,00",78110.0,78,650,1.0,120.0,6.0,80.0
"1300000,00",78110.0,78,650,1.0,120.0,6.0,1043.0
"404000,00",78570.0,78,138,1.0,85.0,3.0,134.0
"404000,00",78570.0,78,138,2.0,36.0,2.0,134.0
"404000,00",78570.0,78,138,4.0,50.0,0.0,134.0
"205000,00",78200.0,78,361,1.0,100.0,6.0,245.0
"342550,00",78510.0,78,624,1.0,69.0,4.0,325.0
"275000,00",78440.0,78,267,4.0,313.0,0.0,313.0
"885715,00",78620.0,78,224,1.0,134.0,6.0,43.0
"1000000,00",78160.0,78,372,2.0,33.0,1.0,135.0
"1000000,00",78160.0,78,372,2.0,55.0,2.0,135.0
"1000000,00",78160.0,78,372,3.0,0.0,0.0,135.0
"1000000,00",78160.0,78,372,2.0,29.0,1.0,135.0
"1000000,00",78160.0,78,372,2.0,53.0,2.0,135.0
"1000000,00",78160.0,78,372,2.0,27.0,1.0,135.0
"1000000,00",78160.0,78,372,2.0,34.0,1.0,135.0
"1000000,00",78160.0,78,372,2.0,35.0,1.0,135.0
"315000,00",78270.0,78,147,1.0,116.0,4.0,825.0
"315000,00",78270.0,78,147,1.0,116.0,4.0,500.0
"410000,00",78910.0,78,474,1.0,127.0,6.0,344.0
"410000,00",78910.0,78,474,1.0,127.0,6.0,500.0
"330000,00",78126.0,78,33,1.0,85.0,5.0,870.0
"281000,00",78340.0,78,165,1.0,63.0,4.0,498.0
"281000,00",78340.0,78,165,3.0,0.0,0.0,498.0
"10000000,00",78000.0,78,646,4.0,14513.0,0.0,3405.0
"317000,00",78130.0,78,440,1.0,112.0,6.0,206.0
"356514,00",78370.0,78,490,3.0,0.0,0.0,140.0
"356514,00",78370.0,78,490,1.0,81.0,4.0,140.0
"130000,00",78640.0,78,442,3.0,0.0,0.0,128.0
"130000,00",78640.0,78,442,1.0,82.0,4.0,128.0
"425000,00",78780.0,78,382,1.0,101.0,5.0,445.0
"1450000,00",78380.0,78,92,1.0,55.0,2.0,489.0
"1450000,00",78380.0,78,92,4.0,370.0,0.0,285.0
"215000,00",78940.0,78,513,1.0,66.0,2.0,281.0
"1500000,00",78800.0,78,311,1.0,148.0,5.0,470.0
"295000,00",78800.0,78,311,1.0,32.0,2.0,93.0
"1285700,00",78950.0,78,263,3.0,0.0,0.0,500.0
"1285700,00",78950.0,78,263,1.0,290.0,8.0,5517.0
"1285700,00",78950.0,78,263,3.0,0.0,0.0,5517.0
"1285700,00",78950.0,78,263,1.0,290.0,8.0,500.0
"610000,00",78480.0,78,642,1.0,133.0,4.0,648.0
"332700,00",78930.0,78,647,1.0,117.0,6.0,500.0
"332700,00",78930.0,78,647,1.0,117.0,6.0,639.0
"123200,00",78660.0,78,3,1.0,109.0,5.0,219.0
"2065450,00",78110.0,78,650,1.0,180.0,7.0,1065.0
"2065450,00",78110.0,78,650,3.0,0.0,0.0,1065.0
"2065450,00",78110.0,78,650,1.0,180.0,7.0,195.0
"2065450,00",78110.0,78,650,3.0,0.0,0.0,195.0
"285000,00",78720.0,78,128,1.0,84.0,5.0,590.0
"270000,00",78470.0,78,575,1.0,104.0,4.0,400.0
"270000,00",78470.0,78,575,3.0,0.0,0.0,400.0
"500000,00",78360.0,78,418,1.0,102.0,5.0,197.0
"500000,00",78360.0,78,418,3.0,0.0,0.0,197.0
"295000,00",78310.0,78,383,1.0,89.0,4.0,147.0
"295000,00",78310.0,78,383,3.0,0.0,0.0,147.0
"334880,00",78440.0,78,113,1.0,110.0,4.0,578.0
"334880,00",78440.0,78,113,3.0,0.0,0.0,578.0
"1390700,00",78860.0,78,571,1.0,196.0,7.0,500.0
"1390700,00",78860.0,78,571,3.0,0.0,0.0,500.0
"1390700,00",78860.0,78,571,3.0,0.0,0.0,625.0
"1390700,00",78860.0,78,571,1.0,196.0,7.0,625.0
"505000,00",78810.0,78,233,1.0,106.0,5.0,160.0
"176000,00",78670.0,78,672,1.0,42.0,3.0,38.0
"300000,00",78570.0,78,15,3.0,0.0,0.0,358.0
"300000,00",78570.0,78,15,1.0,80.0,3.0,358.0
"838100,00",78100.0,78,551,1.0,78.0,4.0,473.0
"68000,00",78520.0,78,290,3.0,0.0,0.0,320.0
"68000,00",78520.0,78,290,1.0,32.0,2.0,493.0
"68000,00",78520.0,78,290,1.0,32.0,2.0,320.0
"68000,00",78520.0,78,290,3.0,0.0,0.0,493.0
"68000,00",78520.0,78,290,1.0,9.0,1.0,10.0
"579000,00",78320.0,78,397,1.0,141.0,6.0,435.0
"840000,00",78600.0,78,358,1.0,145.0,4.0,414.0
"840000,00",78600.0,78,358,4.0,0.0,0.0,414.0
"322800,00",78660.0,78,506,1.0,147.0,5.0,401.0
"270000,00",78440.0,78,267,4.0,120.0,0.0,155.0
"270000,00",78440.0,78,267,4.0,60.0,0.0,155.0
"550000,00",78570.0,78,15,1.0,198.0,7.0,584.0
"310000,00",78700.0,78,172,3.0,0.0,0.0,581.0
"310000,00",78700.0,78,172,1.0,64.0,3.0,581.0
"868500,00",78220.0,78,686,3.0,0.0,0.0,506.0
"868500,00",78220.0,78,686,1.0,95.0,5.0,506.0
"1350000,00",78430.0,78,350,1.0,134.0,5.0,2026.0
"1350000,00",78430.0,78,350,1.0,134.0,5.0,500.0
"300000,00",78540.0,78,643,1.0,46.0,3.0,803.0
"660200,00",78580.0,78,380,1.0,187.0,6.0,500.0
"660200,00",78580.0,78,380,1.0,187.0,6.0,1093.0
"22000,00",78120.0,78,517,3.0,0.0,0.0,23.0
"645000,00",78600.0,78,358,1.0,72.0,4.0,177.0
"645000,00",78600.0,78,358,3.0,0.0,0.0,177.0
"606500,00",78120.0,78,517,1.0,130.0,5.0,425.0
"365000,00",78190.0,78,621,1.0,113.0,6.0,400.0
"200000,00",78130.0,78,440,1.0,68.0,3.0,80.0
"399000,00",78650.0,78,62,1.0,125.0,5.0,431.0
"266270,00",78180.0,78,423,1.0,77.0,4.0,222.0
"383650,00",78310.0,78,168,1.0,110.0,6.0,434.0
"250000,00",78630.0,78,466,1.0,140.0,5.0,277.0
"2719900,00",78640.0,78,443,3.0,0.0,0.0,500.0
"2719900,00",78640.0,78,443,1.0,200.0,5.0,3281.0
