valeur_fonciere,code_postal,code_departement,code_commune,code_type_local,surface_reelle_bati,nombre_pieces_principales,surface_terrain
"304500,00",78990.0,78,208,1.0,105.0,5.0,107.0
"1760900,00",78170.0,78,126,1.0,166.0,6.0,109.0
"513333,34",78600.0,78,358,1.0,102.0,5.0,276.0
"770000,00",78480.0,78,642,1.0,144.0,5.0,300.0
"325000,00",78500.0,78,586,1.0,57.0,3.0,277.0
"356000,00",78430.0,78,350,1.0,109.0,6.0,723.0
"26500,00",78720.0,78,125,3.0,0.0,0.0,35.0
"359000,00",78360.0,78,418,1.0,98.0,5.0,170.0
"619000,00",78630.0,78,466,1.0,138.0,6.0,953.0
"531240,00",78130.0,78,440,4.0,426.0,0.0,798.0
"531240,00",78130.0,78,440,4.0,426.0,0.0,500.0
"219000,00",78820.0,78,327,1.0,67.0,3.0,534.0
"430000,00",78260.0,78,5,1.0,122.0,5.0,275.0
"674500,00",78350.0,78,322,1.0,100.0,4.0,300.0
"260000,00",78200.0,78,354,1.0,95.0,5.0,281.0
"280000,00",78710.0,78,531,3.0,0.0,0.0,954.0
"280000,00",78710.0,78,531,1.0,81.0,4.0,954.0
"738000,00",78590.0,78,455,1.0,152.0,6.0,522.0
"840000,00",78530.0,78,117,1.0,150.0,5.0,600.0
"840000,00",78530.0,78,117,1.0,150.0,5.0,289.0
"460000,00",78390.0,78,73,1.0,110.0,5.0,305.0
"380000,00",78700.0,78,172,4.0,140.0,0.0,569.0
"209523,81",78570.0,78,15,1.0,61.0,3.0,569.0
"1163000,00",78290.0,78,190,1.0,170.0,6.0,693.0
"171500,00",78711.0,78,362,3.0,0.0,0.0,232.0
"171500,00",78711.0,78,362,1.0,66.0,3.0,232.0
"420000,00",78700.0,78,172,3.0,0.0,0.0,427.0
"420000,00",78700.0,78,172,1.0,84.0,5.0,427.0
"860000,00",78860.0,78,571,1.0,170.0,7.0,500.0
"860000,00",78860.0,78,571,1.0,170.0,7.0,661.0
"441700,00",78570.0,78,15,1.0,124.0,6.0,323.0
"265000,00",78710.0,78,531,1.0,113.0,4.0,180.0
"265000,00",78710.0,78,531,3.0,0.0,0.0,180.0
"444000,00",78570.0,78,15,1.0,95.0,4.0,406.0
"225000,00",78200.0,78,361,1.0,88.0,5.0,273.0
"373600,00",78910.0,78,465,1.0,107.0,5.0,559.0
"630200,00",78470.0,78,575,1.0,148.0,6.0,987.0
"120000,00",78580.0,78,325,3.0,0.0,0.0,572.0
"120000,00",78580.0,78,325,1.0,111.0,4.0,572.0
"339790,00",78550.0,78,520,1.0,133.0,5.0,342.0
"339790,00",78550.0,78,520,1.0,133.0,5.0,500.0
"409000,00",78680.0,78,217,1.0,148.0,7.0,487.0
"240700,00",78550.0,78,48,1.0,120.0,6.0,120.0
"240700,00",78550.0,78,48,3.0,0.0,0.0,120.0
"310000,00",78210.0,78,545,1.0,28.0,2.0,288.0
"363409,00",78340.0,78,165,3.0,0.0,0.0,172.0
"363409,00",78340.0,78,165,1.0,117.0,5.0,172.0
"303875,00",78790.0,78,591,3.0,0.0,0.0,500.0
"303875,00",78790.0,78,591,3.0,0.0,0.0,545.0
"303875,00",78790.0,78,591,1.0,141.0,6.0,545.0
"303875,00",78790.0,78,591,1.0,141.0,6.0,500.0
"389600,00",78650.0,78,62,3.0,0.0,0.0,100.0
"389600,00",78650.0,78,62,1.0,109.0,6.0,100.0
"1550000,00",78610.0,78,30,4.0,7200.0,0.0,205.0
"1550000,00",78610.0,78,30,4.0,0.0,0.0,11979.0
"1550000,00",78610.0,78,30,4.0,0.0,0.0,2212.0
"572820,00",78124.0,78,415,1.0,200.0,6.0,506.0
"572820,00",78124.0,78,415,3.0,0.0,0.0,506.0
"572820,00",78124.0,78,415,1.0,200.0,6.0,500.0
"572820,00",78124.0,78,415,3.0,0.0,0.0,500.0
"17000,00",78950.0,78,263,3.0,0.0,0.0,85.0
"327000,00",78610.0,78,486,1.0,48.0,3.0,484.0
"1031580,00",78600.0,78,358,1.0,110.0,4.0,504.0
"1031580,00",78600.0,78,358,3.0,0.0,0.0,504.0
"390000,00",78800.0,78,311,1.0,69.0,3.0,179.0
"392250,00",78510.0,78,624,3.0,0.0,0.0,320.0
"392250,00",78510.0,78,624,1.0,92.0,4.0,320.0
"185000,00",78790.0,78,618,1.0,80.0,3.0,1272.0
"425000,00",78640.0,78,442,1.0,109.0,5.0,252.0
"335000,00",78700.0,78,172,1.0,46.0,3.0,44.0
"199000,00",78200.0,78,361,1.0,75.0,4.0,112.0
"430000,00",78610.0,78,486,1.0,105.0,4.0,843.0
"430000,00",78610.0,78,486,3.0,0.0,0.0,843.0
"422000,00",78320.0,78,334,1.0,106.0,4.0,830.0
"600000,00",78640.0,78,442,1.0,110.0,4.0,104.0
"600000,00",78640.0,78,442,4.0,140.0,0.0,104.0
"604700,00",78120.0,78,517,1.0,151.0,7.0,521.0
"604700,00",78120.0,78,517,1.0,151.0,7.0,600.0
"580240,00",78320.0,78,334,3.0,0.0,0.0,500.0
"580240,00",78320.0,78,334,1.0,155.0,6.0,877.0
"580240,00",78320.0,78,334,3.0,0.0,0.0,877.0
"580240,00",78320.0,78,334,1.0,155.0,6.0,500.0
"810800,00",78630.0,78,431,1.0,175.0,5.0,1035.0
"1536000,00",78240.0,78,133,4.0,2500.0,0.0,5825.0
"1325000,00",78310.0,78,168,4.0,1850.0,0.0,1114.0
"1325000,00",78310.0,78,168,1.0,62.0,3.0,1014.0
"431675,00",78850.0,78,615,1.0,90.0,4.0,233.0
"409200,00",78570.0,78,15,1.0,50.0,3.0,65.0
"339350,00",78190.0,78,621,3.0,0.0,0.0,649.0
"339350,00",78190.0,78,621,1.0,100.0,5.0,649.0
"270000,00",78250.0,78,299,1.0,100.0,4.0,170.0
"430000,00",78220.0,78,686,1.0,54.0,3.0,293.0
"925000,00",78630.0,78,466,1.0,173.0,6.0,897.0
"593665,00",78370.0,78,490,1.0,144.0,6.0,702.0
"315600,00",78370.0,78,490,1.0,92.0,5.0,140.0
"565300,00",78230.0,78,481,1.0,150.0,5.0,189.0
"215000,00",78550.0,78,48,1.0,128.0,5.0,633.0
"215000,00",78550.0,78,48,1.0,128.0,5.0,500.0
"215000,00",78711.0,78,362,1.0,68.0,3.0,313.0
"215000,00",78711.0,78,362,3.0,0.0,0.0,313.0
"493750,00",78960.0,78,688,1.0,134.0,6.0,475.0
"299000,00",78670.0,78,384,1.0,52.0,2.0,124.0
"299000,00",78670.0,78,384,3.0,0.0,0.0,124.0
"368000,00",78610.0,78,486,1.0,148.0,3.0,598.0
"413000,00",78360.0,78,418,1.0,54.0,3.0,360.0
"830000,00",78630.0,78,466,1.0,149.0,8.0,603.0
"830000,00",78630.0,78,466,1.0,149.0,8.0,892.0
"391000,00",78410.0,78,238,1.0,80.0,4.0,571.0
"580000,00",78460.0,78,160,1.0,72.0,3.0,498.0
"580000,00",78460.0,78,160,3.0,0.0,0.0,498.0
"390000,00",78210.0,78,545,1.0,98.0,4.0,390.0
"230000,00",78490.0,78,623,1.0,85.0,4.0,75.0
"290000,00",78120.0,78,517,1.0,99.0,5.0,244.0
"619300,00",78800.0,78,311,4.0,45.0,0.0,264.0
"619300,00",78800.0,78,311,2.0,53.0,2.0,264.0
"619300,00",78800.0,78,311,2.0,45.0,2.0,264.0
"619300,00",78800.0,78,311,2.0,50.0,2.0,264.0
"220000,00",78711.0,78,362,1.0,121.0,6.0,143.0
"257000,00",78760.0,78,321,1.0,67.0,3.0,81.0
"400300,00",78780.0,78,382,1.0,113.0,5.0,517.0
"375800,00",78990.0,78,208,1.0,80.0,4.0,111.0
"328000,00",78990.0,78,208,1.0,87.0,4.0,149.0
"480000,00",78200.0,78,361,3.0,0.0,0.0,395.0
"480000,00",78200.0,78,361,2.0,50.0,2.0,395.0
"480000,00",78200.0,78,361,4.0,150.0,0.0,395.0
"339000,00",78310.0,78,383,3.0,0.0,0.0,48.0
"339000,00",78310.0,78,383,1.0,102.0,5.0,240.0
"1044250,00",78112.0,78,551,1.0,117.0,5.0,598.0
"250000,00",78130.0,78,440,3.0,0.0,0.0,378.0
"250000,00",78130.0,78,440,1.0,79.0,4.0,378.0
"535000,00",78500.0,78,586,1.0,56.0,3.0,354.0
"535000,00",78500.0,78,586,3.0,0.0,0.0,354.0
"756990,00",78750.0,78,367,1.0,173.0,7.0,619.0
"350000,00",78000.0,78,646,1.0,53.0,3.0,210.0
"350000,00",78000.0,78,646,3.0,0.0,0.0,210.0
"542000,00",78440.0,78,296,2.0,95.0,4.0,1068.0
"542000,00",78440.0,78,296,4.0,750.0,0.0,1068.0
"665000,00",78130.0,78,140,1.0,165.0,5.0,500.0
"665000,00",78130.0,78,140,1.0,165.0,5.0,995.0
"564850,00",78500.0,78,586,3.0,0.0,0.0,555.0
"564850,00",78500.0,78,586,1.0,124.0,6.0,555.0
"2000,00",78270.0,78,57,1.0,18.0,1.0,596.0
"150000,00",78410.0,78,29,1.0,83.0,4.0,116.0
"305000,00",78130.0,78,440,3.0,0.0,0.0,488.0
"305000,00",78130.0,78,440,1.0,90.0,4.0,488.0
"305000,00",78130.0,78,440,1.0,90.0,4.0,326.0
"305000,00",78130.0,78,440,3.0,0.0,0.0,326.0
"160000,00",78711.0,78,362,1.0,65.0,4.0,168.0
"294000,00",78250.0,78,299,1.0,115.0,5.0,500.0
"294000,00",78250.0,78,299,1.0,115.0,5.0,895.0
"258240,00",78440.0,78,314,1.0,80.0,4.0,412.0
"1530000,00",78110.0,78,650,1.0,100.0,8.0,665.0
"1530000,00",78110.0,78,650,3.0,0.0,0.0,665.0
"865000,00",78810.0,78,233,1.0,237.0,7.0,500.0
"865000,00",78810.0,78,233,1.0,237.0,7.0,302.0
"762900,00",78360.0,78,418,1.0,136.0,5.0,358.0
"275000,00",78440.0,78,314,1.0,89.0,5.0,345.0
"1950000,00",78150.0,78,158,4.0,193.0,0.0,479.0
"170000,00",78730.0,78,537,1.0,77.0,3.0,81.0
"489000,00",78640.0,78,683,1.0,108.0,4.0,810.0
"489000,00",78640.0,78,683,3.0,0.0,0.0,810.0
"441350,00",78390.0,78,73,3.0,0.0,0.0,278.0
"441350,00",78390.0,78,73,1.0,98.0,5.0,278.0
"422850,00",78730.0,78,537,3.0,0.0,0.0,471.0
"422850,00",78730.0,78,537,1.0,129.0,5.0,471.0
"422850,00",78730.0,78,537,3.0,0.0,0.0,1000.0
"422850,00",78730.0,78,537,1.0,129.0,5.0,1000.0
"926000,00",78860.0,78,571,1.0,180.0,7.0,903.0
"297000,00",78450.0,78,674,1.0,80.0,4.0,166.0
"454100,00",78760.0,78,321,1.0,99.0,5.0,344.0
"83000,00",78130.0,78,440,1.0,139.0,5.0,493.0
"473300,00",78910.0,78,465,1.0,145.0,5.0,308.0
"473300,00",78910.0,78,465,3.0,0.0,0.0,308.0
"1065000,00",78360.0,78,418,1.0,195.0,8.0,681.0
"130000,00",78830.0,78,87,1.0,90.0,4.0,232.0
"700000,00",78800.0,78,311,3.0,0.0,0.0,600.0
"700000,00",78800.0,78,311,1.0,100.0,3.0,203.0
"700000,00",78800.0,78,311,3.0,0.0,0.0,203.0
"700000,00",78800.0,78,311,1.0,100.0,3.0,600.0
"485000,00",78990.0,78,208,1.0,98.0,6.0,854.0
"485000,00",78990.0,78,208,3.0,0.0,0.0,300.0
"485000,00",78990.0,78,208,1.0,98.0,6.0,300.0
"485000,00",78990.0,78,208,3.0,0.0,0.0,854.0
"172000,00",78130.0,78,440,3.0,0.0,0.0,14.0
"304100,00",78450.0,78,674,1.0,80.0,4.0,94.0
"304100,00",78450.0,78,674,3.0,0.0,0.0,25.0
"304100,00",78450.0,78,674,1.0,150.0,7.0,25.0
"371800,00",78400.0,78,146,1.0,56.0,3.0,136.0
"900000,00",78930.0,78,31,2.0,70.0,3.0,1870.0
"900000,00",78930.0,78,31,1.0,50.0,3.0,1870.0
"900000,00",78930.0,78,31,4.0,80.0,0.0,1870.0
"900000,00",78930.0,78,31,4.0,11.0,0.0,1870.0
"900000,00",78930.0,78,31,1.0,132.0,9.0,1870.0
"335000,00",78450.0,78,674,1.0,88.0,5.0,268.0
"395480,00",78420.0,78,124,3.0,0.0,0.0,194.0
"395480,00",78420.0,78,124,1.0,47.0,4.0,194.0
"768750,00",78760.0,78,321,3.0,0.0,0.0,500.0
"768750,00",78760.0,78,321,1.0,145.0,6.0,865.0
"768750,00",78760.0,78,321,3.0,0.0,0.0,865.0
"768750,00",78760.0,78,321,1.0,145.0,6.0,500.0
"670000,00",78000.0,78,646,4.0,85.0,0.0,55.0
"322750,00",78370.0,78,490,3.0,0.0,0.0,123.0
"322750,00",78370.0,78,490,1.0,79.0,4.0,123.0
"500450,00",78400.0,78,146,3.0,0.0,0.0,232.0
"500450,00",78400.0,78,146,1.0,76.0,5.0,232.0
"605300,00",78500.0,78,586,1.0,72.0,5.0,193.0
"464000,00",78340.0,78,165,1.0,107.0,5.0,276.0
"320000,00",78114.0,78,356,1.0,57.0,3.0,522.0
"355000,00",78260.0,78,5,1.0,78.0,4.0,182.0
"231000,00",78340.0,78,165,1.0,34.0,3.0,444.0
"231000,00",78340.0,78,165,3.0,0.0,0.0,444.0
"771300,00",78450.0,78,674,1.0,136.0,6.0,427.0
"410000,00",78580.0,78,380,1.0,60.0,3.0,217.0
"410000,00",78580.0,78,380,3.0,0.0,0.0,217.0
"516000,00",78370.0,78,490,1.0,179.0,7.0,500.0
"516000,00",78370.0,78,490,1.0,179.0,7.0,255.0
"310000,00",78450.0,78,674,1.0,90.0,5.0,101.0
"826500,00",78240.0,78,133,1.0,139.0,5.0,392.0
"1390000,00",78270.0,78,528,3.0,0.0,0.0,870.0
"1390000,00",78270.0,78,528,4.0,20.0,0.0,870.0
"1390000,00",78270.0,78,528,1.0,270.0,7.0,870.0
"1390000,00",78270.0,78,528,3.0,0.0,0.0,500.0
"1390000,00",78270.0,78,528,4.0,20.0,0.0,500.0
"1390000,00",78270.0,78,528,1.0,270.0,7.0,500.0
"1390000,00",78270.0,78,528,3.0,0.0,0.0,6800.0
"1390000,00",78270.0,78,528,4.0,20.0,0.0,6800.0
"1390000,00",78270.0,78,528,1.0,270.0,7.0,6800.0
"244000,00",78510.0,78,624,1.0,77.0,4.0,365.0
"690000,00",78680.0,78,217,1.0,125.0,6.0,450.0
"690000,00",78680.0,78,217,3.0,0.0,0.0,450.0
"265000,00",78440.0,78,314,1.0,81.0,4.0,410.0
"366573,80",78440.0,78,267,1.0,118.0,4.0,500.0
"366573,80",78440.0,78,267,1.0,118.0,4.0,887.0
"344000,00",78440.0,78,267,1.0,103.0,4.0,650.0
"443000,00",78990.0,78,208,1.0,111.0,4.0,765.0
"534000,00",78310.0,78,383,1.0,163.0,5.0,500.0
"37000,00",78680.0,78,217,3.0,0.0,0.0,90.0
"630000,00",78510.0,78,624,2.0,67.0,3.0,133.0
"630000,00",78510.0,78,624,2.0,42.0,2.0,133.0
"630000,00",78510.0,78,624,4.0,208.0,0.0,133.0
"770000,00",78600.0,78,358,1.0,130.0,5.0,266.0
"212000,00",78520.0,78,335,1.0,66.0,4.0,373.0
"585000,00",78280.0,78,297,1.0,145.0,5.0,294.0
"585000,00",78280.0,78,297,3.0,0.0,0.0,294.0
"477500,00",78121.0,78,189,1.0,92.0,4.0,160.0
"477500,00",78121.0,78,189,3.0,0.0,0.0,160.0
"580000,00",78640.0,78,442,3.0,0.0,0.0,500.0
"580000,00",78640.0,78,442,1.0,160.0,4.0,500.0
"580000,00",78640.0,78,442,1.0,160.0,4.0,1867.0
"580000,00",78640.0,78,442,3.0,0.0,0.0,1867.0
"430000,00",78770.0,78,681,3.0,0.0,0.0,831.0
"430000,00",78770.0,78,681,1.0,97.0,5.0,831.0
"301600,00",78990.0,78,208,1.0,117.0,6.0,113.0
"1067000,00",78500.0,78,586,3.0,0.0,0.0,1753.0
"1067000,00",78500.0,78,586,1.0,206.0,8.0,1753.0
"149000,00",78270.0,78,57,1.0,60.0,3.0,79.0
"443700,00",78180.0,78,423,1.0,98.0,5.0,184.0
"439900,00",78580.0,78,380,3.0,0.0,0.0,862.0
"439900,00",78580.0,78,380,1.0,22.0,1.0,862.0
"439900,00",78580.0,78,380,1.0,96.0,3.0,862.0
"452100,00",78800.0,78,311,1.0,56.0,3.0,348.0
"2609559,00",78000.0,78,646,4.0,1668.0,0.0,830.0
"2609559,00",78000.0,78,646,4.0,1668.0,0.0,1832.0
"2609559,00",78000.0,78,646,4.0,1668.0,0.0,840.0
"621900,00",78700.0,78,172,3.0,0.0,0.0,592.0
"621900,00",78700.0,78,172,1.0,70.0,4.0,592.0
"110516,00",78770.0,78,616,1.0,78.0,3.0,84.0
"370695,00",78990.0,78,208,1.0,132.0,5.0,539.0
"306000,00",78840.0,78,255,1.0,98.0,4.0,506.0
"186000,00",78570.0,78,138,1.0,60.0,3.0,52.0
"411000,00",78700.0,78,172,1.0,104.0,5.0,303.0
"1025000,00",78600.0,78,358,3.0,0.0,0.0,316.0
"1025000,00",78600.0,78,358,1.0,94.0,4.0,316.0
"300000,00",78820.0,78,327,1.0,140.0,4.0,2151.0
"300000,00",78820.0,78,327,1.0,140.0,4.0,650.0
"300000,00",78820.0,78,327,1.0,140.0,4.0,600.0
"430000,00",78340.0,78,165,1.0,90.0,4.0,213.0
"859800,00",78400.0,78,146,3.0,0.0,0.0,153.0
"859800,00",78400.0,78,146,1.0,100.0,4.0,153.0
"310400,00",78810.0,78,233,4.0,220.0,0.0,980.0
"285000,00",78520.0,78,335,1.0,91.0,5.0,548.0
"372000,00",78470.0,78,575,3.0,0.0,0.0,447.0
"372000,00",78470.0,78,575,1.0,98.0,5.0,447.0
"365000,00",78440.0,78,267,1.0,86.0,4.0,580.0
"355000,00",78720.0,78,125,1.0,114.0,3.0,174.0
"523450,00",78370.0,78,490,1.0,128.0,5.0,396.0
"175000,00",78650.0,78,62,1.0,71.0,4.0,539.0
"439700,00",78180.0,78,423,1.0,126.0,6.0,277.0
"745100,00",78240.0,78,133,1.0,165.0,7.0,617.0
"29484,00",78770.0,78,616,1.0,78.0,3.0,84.0
"360000,00",78500.0,78,586,1.0,60.0,3.0,97.0
"525000,00",78120.0,78,517,1.0,185.0,7.0,500.0
"525000,00",78120.0,78,517,1.0,185.0,7.0,1047.0
"575000,00",78114.0,78,356,1.0,162.0,5.0,424.0
"1,00",78100.0,78,551,1.0,75.0,3.0,1158.0
"1,00",78100.0,78,551,4.0,1947.0,0.0,1158.0
"3800000,00",78310.0,78,168,4.0,1484.0,0.0,3015.0
"3800000,00",78310.0,78,168,4.0,1168.0,0.0,3769.0
"358000,00",78650.0,78,62,3.0,0.0,0.0,446.0
"358000,00",78650.0,78,62,1.0,130.0,6.0,446.0
"475000,00",78955.0,78,123,1.0,143.0,6.0,583.0
"257000,00",78200.0,78,361,1.0,90.0,4.0,125.0
"288650,00",78200.0,78,597,1.0,69.0,4.0,502.0
"210000,00",78260.0,78,15,1.0,50.0,3.0,160.0
"153626,00",78490.0,78,389,3.0,0.0,0.0,70.0
"153626,00",78490.0,78,389,1.0,61.0,3.0,940.0
"153626,00",78490.0,78,389,1.0,61.0,3.0,70.0
"153626,00",78490.0,78,389,3.0,0.0,0.0,940.0
"345000,00",78610.0,78,486,1.0,72.0,4.0,810.0
"460000,00",78200.0,78,361,3.0,0.0,0.0,480.0
"460000,00",78200.0,78,361,1.0,154.0,5.0,480.0
"212000,00",78200.0,78,354,1.0,94.0,5.0,429.0
"190000,00",78200.0,78,354,1.0,92.0,5.0,233.0
"285000,00",78660.0,78,3,1.0,104.0,5.0,278.0
"105000,00",78300.0,78,498,1.0,70.0,4.0,486.0
"90500,00",78270.0,78,89,1.0,76.0,4.0,93.0
"90500,00",78270.0,78,89,3.0,0.0,0.0,93.0
"383000,00",78955.0,78,123,1.0,106.0,4.0,70.0
"430800,00",78270.0,78,437,1.0,160.0,5.0,500.0
"430800,00",78270.0,78,437,1.0,160.0,5.0,2669.0
"370000,00",78711.0,78,362,3.0,0.0,0.0,684.0
"370000,00",78711.0,78,362,1.0,124.0,7.0,684.0
"190000,00",78711.0,78,362,1.0,79.0,4.0,301.0
"760000,00",78220.0,78,686,1.0,94.0,5.0,414.0
"643730,00",78500.0,78,586,1.0,99.0,4.0,709.0
"508000,00",78780.0,78,382,1.0,149.0,6.0,620.0
"137000,00",78200.0,78,361,3.0,0.0,0.0,383.0
"730000,00",78300.0,78,498,1.0,125.0,5.0,451.0
"450000,00",78420.0,78,124,1.0,93.0,5.0,315.0
"450000,00",78420.0,78,124,3.0,0.0,0.0,315.0
"390000,00",78700.0,78,172,1.0,88.0,4.0,285.0
"242860,00",78610.0,78,108,1.0,78.0,3.0,530.0
"242860,00",78610.0,78,108,3.0,0.0,0.0,530.0
"428000,00",78480.0,78,642,1.0,120.0,5.0,379.0
"2777745,00",78610.0,78,562,1.0,230.0,7.0,6000.0
"2777745,00",78610.0,78,562,3.0,0.0,0.0,740.0
"2777745,00",78610.0,78,562,1.0,230.0,7.0,740.0
"2777745,00",78610.0,78,562,3.0,0.0,0.0,6000.0
"2777745,00",78610.0,78,562,3.0,0.0,0.0,20000.0
"2777745,00",78610.0,78,562,1.0,230.0,7.0,20000.0
"393090,00",78690.0,78,220,3.0,0.0,0.0,710.0
"393090,00",78690.0,78,220,1.0,75.0,3.0,710.0
"519618,00",78480.0,78,642,1.0,106.0,4.0,398.0
"529304,00",78530.0,78,117,1.0,134.0,6.0,163.0
"529304,00",78530.0,78,117,4.0,26.0,0.0,163.0
"329300,00",78770.0,78,681,1.0,100.0,5.0,245.0
"470000,00",78370.0,78,490,1.0,131.0,4.0,526.0
"175000,00",78660.0,78,3,1.0,102.0,5.0,453.0
"345000,00",78990.0,78,208,1.0,97.0,4.0,192.0
"405000,00",78180.0,78,423,1.0,103.0,5.0,190.0
"1300000,00",78110.0,78,650,3.0,0.0,0.0,400.0
"1300000,00",78110.0,78,650,3.0,0.0,0.0,600.0
"1300000,00",78110.0,78,650,1.0,50.0,3.0,400.0
"1300000,00",78110.0,78,650,1.0,50.0,3.0,600.0
"203690,00",78370.0,78,490,1.0,83.0,4.0,232.0
"280500,00",78520.0,78,335,1.0,90.0,5.0,632.0
"375000,00",78830.0,78,87,1.0,112.0,5.0,308.0
"276500,00",78710.0,78,531,1.0,87.0,4.0,500.0
"276500,00",78710.0,78,531,1.0,87.0,4.0,319.0
"980000,00",78290.0,78,190,1.0,122.0,4.0,368.0
"339150,00",78200.0,78,118,1.0,88.0,4.0,500.0
"339150,00",78200.0,78,118,1.0,88.0,4.0,640.0
"170000,00",78200.0,78,361,1.0,50.0,3.0,453.0
"770000,00",78125.0,78,307,3.0,0.0,0.0,964.0
"770000,00",78125.0,78,307,1.0,190.0,5.0,964.0
"770000,00",78125.0,78,307,1.0,57.0,3.0,964.0
"656378,70",78955.0,78,123,1.0,143.0,6.0,583.0
"847340,00",78530.0,78,117,1.0,128.0,7.0,564.0
"593960,00",78125.0,78,557,3.0,0.0,0.0,175.0
"593960,00",78125.0,78,557,1.0,245.0,9.0,175.0
"593960,00",78125.0,78,557,3.0,0.0,0.0,500.0
"593960,00",78125.0,78,557,1.0,245.0,9.0,500.0
"418000,00",78780.0,78,382,1.0,118.0,6.0,442.0
"850000,00",78112.0,78,551,1.0,105.0,5.0,76.0
"340000,00",78124.0,78,415,3.0,0.0,0.0,327.0
"340000,00",78124.0,78,415,1.0,85.0,5.0,327.0
"279000,00",78120.0,78,517,1.0,84.0,4.0,222.0
"875100,00",78510.0,78,624,1.0,115.0,4.0,1280.0
"300000,00",78711.0,78,362,1.0,130.0,7.0,591.0
"900000,00",78110.0,78,650,3.0,0.0,0.0,201.0
"900000,00",78110.0,78,650,1.0,130.0,7.0,201.0
"465000,00",78700.0,78,172,1.0,130.0,4.0,209.0
"465000,00",78700.0,78,172,3.0,0.0,0.0,209.0
"1485300,00",78121.0,78,189,1.0,250.0,4.0,2501.0
"1485300,00",78121.0,78,189,3.0,0.0,0.0,2501.0
"375000,00",78570.0,78,138,1.0,130.0,5.0,362.0
"375000,00",78570.0,78,138,3.0,0.0,0.0,16.0
"320000,00",78930.0,78,291,1.0,109.0,4.0,528.0
"320000,00",78930.0,78,291,1.0,109.0,4.0,500.0
"600000,00",78120.0,78,517,1.0,120.0,6.0,550.0
"600000,00",78120.0,78,517,3.0,0.0,0.0,550.0
"394900,00",78520.0,78,239,1.0,88.0,4.0,747.0
"394900,00",78520.0,78,239,1.0,88.0,4.0,1000.0
"3280484,00",78000.0,78,646,3.0,0.0,0.0,274.0
"3280484,00",78000.0,78,646,2.0,72.0,4.0,274.0
"1469000,00",78110.0,78,650,1.0,170.0,5.0,907.0
"65760,00",78790.0,78,618,1.0,122.0,3.0,555.0
"2990000,00",78370.0,78,490,4.0,383.0,0.0,15657.0
"330500,00",78780.0,78,382,1.0,82.0,5.0,864.0
"330500,00",78780.0,78,382,3.0,0.0,0.0,864.0
"324500,00",78955.0,78,123,1.0,77.0,4.0,176.0
"432307,00",78470.0,78,575,1.0,98.0,5.0,451.0
"280000,00",78920.0,78,206,1.0,103.0,6.0,262.0
"518000,00",78410.0,78,90,1.0,85.0,5.0,671.0
"225000,00",78250.0,78,401,1.0,55.0,3.0,357.0
"440000,00",78570.0,78,15,1.0,97.0,4.0,180.0
"274600,00",78700.0,78,172,1.0,40.0,3.0,217.0
"330000,00",78920.0,78,206,3.0,0.0,0.0,797.0
"330000,00",78920.0,78,206,3.0,0.0,0.0,500.0
"330000,00",78920.0,78,206,1.0,60.0,3.0,500.0
"330000,00",78920.0,78,206,1.0,60.0,3.0,797.0
"380780,00",78790.0,78,591,1.0,117.0,5.0,650.0
"270000,00",78200.0,78,361,3.0,0.0,0.0,244.0
"270000,00",78200.0,78,361,1.0,53.0,3.0,244.0
"246750,00",78250.0,78,299,1.0,97.0,5.0,430.0
"265000,00",78920.0,78,206,1.0,91.0,5.0,139.0
"343000,00",78700.0,78,172,1.0,74.0,4.0,17.0
"220000,00",78820.0,78,327,1.0,101.0,4.0,165.0
"215000,00",78270.0,78,89,1.0,77.0,4.0,189.0
"614441,00",78570.0,78,15,3.0,0.0,0.0,820.0
"614441,00",78570.0,78,15,1.0,120.0,5.0,820.0
"614441,00",78570.0,78,15,1.0,20.0,2.0,86.0
"614441,00",78570.0,78,15,1.0,120.0,5.0,86.0
"809990,00",78100.0,78,551,1.0,133.0,5.0,191.0
"355000,00",78700.0,78,172,1.0,75.0,4.0,311.0
"388000,00",78330.0,78,242,1.0,80.0,4.0,209.0
"338000,00",78550.0,78,285,1.0,154.0,5.0,500.0
"338000,00",78550.0,78,285,1.0,154.0,5.0,1504.0
"338000,00",78550.0,78,285,3.0,0.0,0.0,1504.0
"338000,00",78550.0,78,285,3.0,0.0,0.0,500.0
"470000,00",78700.0,78,172,1.0,86.0,4.0,276.0
"437000,00",78790.0,78,20,1.0,150.0,5.0,759.0
"437000,00",78790.0,78,20,3.0,0.0,0.0,759.0
"368200,00",78660.0,78,3,1.0,107.0,5.0,770.0
"368200,00",78660.0,78,3,3.0,0.0,0.0,770.0
"390000,00",78370.0,78,490,1.0,94.0,4.0,363.0
"1070000,00",78600.0,78,358,1.0,90.0,4.0,1130.0
"1070000,00",78600.0,78,358,3.0,0.0,0.0,1130.0
"10000,00",78840.0,78,255,3.0,0.0,0.0,31.0
"1060000,00",78600.0,78,396,1.0,208.0,7.0,818.0
"255000,00",78440.0,78,416,1.0,130.0,4.0,252.0
"640000,00",78730.0,78,537,3.0,0.0,0.0,170.0
"640000,00",78730.0,78,537,4.0,91.0,0.0,91.0
"640000,00",78730.0,78,537,3.0,0.0,0.0,129.0
"640000,00",78730.0,78,537,1.0,67.0,3.0,129.0
"640000,00",78730.0,78,537,4.0,58.0,0.0,723.0
