transaction_date,transaction_type,property_value,street_number,street_type,street_name,postal_code,town_name,department_code,town_code,property_type_code,property_type,building_area,main_rooms,land_area
03/01/2023,Vente,346450,7,RUE,DE COULOMMIERS,77176,SAVIGNY-LE-TEMPLE,77,445,1,Maison,90,5,372
04/01/2023,Vente,160000,41,RUE,GUE PUCELLE,77130,MONTEREAU FAULT YONNE,77,305,1,Maison,60,3,454
04/01/2023,Vente,160000,41,RUE,GUE PUCELLE,77130,MONTEREAU FAULT YONNE,77,305,3,Dépendance,0,0,454
04/01/2023,Vente,370000,28,RUE,DU HAUT DE LA COUTURE,77380,COMBS LA VILLE,77,122,1,Maison,74,4,660
02/01/2023,Vente,139900,12,RUE,DU DOC ROUX,77390,VERNEUIL-L ETANG,77,493,1,Maison,76,4,120
02/01/2023,Vente,139900,9001,RUE,DU DOC ROUX,77390,VERNEUIL-L ETANG,77,493,3,Dépendance,0,0,13
06/01/2023,Vente,560000,744,BD,CHARLES DE GAULLE,77950,RUBELLES,77,394,1,Maison,168,7,303
06/01/2023,Vente,560000,744,BD,CHARLES DE GAULLE,77950,RUBELLES,77,394,3,Dépendance,0,0,2572
06/01/2023,Vente,560000,744,BD,CHARLES DE GAULLE,77950,RUBELLES,77,394,1,Maison,168,7,2572
06/01/2023,Vente,560000,744,BD,CHARLES DE GAULLE,77950,RUBELLES,77,394,3,Dépendance,0,0,303
06/01/2023,Vente,280000,19,RUE,DE LA CHASSE,77000,MELUN,77,288,1,Maison,66,4,498
06/01/2023,Vente,285000,26,RUE,GRANDE,77720,BOMBON,77,44,1,Maison,100,5,147
06/01/2023,Vente,156000,43,RUE,PASTEUR,77720,MORMANT,77,317,1,Maison,92,4,430
06/01/2023,Vente,9000,124,ALL,DE LA BRUYERE,77350,LE MEE SUR SEINE,77,285,1,Maison,79,4,28
06/01/2023,Vente,424600,3,CHE,DE LA MARE AUX PIGEONS,77123,NOISY-SUR-ECOLE,77,339,3,Dépendance,0,0,1450
06/01/2023,Vente,424600,3,CHE,DE LA MARE AUX PIGEONS,77123,NOISY-SUR-ECOLE,77,339,1,Maison,125,7,1450
04/01/2023,Vente,383000,37,RUE,DU CHEMIN VERT,77135,PONTCARRE,77,374,1,Maison,91,5,433
06/01/2023,Vente,660000,18,RUE,DU PRE AUX MOUTONS,77170,SERVON,77,450,1,Maison,216,7,500
06/01/2023,Vente,660000,18,RUE,DU PRE AUX MOUTONS,77170,SERVON,77,450,1,Maison,216,7,724
03/01/2023,Vente,451000,5001,CHE,DE BLANDY A ST MERY,77720,CHAMPEAUX,77,82,4,Local industriel. commercial ou assimilé,81,0,500
03/01/2023,Vente,451000,5001,CHE,DE BLANDY A ST MERY,77720,CHAMPEAUX,77,82,1,Maison,128,3,2500
03/01/2023,Vente,451000,5001,CHE,DE BLANDY A ST MERY,77720,CHAMPEAUX,77,82,4,Local industriel. commercial ou assimilé,81,0,2500
03/01/2023,Vente,451000,5001,CHE,DE BLANDY A ST MERY,77720,CHAMPEAUX,77,82,1,Maison,128,3,500
05/01/2023,Vente,198500,5,RTE,DE FOSSARD,77130,VARENNES-SUR-SEINE,77,482,1,Maison,71,4,284
05/01/2023,Vente,198500,5,RTE,DE FOSSARD,77130,VARENNES-SUR-SEINE,77,482,3,Dépendance,0,0,284
03/01/2023,Vente,300000,27,RTE,DE CHALLEAU,77130,DORMELLES,77,161,1,Maison,75,4,82
03/01/2023,Vente,300000,27,RTE,DE CHALLEAU,77130,DORMELLES,77,161,3,Dépendance,0,0,82
04/01/2023,Vente,259000,8,RUE,DE NOISY,77130,VARENNES-SUR-SEINE,77,482,3,Dépendance,0,0,296
04/01/2023,Vente,259000,8,RUE,DE NOISY,77130,VARENNES-SUR-SEINE,77,482,1,Maison,118,4,296
10/01/2023,Vente,355000,5,RUE,DE SUCY,77390,YEBLES,77,534,1,Maison,102,5,600
05/01/2023,Vente,215000,55,RUE,DE BOUVILLE,77350,LE MEE SUR SEINE,77,285,1,Maison,84,5,121
03/01/2023,Vente,240000,48,RUE,DE VERDUN,77170,BRIE COMTE ROBERT,77,53,1,Maison,94,4,225
04/01/2023,Vente,467000,116,ALL,D'ORMOY,77127,LIEUSAINT,77,251,3,Dépendance,0,0,500
04/01/2023,Vente,467000,116,ALL,D'ORMOY,77127,LIEUSAINT,77,251,3,Dépendance,0,0,185
04/01/2023,Vente,467000,116,ALL,D'ORMOY,77127,LIEUSAINT,77,251,1,Maison,77,4,500
04/01/2023,Vente,467000,116,ALL,D'ORMOY,77127,LIEUSAINT,77,251,1,Maison,77,4,185
12/01/2023,Vente,140500,18,RUE,DU MOULIN,77720,MORMANT,77,317,1,Maison,68,3,301
11/01/2023,Vente,900000,2,RUE,MAISON GARNIER,77130,MONTEREAU FAULT YONNE,77,305,4,Local industriel. commercial ou assimilé,1132,0,7454
02/01/2023,Vente,226000,250,RUE,DU PARC DES RIGOUTS,77190,DAMMARIE LES LYS,77,152,3,Dépendance,0,0,97
02/01/2023,Vente,226000,250,RUE,DU PARC DES RIGOUTS,77190,DAMMARIE LES LYS,77,152,1,Maison,92,5,97
02/01/2023,Vente,226000,250,RUE,DU PARC DES RIGOUTS,77190,DAMMARIE LES LYS,77,152,3,Dépendance,0,0,737
02/01/2023,Vente,226000,250,RUE,DU PARC DES RIGOUTS,77190,DAMMARIE LES LYS,77,152,1,Maison,92,5,737
10/01/2023,Vente,281000,7,RUE,DE MORMANT,77720,BREAU,77,52,1,Maison,94,4,396
11/01/2023,Vente,580000,8,RUE,BURAT,77780,BOURRON-MARLOTTE,77,48,3,Dépendance,0,0,153
11/01/2023,Vente,580000,8,RUE,BURAT,77780,BOURRON-MARLOTTE,77,48,1,Maison,200,7,153
13/01/2023,Vente,210000,13,RUE,FELIX POYEZ,77000,MELUN,77,288,4,Local industriel. commercial ou assimilé,8,0,81
13/01/2023,Vente,210000,13,RUE,FELIX POYEZ,77000,MELUN,77,288,1,Maison,92,6,81
13/01/2023,Vente,979000,22,RUE,BROUARD,77350,BOISSETTES,77,38,3,Dépendance,0,0,2308
