transaction_date,transaction_type,property_value,postal_code,town_name,department_code,town_code,property_type_code,property_type,building_area,main_rooms,land_area
04/01/2023,Vente,1100000,91100,VILLABE,91,659,4,Local industriel. commercial ou assimilé,287,0,3914
04/01/2023,Vente,1100000,91100,VILLABE,91,659,4,Local industriel. commercial ou assimilé,286,0,3914
03/01/2023,Vente,300000,91100,CORBEIL ESSONNES,91,174,1,Maison,123,3,362
06/01/2023,Vente,318000,91800,BOUSSY-SAINT-ANTOINE,91,97,1,Maison,85,4,300
06/01/2023,Vente,420000,91250,SAINTRY-SUR-SEINE,91,577,1,Maison,86,4,500
06/01/2023,Vente,420000,91250,SAINTRY-SUR-SEINE,91,577,1,Maison,86,4,979
06/01/2023,Vente,178000,91590,CERNY,91,129,1,Maison,51,1,180
06/01/2023,Vente,176000,91580,AUVERS-SAINT-GEORGES,91,38,1,Maison,53,3,38
02/01/2023,Vente,275100,91240,SAINT-MICHEL-SUR-ORGE,91,570,1,Maison,90,5,177
02/01/2023,Vente,275100,91240,SAINT-MICHEL-SUR-ORGE,91,570,3,Dépendance,0,0,177
07/01/2023,Vente,230000,91410,DOURDAN,91,200,2,Appartement,65,3,148
10/01/2023,Vente,466850,91600,SAVIGNY-SUR-ORGE,91,589,1,Maison,147,6,341
10/01/2023,Vente,340000,91600,SAVIGNY-SUR-ORGE,91,589,1,Maison,65,4,334
06/01/2023,Vente,350000,91380,CHILLY MAZARIN,91,161,1,Maison,76,4,500
06/01/2023,Vente,350000,91380,CHILLY MAZARIN,91,161,3,Dépendance,0,0,508
06/01/2023,Vente,350000,91380,CHILLY MAZARIN,91,161,1,Maison,76,4,508
06/01/2023,Vente,350000,91380,CHILLY MAZARIN,91,161,3,Dépendance,0,0,500
06/01/2023,Vente,425000,91570,BIEVRES,91,64,1,Maison,97,3,268
06/01/2023,Vente,425000,91570,BIEVRES,91,64,3,Dépendance,0,0,268
10/01/2023,Vente,295000,91150,MORIGNY-CHAMPIGNY,91,433,1,Maison,92,5,849
03/01/2023,Vente,335500,91700,SAINTE-GENEVIEVE-DES-BOIS,91,549,3,Dépendance,0,0,459
03/01/2023,Vente,335500,91700,SAINTE-GENEVIEVE-DES-BOIS,91,549,1,Maison,100,4,459
06/01/2023,Vente,315000,91240,SAINT-MICHEL-SUR-ORGE,91,570,1,Maison,80,4,181
10/01/2023,Vente,441500,91330,YERRES,91,691,1,Maison,103,4,869
10/01/2023,Vente,441500,91330,YERRES,91,691,3,Dépendance,0,0,869
11/01/2023,Vente,382750,91210,DRAVEIL,91,201,1,Maison,63,3,420
11/01/2023,Vente,382750,91210,DRAVEIL,91,201,3,Dépendance,0,0,420
03/01/2023,Vente,258000,91530,SERMAISE,91,593,1,Maison,106,5,750
03/01/2023,Vente,258000,91530,SERMAISE,91,593,3,Dépendance,0,0,750
11/01/2023,Vente,3520000,91000,EVRY-COURCOURONNES,91,228,2,Appartement,30,1,1988
11/01/2023,Vente,3520000,91000,EVRY-COURCOURONNES,91,228,2,Appartement,50,2,1988
11/01/2023,Vente,3520000,91000,EVRY-COURCOURONNES,91,228,2,Appartement,64,3,1988
11/01/2023,Vente,3520000,91000,EVRY-COURCOURONNES,91,228,2,Appartement,71,3,1988
11/01/2023,Vente,3520000,91000,EVRY-COURCOURONNES,91,228,2,Appartement,66,3,1988
11/01/2023,Vente,3520000,91000,EVRY-COURCOURONNES,91,228,2,Appartement,69,3,1988
11/01/2023,Vente,3520000,91000,EVRY-COURCOURONNES,91,228,3,Dépendance,0,0,1988
11/01/2023,Vente,3520000,91000,EVRY-COURCOURONNES,91,228,2,Appartement,49,2,1988
11/01/2023,Vente,3520000,91000,EVRY-COURCOURONNES,91,228,2,Appartement,56,2,1988
11/01/2023,Vente,3520000,91000,EVRY-COURCOURONNES,91,228,2,Appartement,60,3,1988
11/01/2023,Vente,3520000,91000,EVRY-COURCOURONNES,91,228,2,Appartement,79,4,1988
11/01/2023,Vente,3520000,91000,EVRY-COURCOURONNES,91,228,2,Appartement,63,3,1988
11/01/2023,Vente,3520000,91000,EVRY-COURCOURONNES,91,228,2,Appartement,81,4,1988
11/01/2023,Vente,3520000,91000,EVRY-COURCOURONNES,91,228,2,Appartement,78,4,1988
11/01/2023,Vente,3520000,91000,EVRY-COURCOURONNES,91,228,2,Appartement,98,5,1988
11/01/2023,Vente,3520000,91000,EVRY-COURCOURONNES,91,228,2,Appartement,85,4,1988
11/01/2023,Vente,3520000,91000,EVRY-COURCOURONNES,91,228,2,Appartement,65,3,1988
11/01/2023,Vente,3520000,91000,EVRY-COURCOURONNES,91,228,2,Appartement,68,3,1988
11/01/2023,Vente,3520000,91000,EVRY-COURCOURONNES,91,228,2,Appartement,80,4,1988
11/01/2023,Vente,3520000,91000,EVRY-COURCOURONNES,91,228,2,Appartement,51,2,1988
11/01/2023,Vente,3520000,91000,EVRY-COURCOURONNES,91,228,2,Appartement,52,2,1988
04/01/2023,Vente,900000,91430,VAUHALLAN,91,635,1,Maison,213,5,1949
04/01/2023,Vente,900000,91430,VAUHALLAN,91,635,4,Local industriel. commercial ou assimilé,9,0,500
04/01/2023,Vente,900000,91430,VAUHALLAN,91,635,1,Maison,213,5,500
04/01/2023,Vente,900000,91430,VAUHALLAN,91,635,4,Local industriel. commercial ou assimilé,9,0,1949
03/01/2023,Vente,535000,91330,YERRES,91,691,1,Maison,100,4,974
06/01/2023,Vente,387500,91630,AVRAINVILLE,91,41,1,Maison,102,5,510
06/01/2023,Vente,387500,91630,AVRAINVILLE,91,41,3,Dépendance,0,0,510
09/01/2023,Vente,380476,91410,GRANGES-LE-ROI (LES),91,284,3,Dépendance,0,0,1035
09/01/2023,Vente,380476,91410,GRANGES-LE-ROI (LES),91,284,1,Maison,140,6,1035
11/01/2023,Vente,552000,91130,RIS-ORANGIS,91,521,1,Maison,68,3,217
06/01/2023,Vente,409350,91640,BRIIS-SOUS-FORGES,91,111,1,Maison,126,5,367
10/01/2023,Vente,303000,91660,LE MEREVILLOIS,91,390,1,Maison,138,5,850
10/01/2023,Vente,303000,91660,LE MEREVILLOIS,91,390,1,Maison,138,5,500
10/01/2023,Vente,8793725,91120,PALAISEAU,91,477,4,Local industriel. commercial ou assimilé,354,0,67404
10/01/2023,Vente,8793725,91120,PALAISEAU,91,477,4,Local industriel. commercial ou assimilé,43421,0,67404
06/01/2023,Vente,602000,91800,BRUNOY,91,114,1,Maison,105,3,1070
11/01/2023,Vente,2300000,91750,CHAMPCUEIL,91,135,4,Local industriel. commercial ou assimilé,3400,0,12260
11/01/2023,Vente,406000,91390,MORSANG-SUR-ORGE,91,434,1,Maison,80,4,354
13/01/2023,Vente,451300,91270,VIGNEUX SUR SEINE,91,657,1,Maison,119,6,400
09/01/2023,Vente,242000,91100,CORBEIL ESSONNES,91,174,1,Maison,79,4,209
11/01/2023,Vente,355000,91540,MENNECY,91,386,1,Maison,125,7,873
04/01/2023,Vente,300000,91280,SAINT-PIERRE-DU-PERRAY,91,573,1,Maison,71,4,199
06/01/2023,Vente,394650,91400,GOMETZ-LA-VILLE,91,274,3,Dépendance,0,0,470
06/01/2023,Vente,394650,91400,GOMETZ-LA-VILLE,91,274,1,Maison,115,5,470
09/01/2023,Vente,283000,91160,LONGJUMEAU,91,345,1,Maison,67,4,44
09/01/2023,Vente,283000,91160,LONGJUMEAU,91,345,4,Local industriel. commercial ou assimilé,146,0,730
10/01/2023,Vente,328300,91590,D HUISON LONGUEVILLE,91,198,1,Maison,115,5,1512
10/01/2023,Vente,328300,91590,D HUISON LONGUEVILLE,91,198,3,Dépendance,0,0,1512
06/01/2023,Vente,350000,91220,LE PLESSIS PATE,91,494,3,Dépendance,0,0,574
