identifiant_de_document,reference_document,date_mutation,nature_mutation,valeur_fonciere,no_voie,btq,type_de_voie,code_voie,voie,code_postal,commune,code_departement,code_commune,prefixe_de_section,section,no_plan,no_volume,lot1,surface_carrez_lot1,lot2,surface_carrez_lot2,lot3,surface_carrez_lot3,lot4,surface_carrez_lot4,lot5,surface_carrez_lot5,nombre_de_lots,code_type_local,type_local,identifiant_local,surface_reelle_bati,nombre_pieces_principales,nature_culture,nature_culture_speciale,surface_terrain
,,,,1100000.0,,,,,,91100.0,,91,659,,,,,,,,,,,,,,,,4.0,,,287.0,0.0,,,3914.0
,,,,1100000.0,,,,,,91100.0,,91,659,,,,,,,,,,,,,,,,4.0,,,286.0,0.0,,,3914.0
,,,,300000.0,,,,,,91100.0,,91,174,,,,,,,,,,,,,,,,1.0,,,123.0,3.0,,,362.0
,,,,318000.0,,,,,,91800.0,,91,97,,,,,,,,,,,,,,,,1.0,,,85.0,4.0,,,300.0
,,,,420000.0,,,,,,91250.0,,91,577,,,,,,,,,,,,,,,,1.0,,,86.0,4.0,,,500.0
,,,,420000.0,,,,,,91250.0,,91,577,,,,,,,,,,,,,,,,1.0,,,86.0,4.0,,,979.0
,,,,178000.0,,,,,,91590.0,,91,129,,,,,,,,,,,,,,,,1.0,,,51.0,1.0,,,180.0
,,,,176000.0,,,,,,91580.0,,91,38,,,,,,,,,,,,,,,,1.0,,,53.0,3.0,,,38.0
,,,,275100.0,,,,,,91240.0,,91,570,,,,,,,,,,,,,,,,1.0,,,90.0,5.0,,,177.0
,,,,275100.0,,,,,,91240.0,,91,570,,,,,,,,,,,,,,,,3.0,,,0.0,0.0,,,177.0
,,,,230000.0,,,,,,91410.0,,91,200,,,,,,,,,,,,,,,,2.0,,,65.0,3.0,,,148.0
,,,,466850.0,,,,,,91600.0,,91,589,,,,,,,,,,,,,,,,1.0,,,147.0,6.0,,,341.0
,,,,340000.0,,,,,,91600.0,,91,589,,,,,,,,,,,,,,,,1.0,,,65.0,4.0,,,334.0
,,,,350000.0,,,,,,91380.0,,91,161,,,,,,,,,,,,,,,,1.0,,,76.0,4.0,,,500.0
,,,,350000.0,,,,,,91380.0,,91,161,,,,,,,,,,,,,,,,3.0,,,0.0,0.0,,,508.0
,,,,350000.0,,,,,,91380.0,,91,161,,,,,,,,,,,,,,,,1.0,,,76.0,4.0,,,508.0
,,,,350000.0,,,,,,91380.0,,91,161,,,,,,,,,,,,,,,,3.0,,,0.0,0.0,,,500.0
,,,,425000.0,,,,,,91570.0,,91,64,,,,,,,,,,,,,,,,1.0,,,97.0,3.0,,,268.0
,,,,425000.0,,,,,,91570.0,,91,64,,,,,,,,,,,,,,,,3.0,,,0.0,0.0,,,268.0
,,,,295000.0,,,,,,91150.0,,91,433,,,,,,,,,,,,,,,,1.0,,,92.0,5.0,,,849.0
,,,,335500.0,,,,,,91700.0,,91,549,,,,,,,,,,,,,,,,3.0,,,0.0,0.0,,,459.0
,,,,335500.0,,,,,,91700.0,,91,549,,,,,,,,,,,,,,,,1.0,,,100.0,4.0,,,459.0
,,,,315000.0,,,,,,91240.0,,91,570,,,,,,,,,,,,,,,,1.0,,,80.0,4.0,,,181.0
,,,,441500.0,,,,,,91330.0,,91,691,,,,,,,,,,,,,,,,1.0,,,103.0,4.0,,,869.0
,,,,441500.0,,,,,,91330.0,,91,691,,,,,,,,,,,,,,,,3.0,,,0.0,0.0,,,869.0
,,,,382750.0,,,,,,91210.0,,91,201,,,,,,,,,,,,,,,,1.0,,,63.0,3.0,,,420.0
,,,,382750.0,,,,,,91210.0,,91,201,,,,,,,,,,,,,,,,3.0,,,0.0,0.0,,,420.0
,,,,258000.0,,,,,,91530.0,,91,593,,,,,,,,,,,,,,,,1.0,,,106.0,5.0,,,750.0
,,,,258000.0,,,,,,91530.0,,91,593,,,,,,,,,,,,,,,,3.0,,,0.0,0.0,,,750.0
,,,,3520000.0,,,,,,91000.0,,91,228,,,,,,,,,,,,,,,,2.0,,,30.0,1.0,,,1988.0
,,,,3520000.0,,,,,,91000.0,,91,228,,,,,,,,,,,,,,,,2.0,,,50.0,2.0,,,1988.0
,,,,3520000.0,,,,,,91000.0,,91,228,,,,,,,,,,,,,,,,2.0,,,64.0,3.0,,,1988.0
,,,,3520000.0,,,,,,91000.0,,91,228,,,,,,,,,,,,,,,,2.0,,,71.0,3.0,,,1988.0
,,,,3520000.0,,,,,,91000.0,,91,228,,,,,,,,,,,,,,,,2.0,,,66.0,3.0,,,1988.0
,,,,3520000.0,,,,,,91000.0,,91,228,,,,,,,,,,,,,,,,2.0,,,69.0,3.0,,,1988.0
,,,,3520000.0,,,,,,91000.0,,91,228,,,,,,,,,,,,,,,,3.0,,,0.0,0.0,,,1988.0
,,,,3520000.0,,,,,,91000.0,,91,228,,,,,,,,,,,,,,,,2.0,,,49.0,2.0,,,1988.0
,,,,3520000.0,,,,,,91000.0,,91,228,,,,,,,,,,,,,,,,2.0,,,56.0,2.0,,,1988.0
,,,,3520000.0,,,,,,91000.0,,91,228,,,,,,,,,,,,,,,,2.0,,,60.0,3.0,,,1988.0
,,,,3520000.0,,,,,,91000.0,,91,228,,,,,,,,,,,,,,,,2.0,,,79.0,4.0,,,1988.0
,,,,3520000.0,,,,,,91000.0,,91,228,,,,,,,,,,,,,,,,2.0,,,63.0,3.0,,,1988.0
,,,,3520000.0,,,,,,91000.0,,91,228,,,,,,,,,,,,,,,,2.0,,,81.0,4.0,,,1988.0
,,,,3520000.0,,,,,,91000.0,,91,228,,,,,,,,,,,,,,,,2.0,,,78.0,4.0,,,1988.0
,,,,3520000.0,,,,,,91000.0,,91,228,,,,,,,,,,,,,,,,2.0,,,98.0,5.0,,,1988.0
,,,,3520000.0,,,,,,91000.0,,91,228,,,,,,,,,,,,,,,,2.0,,,85.0,4.0,,,1988.0
,,,,3520000.0,,,,,,91000.0,,91,228,,,,,,,,,,,,,,,,2.0,,,65.0,3.0,,,1988.0
,,,,3520000.0,,,,,,91000.0,,91,228,,,,,,,,,,,,,,,,2.0,,,68.0,3.0,,,1988.0
,,,,3520000.0,,,,,,91000.0,,91,228,,,,,,,,,,,,,,,,2.0,,,80.0,4.0,,,1988.0
,,,,3520000.0,,,,,,91000.0,,91,228,,,,,,,,,,,,,,,,2.0,,,51.0,2.0,,,1988.0
,,,,3520000.0,,,,,,91000.0,,91,228,,,,,,,,,,,,,,,,2.0,,,52.0,2.0,,,1988.0
,,,,900000.0,,,,,,91430.0,,91,635,,,,,,,,,,,,,,,,1.0,,,213.0,5.0,,,1949.0
,,,,900000.0,,,,,,91430.0,,91,635,,,,,,,,,,,,,,,,4.0,,,9.0,0.0,,,500.0
,,,,900000.0,,,,,,91430.0,,91,635,,,,,,,,,,,,,,,,1.0,,,213.0,5.0,,,500.0
,,,,900000.0,,,,,,91430.0,,91,635,,,,,,,,,,,,,,,,4.0,,,9.0,0.0,,,1949.0
,,,,535000.0,,,,,,91330.0,,91,691,,,,,,,,,,,,,,,,1.0,,,100.0,4.0,,,974.0
,,,,387500.0,,,,,,91630.0,,91,41,,,,,,,,,,,,,,,,1.0,,,102.0,5.0,,,510.0
,,,,387500.0,,,,,,91630.0,,91,41,,,,,,,,,,,,,,,,3.0,,,0.0,0.0,,,510.0
,,,,380476.0,,,,,,91410.0,,91,284,,,,,,,,,,,,,,,,3.0,,,0.0,0.0,,,1035.0
,,,,380476.0,,,,,,91410.0,,91,284,,,,,,,,,,,,,,,,1.0,,,140.0,6.0,,,1035.0
,,,,552000.0,,,,,,91130.0,,91,521,,,,,,,,,,,,,,,,1.0,,,68.0,3.0,,,217.0
,,,,409350.0,,,,,,91640.0,,91,111,,,,,,,,,,,,,,,,1.0,,,126.0,5.0,,,367.0
,,,,303000.0,,,,,,91660.0,,91,390,,,,,,,,,,,,,,,,1.0,,,138.0,5.0,,,850.0
,,,,303000.0,,,,,,91660.0,,91,390,,,,,,,,,,,,,,,,1.0,,,138.0,5.0,,,500.0
