identifiant_de_document,reference_document,date_mutation,nature_mutation,valeur_fonciere,no_voie,btq,type_de_voie,code_voie,voie,code_postal,commune,code_departement,code_commune,prefixe_de_section,section,no_plan,no_volume,lot1,surface_carrez_lot1,lot2,surface_carrez_lot2,lot3,surface_carrez_lot3,lot4,surface_carrez_lot4,lot5,surface_carrez_lot5,nombre_de_lots,code_type_local,type_local,identifiant_local,surface_reelle_bati,nombre_pieces_principales,nature_culture,nature_culture_speciale,surface_terrain
,,,,900000.0,,,,,,92700.0,,92,25,,,,,,,,,,,,,,,,1.0,,,90.0,4.0,,,197.0
,,,,709000.0,,,,,,92700.0,,92,25,,,,,,,,,,,,,,,,1.0,,,67.0,4.0,,,231.0
,,,,290000.0,,,,,,92700.0,,92,25,,,,,,,,,,,,,,,,1.0,,,64.0,4.0,,,103.0
,,,,1215000.0,,,,,,92150.0,,92,73,,,,,,,,,,,,,,,,1.0,,,139.0,4.0,,,329.0
,,,,875000.0,,,,,,92150.0,,92,73,,,,,,,,,,,,,,,,1.0,,,83.0,5.0,,,120.0
,,,,1000000.0,,,,,,92500.0,,92,63,,,,,,,,,,,,,,,,1.0,,,102.0,4.0,,,162.0
,,,,600000.0,,,,,,92000.0,,92,50,,,,,,,,,,,,,,,,3.0,,,0.0,0.0,,,179.0
,,,,600000.0,,,,,,92000.0,,92,50,,,,,,,,,,,,,,,,2.0,,,57.0,3.0,,,179.0
,,,,600000.0,,,,,,92000.0,,92,50,,,,,,,,,,,,,,,,4.0,,,35.0,0.0,,,179.0
,,,,600000.0,,,,,,92000.0,,92,50,,,,,,,,,,,,,,,,2.0,,,47.0,2.0,,,179.0
,,,,600000.0,,,,,,92000.0,,92,50,,,,,,,,,,,,,,,,2.0,,,25.0,1.0,,,179.0
,,,,1651000.0,,,,,,92700.0,,92,25,,,,,,,,,,,,,,,,3.0,,,0.0,0.0,,,758.0
,,,,1651000.0,,,,,,92700.0,,92,25,,,,,,,,,,,,,,,,1.0,,,232.0,7.0,,,758.0
,,,,1275000.0,,,,,,92400.0,,92,26,,,,,,,,,,,,,,,,2.0,,,41.0,2.0,,,253.0
,,,,350000.0,,,,,,92230.0,,92,36,,,,,,,,,,,,,,,,1.0,,,60.0,3.0,,,291.0
,,,,405000.0,,,,,,92700.0,,92,25,,,,,,,,,,,,,,,,3.0,,,0.0,0.0,,,122.0
,,,,405000.0,,,,,,92700.0,,92,25,,,,,,,,,,,,,,,,1.0,,,50.0,3.0,,,122.0
,,,,1186250.0,,,,,,92270.0,,92,9,,,,,,,,,,,,,,,,4.0,,,7.0,0.0,,,198.0
,,,,1186250.0,,,,,,92270.0,,92,9,,,,,,,,,,,,,,,,1.0,,,122.0,4.0,,,198.0
,,,,1109690.0,,,,,,92700.0,,92,25,,,,,,,,,,,,,,,,1.0,,,143.0,5.0,,,172.0
,,,,594660.0,,,,,,92000.0,,92,50,,,,,,,,,,,,,,,,1.0,,,87.0,5.0,,,123.0
,,,,800000.0,,,,,,92000.0,,92,50,,,,,,,,,,,,,,,,4.0,,,0.0,0.0,,,172.0
,,,,800000.0,,,,,,92000.0,,92,50,,,,,,,,,,,,,,,,4.0,,,20.0,0.0,,,221.0
,,,,788000.0,,,,,,92500.0,,92,63,,,,,,,,,,,,,,,,3.0,,,0.0,0.0,,,402.0
