property_value,postal_code,town_name,department_code,property_type,building_area,main_rooms,land_area,year
80000000,75008,PARIS 08,75,Local industriel. commercial ou assimilé,239,0,988,2022
80000000,75008,PARIS 08,75,Appartement,172,4,988,2022
80000000,75008,PARIS 08,75,Appartement,248,7,988,2022
80000000,75008,PARIS 08,75,Appartement,59,2,988,2022
80000000,75008,PARIS 08,75,Dépendance,0,0,988,2022
80000000,75008,PARIS 08,75,Local industriel. commercial ou assimilé,385,0,988,2022
80000000,75008,PARIS 08,75,Local industriel. commercial ou assimilé,438,0,988,2022
80000000,75008,PARIS 08,75,Local industriel. commercial ou assimilé,0,0,988,2022
80000000,75008,PARIS 08,75,Local industriel. commercial ou assimilé,286,0,988,2022
80000000,75008,PARIS 08,75,Local industriel. commercial ou assimilé,34,0,988,2022
80000000,75008,PARIS 08,75,Local industriel. commercial ou assimilé,98,0,988,2022
80000000,75008,PARIS 08,75,Local industriel. commercial ou assimilé,356,0,988,2022
80000000,75008,PARIS 08,75,Appartement,39,3,988,2022
80000000,75008,PARIS 08,75,Local industriel. commercial ou assimilé,248,0,988,2022
80000000,75008,PARIS 08,75,Local industriel. commercial ou assimilé,187,0,988,2022
80000000,75008,PARIS 08,75,Local industriel. commercial ou assimilé,393,0,988,2022
80000000,75008,PARIS 08,75,Local industriel. commercial ou assimilé,225,0,988,2022
117500000,75010,PARIS 10,75,Local industriel. commercial ou assimilé,59,0,918,2022
117500000,75010,PARIS 10,75,Local industriel. commercial ou assimilé,30,0,918,2022
117500000,75010,PARIS 10,75,Local industriel. commercial ou assimilé,33,0,918,2022
117500000,75010,PARIS 10,75,Local industriel. commercial ou assimilé,100,0,918,2022
117500000,75010,PARIS 10,75,Local industriel. commercial ou assimilé,85,0,918,2022
117500000,75010,PARIS 10,75,Local industriel. commercial ou assimilé,155,0,918,2022
117500000,75010,PARIS 10,75,Local industriel. commercial ou assimilé,110,0,918,2022
117500000,75010,PARIS 10,75,Local industriel. commercial ou assimilé,250,0,918,2022
117500000,75010,PARIS 10,75,Local industriel. commercial ou assimilé,91,0,918,2022
117500000,75010,PARIS 10,75,Local industriel. commercial ou assimilé,105,0,918,2022
117500000,75010,PARIS 10,75,Local industriel. commercial ou assimilé,44,0,918,2022
117500000,75010,PARIS 10,75,Local industriel. commercial ou assimilé,150,0,918,2022
117500000,75010,PARIS 10,75,Local industriel. commercial ou assimilé,127,0,918,2022
117500000,75010,PARIS 10,75,Local industriel. commercial ou assimilé,43,0,918,2022
117500000,75010,PARIS 10,75,Local industriel. commercial ou assimilé,307,0,918,2022
117500000,75010,PARIS 10,75,Local industriel. commercial ou assimilé,139,0,918,2022
117500000,75010,PARIS 10,75,Local industriel. commercial ou assimilé,353,0,918,2022
117500000,75010,PARIS 10,75,Local industriel. commercial ou assimilé,95,0,918,2022
117500000,75010,PARIS 10,75,Local industriel. commercial ou assimilé,106,0,918,2022
117500000,75010,PARIS 10,75,Local industriel. commercial ou assimilé,770,0,918,2022
117500000,75010,PARIS 10,75,Local industriel. commercial ou assimilé,26,0,918,2022
117500000,75010,PARIS 10,75,Local industriel. commercial ou assimilé,82,0,918,2022
117500000,75010,PARIS 10,75,Local industriel. commercial ou assimilé,141,0,918,2022
117500000,75010,PARIS 10,75,Local industriel. commercial ou assimilé,120,0,918,2022
117500000,75010,PARIS 10,75,Local industriel. commercial ou assimilé,1260,0,918,2022
117500000,75010,PARIS 10,75,Local industriel. commercial ou assimilé,0,0,918,2022
117500000,75010,PARIS 10,75,Local industriel. commercial ou assimilé,158,0,918,2022
117500000,75010,PARIS 10,75,Local industriel. commercial ou assimilé,287,0,918,2022
117500000,75010,PARIS 10,75,Local industriel. commercial ou assimilé,280,0,918,2022
117500000,75010,PARIS 10,75,Local industriel. commercial ou assimilé,114,0,918,2022
117500000,75010,PARIS 10,75,Local industriel. commercial ou assimilé,69,0,918,2022
117500000,75010,PARIS 10,75,Local industriel. commercial ou assimilé,38,0,918,2022
117500000,75010,PARIS 10,75,Local industriel. commercial ou assimilé,70,0,918,2022
117500000,75010,PARIS 10,75,Local industriel. commercial ou assimilé,35,0,918,2022
117500000,75010,PARIS 10,75,Local industriel. commercial ou assimilé,185,0,918,2022
7500000,75008,PARIS 08,75,Local industriel. commercial ou assimilé,100,0,181,2022
7500000,75008,PARIS 08,75,Local industriel. commercial ou assimilé,900,0,181,2022
19619000,75017,PARIS 17,75,Appartement,119,4,482,2022
19619000,75017,PARIS 17,75,Local industriel. commercial ou assimilé,254,0,482,2022
19619000,75017,PARIS 17,75,Appartement,120,4,482,2022
19619000,75017,PARIS 17,75,Local industriel. commercial ou assimilé,174,0,482,2022
19619000,75017,PARIS 17,75,Local industriel. commercial ou assimilé,80,0,482,2022
19619000,75017,PARIS 17,75,Local industriel. commercial ou assimilé,55,0,482,2022
5392750,75001,PARIS 01,75,Appartement,34,1,208,2022
5392750,75001,PARIS 01,75,Appartement,24,1,208,2022
5392750,75001,PARIS 01,75,Appartement,34,2,208,2022
5392750,75001,PARIS 01,75,Local industriel. commercial ou assimilé,83,0,208,2022
5392750,75001,PARIS 01,75,Dépendance,0,0,208,2022
5392750,75001,PARIS 01,75,Appartement,96,4,208,2022
5392750,75001,PARIS 01,75,Appartement,49,2,208,2022
5392750,75001,PARIS 01,75,Local industriel. commercial ou assimilé,160,0,208,2022
5392750,75001,PARIS 01,75,Local industriel. commercial ou assimilé,72,0,208,2022
5392750,75001,PARIS 01,75,Appartement,62,3,208,2022
5392750,75001,PARIS 01,75,Appartement,20,1,208,2022
5392750,75003,PARIS 03,75,Local industriel. commercial ou assimilé,199,0,140,2022
