property_value,street_number,street_type,street_name,postal_code,town_name,department_code,property_type,building_area,main_rooms,land_area,year
504000,7,RUE,THEODORINE,94500,CHAMPIGNY-SUR-MARNE,94,Maison,75,4,232,2022
687000,111,RUE,ALBERT DE MUN,94100,SAINT-MAUR-DES-FOSSES,94,Maison,50,4,200,2022
490000,1,RUE,MICHELET,94800,VILLEJUIF,94,Maison,58,3,377,2022
500000,8,AV,DE LA REPUBLIQUE,94240,L'HAY-LES-ROSES,94,Maison,90,4,223,2022
512000,10,RUE,DE VERDUN,94260,FRESNES,94,Dépendance,0,0,344,2022
512000,10,RUE,DE VERDUN,94260,FRESNES,94,Maison,105,5,344,2022
973300,19,RUE,ALBERT DE MUN,94100,SAINT-MAUR-DES-FOSSES,94,Dépendance,0,0,588,2022
973300,19,RUE,ALBERT DE MUN,94100,SAINT-MAUR-DES-FOSSES,94,Maison,84,4,588,2022
315000,47,RUE,DE GENTILLY,94800,VILLEJUIF,94,Maison,60,4,226,2022
458000,41,RUE,EDMOND ROSTAND,94500,CHAMPIGNY-SUR-MARNE,94,Maison,67,4,99,2022
1329750,18,RUE,EMILE ZOLA,94500,CHAMPIGNY-SUR-MARNE,94,Appartement,45,3,295,2022
1329750,18,RUE,EMILE ZOLA,94500,CHAMPIGNY-SUR-MARNE,94,Appartement,120,3,295,2022
1329750,18,RUE,EMILE ZOLA,94500,CHAMPIGNY-SUR-MARNE,94,Dépendance,0,0,295,2022
432000,10,RUE,MARC SANGNIER,94600,CHOISY-LE-ROI,94,Maison,60,4,300,2022
432000,10,RUE,MARC SANGNIER,94600,CHOISY-LE-ROI,94,Dépendance,0,0,300,2022
320000,1,RUE,DE L YERRES,94190,VILLENEUVE-SAINT-GEORGES,94,Maison,55,4,533,2022
480000,9,RTE,DE STALINGRAD,94130,NOGENT-SUR-MARNE,94,Dépendance,0,0,263,2022
480000,9,RTE,DE STALINGRAD,94130,NOGENT-SUR-MARNE,94,Maison,88,3,263,2022
1893040,18,RUE,DU REVEILLON,94440,SANTENY,94,Maison,320,6,1000,2022
1893040,18,RUE,DU REVEILLON,94440,SANTENY,94,Maison,320,6,524,2022
180000,79,RUE,DE MAISON BLANCHE,94470,BOISSY-SAINT-LEGER,94,Dépendance,0,0,805,2022
180000,79,RUE,DE MAISON BLANCHE,94470,BOISSY-SAINT-LEGER,94,Maison,68,3,805,2022
435000,102,RUE,DE LA PAIX,94170,LE PERREUX-SUR-MARNE,94,Maison,80,3,343,2022
