property_value,street_number,street_type,street_name,postal_code,town_name,department_code,property_type,building_area,main_rooms,land_area,year
343000,182,RUE,DES GROS GRES,92700,COLOMBES,92,Maison,58,3,86,2022
330000,18,RUE,PAUL VAILLANT-COUTURIER,92000,NANTERRE,92,Maison,33,2,211,2022
600000,21,RUE,VINCENT GARREAU,92700,COLOMBES,92,Maison,98,4,176,2022
600000,21,RUE,VINCENT GARREAU,92700,COLOMBES,92,Dépendance,0,0,176,2022
1059300,17,RUE,VINCENT GARREAU,92700,COLOMBES,92,Maison,103,5,203,2022
386500,3,AV,BARILLET,92250,LA GARENNE-COLOMBES,92,Maison,48,2,44,2022
890450,73,RUE,DU DOCTEUR CHARCOT,92000,NANTERRE,92,Maison,89,5,257,2022
1420000,20,RUE,DANTON,92300,LEVALLOIS-PERRET,92,Appartement,37,3,151,2022
1420000,20,RUE,DANTON,92300,LEVALLOIS-PERRET,92,Appartement,59,3,151,2022
1420000,20,RUE,DANTON,92300,LEVALLOIS-PERRET,92,Appartement,59,4,151,2022
1420000,20,RUE,DANTON,92300,LEVALLOIS-PERRET,92,Appartement,56,4,151,2022
1420000,20,RUE,DANTON,92300,LEVALLOIS-PERRET,92,Dépendance,0,0,151,2022
1420000,20,RUE,DANTON,92300,LEVALLOIS-PERRET,92,Local industriel. commercial ou assimilé,45,0,151,2022
1420000,20,RUE,DANTON,92300,LEVALLOIS-PERRET,92,Local industriel. commercial ou assimilé,30,0,151,2022
1420000,20,RUE,DANTON,92300,LEVALLOIS-PERRET,92,Local industriel. commercial ou assimilé,32,0,151,2022
1420000,20,RUE,DANTON,92300,LEVALLOIS-PERRET,92,Appartement,20,2,151,2022
1420000,20,RUE,DANTON,92300,LEVALLOIS-PERRET,92,Appartement,34,2,151,2022
1185000,27,RUE,RETROU,92600,ASNIERES-SUR-SEINE,92,Maison,137,6,99,2022
1053600,9,RUE,MICHELET,92150,SURESNES,92,Dépendance,0,0,151,2022
1053600,9,RUE,MICHELET,92150,SURESNES,92,Maison,92,4,151,2022
707200,14,AV,DES TROIS FRERES,92600,ASNIERES-SUR-SEINE,92,Maison,71,3,144,2022
707200,14,AV,DES TROIS FRERES,92600,ASNIERES-SUR-SEINE,92,Dépendance,0,0,144,2022
630000,110,AV,D ARGENTEUIL,92600,ASNIERES-SUR-SEINE,92,Local industriel. commercial ou assimilé,133,0,71,2022
267000,72,RUE,CHEVREUL,92230,GENNEVILLIERS,92,Maison,73,5,188,2022
984400,25,RUE,DES COTES D AUTY,92700,COLOMBES,92,Maison,130,6,316,2022
285000,32,RUE,CLOS BEAUREGARDS,92500,RUEIL-MALMAISON,92,Maison,40,3,102,2022
821200,15,RUE,DES LILAS,92700,COLOMBES,92,Maison,59,4,138,2022
1475000,68,RUE,CHATEAUBRIAND,92500,RUEIL-MALMAISON,92,Maison,170,5,559,2022
1475000,68,RUE,CHATEAUBRIAND,92500,RUEIL-MALMAISON,92,Dépendance,0,0,559,2022
847550,12,RUE,DES HOUTRAITS,92500,RUEIL-MALMAISON,92,Maison,96,5,151,2022
847550,12,RUE,DES HOUTRAITS,92500,RUEIL-MALMAISON,92,Dépendance,0,0,19,2022
