property_value,postal_code,town_name,department_code,property_type,building_area,main_rooms,land_area,year
230000,78200,MANTES-LA-JOLIE,78,Maison,77,3,296,2023
230000,78200,MANTES-LA-JOLIE,78,Dépendance,0,0,296,2023
813000,78711,MANTES-LA-VILLE,78,Dépendance,0,0,630,2023
813000,78711,MANTES-LA-VILLE,78,Dépendance,0,0,231,2023
813000,78711,MANTES-LA-VILLE,78,Maison,206,8,231,2023
813000,78711,MANTES-LA-VILLE,78,Maison,206,8,630,2023
813000,78711,MANTES-LA-VILLE,78,Dépendance,0,0,3824,2023
813000,78711,MANTES-LA-VILLE,78,Maison,206,8,3824,2023
520000,78180,MONTIGNY LE BRETONNEUX,78,Maison,113,6,178,2023
329000,78790,ROSAY,78,Maison,90,5,385,2023
329000,78790,ROSAY,78,Dépendance,0,0,385,2023
465000,78120,RAMBOUILLET,78,Maison,99,6,488,2023
283100,78310,MAUREPAS,78,Maison,95,5,75,2023
276600,78700,CONFLANS SAINTE HONORINE,78,Dépendance,0,0,473,2023
276600,78700,CONFLANS SAINTE HONORINE,78,Maison,48,4,473,2023
790000,78520,LIMAY,78,Local industriel. commercial ou assimilé,700,0,872,2023
642000,78400,CHATOU,78,Maison,92,5,296,2023
350000,78980,LONGNES,78,Maison,93,4,1140,2023
386000,78680,EPONE,78,Maison,100,4,960,2023
532400,78790,MONTCHAUVET,78,Maison,156,5,377,2023
532400,78790,MONTCHAUVET,78,Maison,156,5,620,2023
532400,78790,MONTCHAUVET,78,Dépendance,0,0,620,2023
532400,78790,MONTCHAUVET,78,Dépendance,0,0,377,2023
499700,78114,MAGNY-LES-HAMEAUX,78,Maison,159,5,500,2023
499700,78114,MAGNY-LES-HAMEAUX,78,Maison,159,5,330,2023
900000,78130,MUREAUX (LES),78,Local industriel. commercial ou assimilé,268,0,4727,2023
840000,78400,CHATOU,78,Maison,107,2,440,2023
210500,78980,BREVAL,78,Maison,68,4,817,2023
215000,78520,GUERNES,78,Maison,63,3,662,2023
350000,78730,SAINT-ARNOULT-EN-YVELINES,78,Maison,98,5,422,2023
350000,78730,SAINT-ARNOULT-EN-YVELINES,78,Dépendance,0,0,422,2023
350000,78730,SAINT-ARNOULT-EN-YVELINES,78,Maison,98,5,597,2023
350000,78730,SAINT-ARNOULT-EN-YVELINES,78,Dépendance,0,0,597,2023
439000,78650,BEYNES,78,Maison,126,6,438,2023
249300,78200,BUCHELAY,78,Maison,79,4,229,2023
430000,78200,MANTES-LA-JOLIE,78,Maison,116,5,732,2023
385000,78310,MAUREPAS,78,Maison,102,5,277,2023
385000,78310,MAUREPAS,78,Dépendance,0,0,40,2023
600000,78220,VIROFLAY,78,Maison,58,3,294,2023
516500,78190,TRAPPES,78,Appartement,32,1,710,2023
516500,78190,TRAPPES,78,Appartement,36,1,710,2023
516500,78190,TRAPPES,78,Appartement,21,1,710,2023
516500,78190,TRAPPES,78,Appartement,17,1,710,2023
516500,78190,TRAPPES,78,Appartement,41,2,710,2023
516500,78190,TRAPPES,78,Local industriel. commercial ou assimilé,51,0,710,2023
516500,78190,TRAPPES,78,Appartement,37,2,710,2023
697100,78117,TOUSSUS-LE-NOBLE,78,Maison,146,5,552,2023
590200,78950,GAMBAIS,78,Dépendance,0,0,500,2023
590200,78950,GAMBAIS,78,Maison,181,5,1710,2023
590200,78950,GAMBAIS,78,Dépendance,0,0,1710,2023
590200,78950,GAMBAIS,78,Maison,181,5,500,2023
397000,78580,MAULE,78,Maison,90,5,470,2023
563250,78370,PLAISIR,78,Maison,136,5,120,2023
157000,78200,MANTES-LA-JOLIE,78,Dépendance,0,0,180,2023
157000,78200,MANTES-LA-JOLIE,78,Maison,64,3,180,2023
954832,78240,CHAMBOURCY,78,Maison,168,6,334,2023
954832,78240,CHAMBOURCY,78,Maison,168,6,500,2023
350000,78450,VILLEPREUX,78,Maison,77,4,193,2023
463000,78340,CLAYES-SOUS-BOIS (LES),78,Maison,116,5,191,2023
422000,78180,MONTIGNY LE BRETONNEUX,78,Maison,89,4,195,2023
241850,78440,GARGENVILLE,78,Maison,75,3,94,2023
620000,78720,SAINT-FORGET,78,Maison,126,6,523,2023
620000,78720,SAINT-FORGET,78,Dépendance,0,0,3500,2023
620000,78720,SAINT-FORGET,78,Maison,126,6,3500,2023
620000,78720,SAINT-FORGET,78,Dépendance,0,0,1000,2023
620000,78720,SAINT-FORGET,78,Maison,126,6,1000,2023
620000,78720,SAINT-FORGET,78,Dépendance,0,0,523,2023
335500,78126,AULNAY-SUR-MAULDRE,78,Maison,81,5,406,2023
363000,78114,MAGNY-LES-HAMEAUX,78,Maison,92,5,246,2023
224000,78200,BUCHELAY,78,Maison,57,3,589,2023
224000,78200,BUCHELAY,78,Maison,57,3,104,2023
623470,78540,VERNOUILLET,78,Maison,143,6,730,2023
570000,78630,ORGEVAL,78,Maison,114,5,441,2023
255000,78680,EPONE,78,Maison,57,3,216,2023
117000,78190,TRAPPES,78,Maison,60,3,159,2023
461500,78990,ELANCOURT,78,Maison,188,7,477,2023
479370,78210,SAINT-CYR-L ECOLE,78,Maison,75,4,235,2023
392400,78930,GOUSSONVILLE,78,Maison,129,6,834,2023
392400,78930,GOUSSONVILLE,78,Maison,129,6,500,2023
435000,78700,CONFLANS SAINTE HONORINE,78,Dépendance,0,0,355,2023
435000,78700,CONFLANS SAINTE HONORINE,78,Maison,106,5,355,2023
336800,78200,MANTES-LA-JOLIE,78,Maison,89,4,327,2023
583485,78280,GUYANCOURT,78,Maison,118,7,329,2023
380000,78100,SAINT-GERMAIN-EN-LAYE,78,Maison,36,2,110,2023
380000,78100,SAINT-GERMAIN-EN-LAYE,78,Maison,36,2,190,2023
302600,78570,CHANTELOUP-LES-VIGNES,78,Maison,113,4,440,2023
500000,78450,VILLEPREUX,78,Maison,98,4,572,2023
400160,78570,CHANTELOUP-LES-VIGNES,78,Maison,113,4,440,2023
706500,78560,PORT-MARLY (LE),78,Maison,129,4,248,2023
720000,78150,LE CHESNAY-ROCQUENCOURT,78,Local industriel. commercial ou assimilé,121,0,278,2023
355000,78270,VILLENEUVE-EN-CHEVRIE (LA),78,Maison,120,4,508,2023
852288,78620,ETANG-LA-VILLE (L ),78,Maison,127,4,612,2023
692000,78330,FONTENAY LE FLEURY,78,Maison,162,5,577,2023
435000,78500,SARTROUVILLE,78,Maison,72,4,393,2023
367000,78320,VERRIERE (LA),78,Maison,94,5,377,2023
474392,78320,LEVIS-SAINT-NOM,78,Maison,73,3,500,2023
474392,78320,LEVIS-SAINT-NOM,78,Maison,73,3,748,2023
244260,78450,VILLEPREUX,78,Maison,90,5,169,2023
829024,78150,LE CHESNAY-ROCQUENCOURT,78,Maison,89,4,427,2023
812500,78500,SARTROUVILLE,78,Dépendance,0,0,616,2023
812500,78500,SARTROUVILLE,78,Maison,190,7,616,2023
629000,78120,RAMBOUILLET,78,Maison,140,5,613,2023
314000,78490,MONTFORT-L AMAURY,78,Local industriel. commercial ou assimilé,40,0,38,2023
317080,78450,VILLEPREUX,78,Maison,72,4,135,2023
104000,78830,BULLION,78,Dépendance,0,0,85,2023
104000,78830,BULLION,78,Maison,79,2,85,2023
313000,78120,RAMBOUILLET,78,Maison,62,3,154,2023
313000,78120,RAMBOUILLET,78,Dépendance,0,0,13,2023
664800,78120,RAMBOUILLET,78,Maison,135,5,1035,2023
664800,78120,RAMBOUILLET,78,Dépendance,0,0,1035,2023
