property_value,street_number,street_type,street_name,postal_code,town_name,department_code,property_type,building_area,main_rooms,land_area,year
360000,3,AV,DU BARON LOUIS,93160,NOISY-LE-GRAND,93,Maison,59,3,562,2024
360000,3,AV,DU BARON LOUIS,93160,NOISY-LE-GRAND,93,Dépendance,0,0,562,2024
282000,7,AV,LEO LAGRANGE,93190,LIVRY-GARGAN,93,Maison,69,4,341,2024
170000,4,IMP,FONTENOY,93320,LES PAVILLONS-SOUS-BOIS,93,Maison,28,2,102,2024
455000,24,AV,RASPAIL,93420,VILLEPINTE,93,Maison,198,5,762,2024
455000,24,AV,RASPAIL,93420,VILLEPINTE,93,Maison,198,5,500,2024
400000,1,RUE,DES ARDENNES,93290,TREMBLAY-EN-FRANCE,93,Maison,52,3,587,2024
400000,1,RUE,DES ARDENNES,93290,TREMBLAY-EN-FRANCE,93,Dépendance,0,0,587,2024
400000,1,RUE,DES ARDENNES,93290,TREMBLAY-EN-FRANCE,93,Maison,69,4,587,2024
200000,23,ALL,NUNGESSER ET COLI,93420,VILLEPINTE,93,Maison,95,5,274,2024
422000,2,ALL,LOUISE WEISS,93360,NEUILLY-PLAISANCE,93,Maison,105,5,346,2024
422000,2,ALL,LOUISE WEISS,93360,NEUILLY-PLAISANCE,93,Dépendance,0,0,346,2024
236500,41,RUE,DE PROVENCE,93290,TREMBLAY-EN-FRANCE,93,Maison,68,3,193,2024
217000,16,ALL,DE NONNEVILLE,93270,SEVRAN,93,Maison,85,4,304,2024
195000,33,RUE,PIERRE DEGEYTER,93380,PIERREFITTE-SUR-SEINE,93,Maison,68,4,347,2024
312000,40,RUE,DE CHAMPAGNE,93220,GAGNY,93,Maison,84,5,242,2024
340000,141,AV,JEAN JAURES,93600,AULNAY SOUS BOIS,93,Maison,88,5,386,2024
380000,15,RUE,DU BREUIL,93140,BONDY,93,Maison,131,5,228,2024
415000,17,RUE,MAURICE BERNARD,93150,LE BLANC-MESNIL,93,Maison,78,4,485,2024
415000,17,RUE,MAURICE BERNARD,93150,LE BLANC-MESNIL,93,Dépendance,0,0,485,2024
310000,8,ALL,JEAN RICHEPIN,93270,SEVRAN,93,Maison,88,5,282,2024
485000,5,ALL,DES CHARDONNERETS,93360,NEUILLY-PLAISANCE,93,Maison,82,5,120,2024
560000,126,AV,P V COUTURIER,93150,LE BLANC-MESNIL,93,Maison,80,3,507,2024
560000,126,AV,P V COUTURIER,93150,LE BLANC-MESNIL,93,Dépendance,0,0,507,2024
450000,3,IMP,DE L ESPERANCE,93460,GOURNAY SUR MARNE,93,Maison,90,5,400,2024
80000,18,RUE,DU DOCTEUR ROUX,93120,LA COURNEUVE,93,Maison,83,4,123,2024
210000,6,ALL,CHARLES BAUDELAIRE,93420,VILLEPINTE,93,Maison,95,5,176,2024
368000,26,AV,ETHEL ET JULIUS ROSENBERG,93420,VILLEPINTE,93,Maison,117,4,619,2024
240000,161,BD,THEOPHILE SUEUR,93100,MONTREUIL,93,Dépendance,0,0,294,2024
240000,161,BD,THEOPHILE SUEUR,93100,MONTREUIL,93,Maison,40,3,294,2024
380000,11,RUE,DE LA ROTONDE,93460,GOURNAY SUR MARNE,93,Maison,82,4,331,2024
297000,21,RUE,DES ACACIAS,93800,EPINAY SUR SEINE,93,Maison,103,4,214,2024
279000,11,RUE,DES POILUS,93700,DRANCY,93,Dépendance,0,0,339,2024
279000,11,RUE,DES POILUS,93700,DRANCY,93,Maison,65,2,339,2024
290000,36,RUE,EDOUARD VAILLANT,93380,PIERREFITTE-SUR-SEINE,93,Dépendance,0,0,140,2024
290000,36,RUE,EDOUARD VAILLANT,93380,PIERREFITTE-SUR-SEINE,93,Maison,81,4,140,2024
290000,86,ALL,LEDRU ROLLIN,93190,LIVRY-GARGAN,93,Maison,79,4,328,2024
270000,18,RUE,LEON BOURGEOIS,93270,SEVRAN,93,Maison,81,4,282,2024
60000,59,RUE,HEURTAULT,93300,AUBERVILLIERS,93,Dépendance,0,0,9,2024
280000,17,RUE,JOE CARMAN,93140,BONDY,93,Maison,83,4,162,2024
330000,47,AV,DES COQUELICOTS,93370,MONTFERMEIL,93,Maison,69,5,500,2024
253000,13,BD,LOUIS ARMAND,93330,NEUILLY-SUR-MARNE,93,Dépendance,0,0,382,2024
253000,13,BD,LOUIS ARMAND,93330,NEUILLY-SUR-MARNE,93,Maison,76,4,382,2024
350000,22,RUE,GEORGES BIZET,93200,SAINT-DENIS,93,Maison,95,4,124,2024
345000,26,VLA,DES JONCHEROLLES,93200,SAINT-DENIS,93,Maison,76,5,224,2024
278500,9,RUE,DE PIMODAN,93600,AULNAY SOUS BOIS,93,Maison,72,4,117,2024
155000,31,AV,MAUROUARD,93190,LIVRY-GARGAN,93,Maison,68,3,538,2024
333000,4,VLA,DU BEL AIR,93800,EPINAY SUR SEINE,93,Maison,76,5,319,2024
333000,4,VLA,DU BEL AIR,93800,EPINAY SUR SEINE,93,Dépendance,0,0,319,2024
418000,32,RUE,CAMELINAT,93100,MONTREUIL,93,Maison,93,5,600,2024
350000,14,AV,DE ROME,93150,LE BLANC-MESNIL,93,Maison,80,4,532,2024
350000,14,AV,DE ROME,93150,LE BLANC-MESNIL,93,Dépendance,0,0,532,2024
415000,85,RUE,HEURTAULT,93300,AUBERVILLIERS,93,Maison,121,4,154,2024
599595,16,RUE,JEAN LEMOINE,93230,ROMAINVILLE,93,Maison,123,5,135,2024
599595,16,RUE,JEAN LEMOINE,93230,ROMAINVILLE,93,Dépendance,0,0,135,2024
110000,16,RUE,RABELAIS,93100,MONTREUIL,93,Appartement,19,1,183,2024
110000,16,RUE,RABELAIS,93100,MONTREUIL,93,Appartement,40,2,183,2024
110000,16,RUE,RABELAIS,93100,MONTREUIL,93,Appartement,28,2,183,2024
110000,16,RUE,RABELAIS,93100,MONTREUIL,93,Dépendance,0,0,183,2024
110000,16,RUE,RABELAIS,93100,MONTREUIL,93,Appartement,36,2,183,2024
250000,10,RUE,COLBERT,93300,AUBERVILLIERS,93,Maison,80,4,169,2024
480000,26,RUE,DU COMMANDANT DELESQUE,93150,LE BLANC-MESNIL,93,Dépendance,0,0,437,2024
480000,26,RUE,DU COMMANDANT DELESQUE,93150,LE BLANC-MESNIL,93,Appartement,92,4,437,2024
480000,26,RUE,DU COMMANDANT DELESQUE,93150,LE BLANC-MESNIL,93,Appartement,35,2,437,2024
514200,26,ALL,CIRCULAIRE,93600,AULNAY SOUS BOIS,93,Maison,180,8,736,2024
400000,12,ALL,SUZIE,93190,LIVRY-GARGAN,93,Maison,76,4,643,2024
430000,62,RUE,CONTANT,93220,GAGNY,93,Maison,75,3,656,2024
779650,51,AV,CARNOT,93360,NEUILLY-PLAISANCE,93,Dépendance,0,0,252,2024
