property_value,street_number,street_type,street_name,postal_code,town_name,department_code,property_type,building_area,main_rooms,land_area,year
590825,33,RUE,HOCHE,94210,SAINT-MAUR-DES-FOSSES,94,Maison,71,2,329,2024
219800,5,ALL,DES ACACIAS,94440,VILLECRESNES,94,Maison,40,2,427,2024
360000,27,RUE,JULIEN CHAILLIOUX,94260,FRESNES,94,Dépendance,0,0,467,2024
360000,27,RUE,JULIEN CHAILLIOUX,94260,FRESNES,94,Maison,56,4,467,2024
1060000,10,AV,RATEL,94340,JOINVILLE-LE-PONT,94,Maison,166,6,230,2024
1060000,10,AV,RATEL,94340,JOINVILLE-LE-PONT,94,Maison,62,2,230,2024
2022000,13,RUE,DELESCLUZE,94270,LE KREMLIN-BICETRE,94,Local industriel. commercial ou assimilé,941,0,713,2024
985085,14,RUE,CASTEL,94120,FONTENAY-SOUS-BOIS,94,Maison,88,4,229,2024
403900,21,RUE,DENIS DIDEROT,94880,NOISEAU,94,Maison,106,6,357,2024
480000,6,RUE,DU GAL SARRAIL,94000,CRETEIL,94,Maison,70,4,403,2024
269300,15,RUE,ETIENNE DOLET,94100,SAINT-MAUR-DES-FOSSES,94,Maison,44,2,77,2024
317060,34,AV,RAYMOND POINCARE,94600,CHOISY-LE-ROI,94,Dépendance,0,0,312,2024
317060,34,AV,RAYMOND POINCARE,94600,CHOISY-LE-ROI,94,Maison,65,2,312,2024
195000,22,RUE,DE L ETANG,94500,CHAMPIGNY-SUR-MARNE,94,Maison,75,3,380,2024
330000,64,RUE,MOLIERE,94370,SUCY-EN-BRIE,94,Maison,62,3,390,2024
330000,64,RUE,MOLIERE,94370,SUCY-EN-BRIE,94,Dépendance,0,0,390,2024
590000,9,RUE,PAUL ROGER,94370,SUCY-EN-BRIE,94,Maison,116,4,428,2024
185000,7,RUE,ALEXANDRE RIBOT,94290,VILLENEUVE-LE-ROI,94,Dépendance,0,0,303,2024
185000,7,RUE,ALEXANDRE RIBOT,94290,VILLENEUVE-LE-ROI,94,Maison,54,4,303,2024
250000,16,ALL,DES MERISIERS,94510,LA QUEUE-EN-BRIE,94,Maison,83,4,108,2024
1040000,12,RUE,DU TEMPLE,94100,SAINT-MAUR-DES-FOSSES,94,Dépendance,0,0,452,2024
1040000,12,RUE,DU TEMPLE,94100,SAINT-MAUR-DES-FOSSES,94,Maison,155,5,452,2024
830000,34,RUE,EPOIGNY,94120,FONTENAY-SOUS-BOIS,94,Maison,92,4,122,2024
292000,34,AV,DE LA RESISTANCE,94430,CHENNEVIERES SUR MARNE,94,Maison,67,2,270,2024
292000,34,AV,DE LA RESISTANCE,94430,CHENNEVIERES SUR MARNE,94,Dépendance,0,0,270,2024
565000,13,RUE,DU CLOS DES NOYERS,94700,MAISONS-ALFORT,94,Maison,85,5,417,2024
399000,11,RUE,DE L AVENIR,94510,LA QUEUE-EN-BRIE,94,Maison,99,4,373,2024
720000,55,RUE,JEAN FRANCOIS MARMONTEL,94320,THIAIS,94,Maison,249,5,713,2024
340000,15,AV,DU PDT WILSON,94450,LIMEIL-BREVANNES,94,Dépendance,0,0,265,2024
340000,15,AV,DU PDT WILSON,94450,LIMEIL-BREVANNES,94,Maison,90,5,265,2024
465000,26,RUE,SAVORNIN,94240,L'HAY-LES-ROSES,94,Maison,57,3,261,2024
1335000,4,RUE,DU BAC,94220,CHARENTON-LE-PONT,94,Maison,146,6,210,2024
390000,13,AV,DU PROPHETE,94420,LE PLESSIS-TREVISE,94,Maison,120,6,473,2024
1340000,8,RUE,BOSCHOT,94120,FONTENAY-SOUS-BOIS,94,Local industriel. commercial ou assimilé,194,0,515,2024
325000,10,RUE,JEAN CHARCOT,94490,ORMESSON-SUR-MARNE,94,Maison,53,3,123,2024
325000,10,RUE,JEAN CHARCOT,94490,ORMESSON-SUR-MARNE,94,Dépendance,0,0,123,2024
410000,141,AV,DE LA MARECHALE,94420,LE PLESSIS-TREVISE,94,Dépendance,0,0,392,2024
410000,141,AV,DE LA MARECHALE,94420,LE PLESSIS-TREVISE,94,Maison,115,5,392,2024
202690,51,AV,MARCEL DAVID,94600,CHOISY-LE-ROI,94,Maison,49,2,213,2024
290000,15,CHE,DU VIEUX COLOMBIER,94470,BOISSY-SAINT-LEGER,94,Maison,54,3,799,2024
290000,15,CHE,DU VIEUX COLOMBIER,94470,BOISSY-SAINT-LEGER,94,Dépendance,0,0,39,2024
290000,15,CHE,DU VIEUX COLOMBIER,94470,BOISSY-SAINT-LEGER,94,Maison,54,3,39,2024
290000,15,CHE,DU VIEUX COLOMBIER,94470,BOISSY-SAINT-LEGER,94,Dépendance,0,0,799,2024
2300000,80,RTE,DE LA LIBERATION,94430,CHENNEVIERES SUR MARNE,94,Local industriel. commercial ou assimilé,431,0,2827,2024
2300000,80,RTE,DE LA LIBERATION,94430,CHENNEVIERES SUR MARNE,94,Local industriel. commercial ou assimilé,1864,0,2827,2024
2300000,102,RTE,DE LA LIBERATION,94430,CHENNEVIERES SUR MARNE,94,Local industriel. commercial ou assimilé,2158,0,1047,2024
485000,25,RUE,DE LILLE,94700,MAISONS-ALFORT,94,Dépendance,0,0,343,2024
485000,25,RUE,DE LILLE,94700,MAISONS-ALFORT,94,Maison,67,4,343,2024
475000,46,AV,MAL DE LATTRE DE TASSIGNY,94350,VILLIERS-SUR-MARNE,94,Local industriel. commercial ou assimilé,140,0,512,2024
405660,72,RUE,SAINT HILAIRE,94210,SAINT-MAUR-DES-FOSSES,94,Maison,45,4,428,2024
271000,36,AV,EMILE RENAUD,94430,CHENNEVIERES SUR MARNE,94,Maison,70,4,300,2024
271000,36,AV,EMILE RENAUD,94430,CHENNEVIERES SUR MARNE,94,Dépendance,0,0,300,2024
749000,125,AV,ANDRE ROUY,94350,VILLIERS-SUR-MARNE,94,Maison,170,9,713,2024
930000,5,VLA,COTEAU,94120,FONTENAY-SOUS-BOIS,94,Maison,94,2,265,2024
360000,15,RUE,MARGUERITES,94400,VITRY-SUR-SEINE,94,Maison,55,2,208,2024
360000,15,RUE,MARGUERITES,94400,VITRY-SUR-SEINE,94,Dépendance,0,0,208,2024
595000,134,RUE,TALMA,94400,VITRY-SUR-SEINE,94,Maison,112,6,282,2024
595000,134,RUE,TALMA,94400,VITRY-SUR-SEINE,94,Dépendance,0,0,282,2024
658000,18,RUE,RASPAIL,94140,ALFORTVILLE,94,Dépendance,0,0,241,2024
658000,18,RUE,RASPAIL,94140,ALFORTVILLE,94,Maison,52,3,241,2024
816500,84,AV,DU GENERAL LECLERC,94100,SAINT-MAUR-DES-FOSSES,94,Dépendance,0,0,304,2024
816500,84,AV,DU GENERAL LECLERC,94100,SAINT-MAUR-DES-FOSSES,94,Maison,138,6,304,2024
360000,30,RUE,HENRI BARBUSSE,94450,LIMEIL-BREVANNES,94,Local industriel. commercial ou assimilé,77,0,42,2024
360000,30,RUE,HENRI BARBUSSE,94450,LIMEIL-BREVANNES,94,Appartement,36,1,42,2024
360000,30,RUE,HENRI BARBUSSE,94450,LIMEIL-BREVANNES,94,Appartement,40,2,42,2024
295000,104,RUE,PAUL VAILLANT COUTURIER,94310,ORLY,94,Dépendance,0,0,196,2024
295000,104,RUE,PAUL VAILLANT COUTURIER,94310,ORLY,94,Maison,66,3,196,2024
485000,57,RUE,DU GAL DE GAULLE,94430,CHENNEVIERES SUR MARNE,94,Appartement,46,2,80,2024
485000,57,RUE,DU GAL DE GAULLE,94430,CHENNEVIERES SUR MARNE,94,Appartement,65,4,80,2024
485000,57,RUE,DU GAL DE GAULLE,94430,CHENNEVIERES SUR MARNE,94,Appartement,32,2,80,2024
485000,57,RUE,DU GAL DE GAULLE,94430,CHENNEVIERES SUR MARNE,94,Dépendance,0,0,80,2024
820000,53,AV,DE CONDE,94100,SAINT-MAUR-DES-FOSSES,94,Maison,109,5,396,2024
