property_value,postal_code,town_name,department_code,property_type,building_area,main_rooms,land_area,year
"305000,00",77000.0,ROCHETTE(LA),77,Maison,87.0,5.0,628.0,2024
"571500,00",77710.0,LORREZ-LE-BOCAGE-PREAUX,77,Maison,194.0,7.0,1300.0,2024
"236000,00",77250.0,VILLECERF,77,Dépendance,0.0,0.0,720.0,2024
"236000,00",77250.0,VILLECERF,77,Maison,120.0,4.0,720.0,2024
"322200,00",77390.0,CRISENOY,77,Maison,100.0,5.0,627.0,2024
"270000,00",77170.0,SERVON,77,Dépendance,0.0,0.0,425.0,2024
"270000,00",77170.0,SERVON,77,Maison,85.0,4.0,425.0,2024
"319450,00",77380.0,COMBS LA VILLE,77,Maison,88.0,4.0,424.0,2024
"784130,00",77170.0,BRIE COMTE ROBERT,77,Maison,102.0,6.0,568.0,2024
"784130,00",77170.0,BRIE COMTE ROBERT,77,Dépendance,0.0,0.0,568.0,2024
"174300,00",77570.0,CHATEAU-LANDON,77,Dépendance,0.0,0.0,288.0,2024
"174300,00",77570.0,CHATEAU-LANDON,77,Maison,70.0,3.0,288.0,2024
"185000,00",77710.0,LORREZ-LE-BOCAGE-PREAUX,77,Maison,94.0,5.0,513.0,2024
"185000,00",77710.0,LORREZ-LE-BOCAGE-PREAUX,77,Dépendance,0.0,0.0,513.0,2024
"267250,00",77930.0,PERTHES,77,Maison,76.0,4.0,311.0,2024
"235000,00",77240.0,CESSON,77,Maison,60.0,3.0,359.0,2024
"235000,00",77240.0,CESSON,77,Dépendance,0.0,0.0,359.0,2024
"271000,00",77170.0,SERVON,77,Maison,43.0,3.0,500.0,2024
"443600,00",77930.0,PERTHES,77,Dépendance,0.0,0.0,767.0,2024
"443600,00",77930.0,PERTHES,77,Maison,130.0,5.0,500.0,2024
"443600,00",77930.0,PERTHES,77,Dépendance,0.0,0.0,500.0,2024
"443600,00",77930.0,PERTHES,77,Maison,130.0,5.0,767.0,2024
"693237,60",77130.0,VARENNES-SUR-SEINE,77,Local industriel. commercial ou assimilé,0.0,0.0,6368.0,2024
"127000,00",77620.0,EGREVILLE,77,Dépendance,0.0,0.0,98.0,2024
"127000,00",77620.0,EGREVILLE,77,Maison,90.0,4.0,98.0,2024
"360000,00",77310.0,SAINT-FARGEAU-PONTHIERRY,77,Maison,121.0,6.0,500.0,2024
"215500,00",77240.0,CESSON,77,Maison,92.0,5.0,167.0,2024
"449200,00",77690.0,MONTIGNY-SUR-LOING,77,Maison,110.0,4.0,825.0,2024
"200000,00",77690.0,MONTIGNY-SUR-LOING,77,Dépendance,0.0,0.0,685.0,2024
"143000,00",77710.0,PALEY,77,Maison,111.0,6.0,500.0,2024
"143000,00",77710.0,PALEY,77,Maison,111.0,6.0,674.0,2024
"8000351,00",77390.0,CHAUMES-EN-BRIE,77,Dépendance,0.0,0.0,4055.0,2024
"8000351,00",77390.0,CHAUMES-EN-BRIE,77,Appartement,71.0,4.0,4055.0,2024
