transaction_date,transaction_type,property_value,street_number,street_type,street_name,postal_code,town_name,department_code,town_code,property_type_code,property_type,building_area,main_rooms,land_area
03/01/2024,Vente,590825,33,RUE,HOCHE,94210,SAINT-MAUR-DES-FOSSES,94,68,1,Maison,71,2,329
05/01/2024,Vente,219800,5,ALL,DES ACACIAS,94440,VILLECRESNES,94,75,1,Maison,40,2,427
04/01/2024,Vente,360000,27,RUE,JULIEN CHAILLIOUX,94260,FRESNES,94,34,3,Dépendance,0,0,467
04/01/2024,Vente,360000,27,RUE,JULIEN CHAILLIOUX,94260,FRESNES,94,34,1,Maison,56,4,467
05/01/2024,Vente,1060000,10,AV,RATEL,94340,JOINVILLE-LE-PONT,94,42,1,Maison,166,6,230
05/01/2024,Vente,1060000,10,AV,RATEL,94340,JOINVILLE-LE-PONT,94,42,1,Maison,62,2,230
08/01/2024,Vente,2022000,13,RUE,DELESCLUZE,94270,LE KREMLIN-BICETRE,94,43,4,Local industriel. commercial ou assimilé,941,0,713
09/01/2024,Vente,985085,14,RUE,CASTEL,94120,FONTENAY-SOUS-BOIS,94,33,1,Maison,88,4,229
04/01/2024,Vente,403900,21,RUE,DENIS DIDEROT,94880,NOISEAU,94,53,1,Maison,106,6,357
12/01/2024,Vente,480000,6,RUE,DU GAL SARRAIL,94000,CRETEIL,94,28,1,Maison,70,4,403
08/01/2024,Vente,269300,15,RUE,ETIENNE DOLET,94100,SAINT-MAUR-DES-FOSSES,94,68,1,Maison,44,2,77
05/01/2024,Vente,317060,34,AV,RAYMOND POINCARE,94600,CHOISY-LE-ROI,94,22,3,Dépendance,0,0,312
05/01/2024,Vente,317060,34,AV,RAYMOND POINCARE,94600,CHOISY-LE-ROI,94,22,1,Maison,65,2,312
05/01/2024,Vente,195000,22,RUE,DE L ETANG,94500,CHAMPIGNY-SUR-MARNE,94,17,1,Maison,75,3,380
12/01/2024,Vente,330000,64,RUE,MOLIERE,94370,SUCY-EN-BRIE,94,71,1,Maison,62,3,390
12/01/2024,Vente,330000,64,RUE,MOLIERE,94370,SUCY-EN-BRIE,94,71,3,Dépendance,0,0,390
12/01/2024,Vente,590000,9,RUE,PAUL ROGER,94370,SUCY-EN-BRIE,94,71,1,Maison,116,4,428
