transaction_date,transaction_type,property_value,street_number,street_type,street_name,postal_code,town_name,department_code,town_code,property_type_code,property_type,building_area,main_rooms,land_area
05/01/2024,Vente,200000,20,SEN,STE DES LIBOUX,95320,ST LEU LA FORET,95,563,1,Maison,36,2,411
05/01/2024,Vente,200000,20,SEN,STE DES LIBOUX,95320,ST LEU LA FORET,95,563,1,Maison,33,2,411
08/01/2024,Vente,345000,11,RUE,ALEXANDRE PRACHAY,95340,PERSAN,95,487,1,Maison,180,6,722
05/01/2024,Vente,96134,36,AV,DU MARECHAL JOFFRE,95100,ARGENTEUIL,95,18,1,Maison,102,4,257
10/01/2024,Vente,442690,56,ALL,DES FOUGERES,95220,HERBLAY-SUR-SEINE,95,306,1,Maison,164,7,446
10/01/2024,Vente,425000,31,RUE,DU POIRIER AUX CHATS,95270,LUZARCHES,95,352,1,Maison,95,4,500
02/01/2024,Vente,350000,4,IMP,DE L AUBETTE,95420,MAGNY-EN-VEXIN,95,355,4,Local industriel. commercial ou assimilé,1330,0,2386
03/01/2024,Vente,164300,28,RUE,DES COURTILS,95800,CERGY,95,127,1,Maison,69,3,130
05/01/2024,Vente,430000,17,RUE,FREDERIC CHOPIN,95220,HERBLAY-SUR-SEINE,95,306,1,Maison,88,5,454
05/01/2024,Vente,416000,12,RUE,DE LA CROIX SAINT GEORGES,95270,BELLOY-EN-FRANCE,95,56,1,Maison,119,5,600
08/01/2024,Vente,378000,10,ALL,DU CHAMP BARBIER,95410,GROSLAY,95,288,1,Maison,116,4,262
08/01/2024,Vente,272000,6,AV,LOUISE,95220,HERBLAY-SUR-SEINE,95,306,1,Maison,59,3,417
05/01/2024,Vente,285000,33,RUE,VICTOR HUGO,95480,PIERRELAYE,95,488,3,Dépendance,0,0,313
05/01/2024,Vente,285000,33,RUE,VICTOR HUGO,95480,PIERRELAYE,95,488,1,Maison,90,4,313
08/01/2024,Vente,83275,8,AV,DES MILLONNETS,95510,VETHEUIL,95,651,3,Dépendance,0,0,473
05/01/2024,Vente,345000,7,RUE,ANATOLE LUCAS,95100,ARGENTEUIL,95,18,1,Maison,18,1,251
05/01/2024,Vente,345000,7,RUE,ANATOLE LUCAS,95100,ARGENTEUIL,95,18,1,Maison,78,3,251
10/01/2024,Vente,300000,5,RUE,ROMY SCHNEIDER,95190,GOUSSAINVILLE,95,280,1,Maison,61,2,301
09/01/2024,Vente,525000,6,SEN,DE LA TOUR FINE,95220,HERBLAY-SUR-SEINE,95,306,1,Maison,83,4,465
09/01/2024,Vente,345000,5,RUE,GUYNEMER,95150,TAVERNY,95,607,1,Maison,72,4,420
05/01/2024,Vente,500000,13,RUE,ROBIN,95880,ENGHIEN LES BAINS,95,210,1,Maison,63,4,256
05/01/2024,Vente,376000,26,RUE,DE LA COTE A PIGEON,95420,SAINT-GERVAIS,95,554,3,Dépendance,0,0,325
05/01/2024,Vente,376000,26,RUE,DE LA COTE A PIGEON,95420,SAINT-GERVAIS,95,554,1,Maison,100,3,325
03/01/2024,Vente,185000,3,RUE,DU BAC,95630,MERIEL,95,392,1,Maison,123,4,39
03/01/2024,Vente,185000,3,RUE,DU BAC,95630,MERIEL,95,392,3,Dépendance,0,0,39
09/01/2024,Vente,489000,86,QUAI,DE SEINE,95530,LA FRETTE-SUR-SEINE,95,257,1,Maison,90,5,205
