transaction_date,transaction_type,property_value,postal_code,town_name,department_code,town_code,property_type_code,property_type,building_area,main_rooms,land_area
05/01/2024,Vente,1350000,75020,PARIS 20,75,120,4,Local industriel. commercial ou assimilé,135,0,124
19/01/2024,Vente,2865000,75002,PARIS 02,75,102,4,Local industriel. commercial ou assimilé,27,0,69
19/01/2024,Vente,2865000,75002,PARIS 02,75,102,2,Appartement,43,2,69
19/01/2024,Vente,2865000,75002,PARIS 02,75,102,2,Appartement,44,2,69
19/01/2024,Vente,2865000,75002,PARIS 02,75,102,2,Appartement,107,5,69
08/01/2024,Vente,399257,75018,PARIS 18,75,118,2,Appartement,41,2,152
08/01/2024,Vente,399257,75018,PARIS 18,75,118,2,Appartement,25,1,152
08/01/2024,Vente,399257,75018,PARIS 18,75,118,2,Appartement,29,2,152
08/01/2024,Vente,399257,75018,PARIS 18,75,118,2,Appartement,8,1,152
08/01/2024,Vente,399257,75018,PARIS 18,75,118,2,Appartement,21,1,152
08/01/2024,Vente,399257,75018,PARIS 18,75,118,2,Appartement,24,1,152
08/01/2024,Vente,399257,75018,PARIS 18,75,118,2,Appartement,27,1,152
08/01/2024,Vente,399257,75018,PARIS 18,75,118,3,Dépendance,0,0,152
08/01/2024,Vente,399257,75018,PARIS 18,75,118,2,Appartement,40,3,152
08/01/2024,Vente,399257,75018,PARIS 18,75,118,2,Appartement,28,1,152
08/01/2024,Vente,399257,75018,PARIS 18,75,118,2,Appartement,10,1,152
08/01/2024,Vente,399257,75018,PARIS 18,75,118,2,Appartement,29,1,152
26/01/2024,Vente,2350000,75018,PARIS 18,75,118,4,Local industriel. commercial ou assimilé,247,0,102
29/01/2024,Vente,1350000,75018,PARIS 18,75,118,4,Local industriel. commercial ou assimilé,49,0,122
29/01/2024,Vente,1350000,75018,PARIS 18,75,118,4,Local industriel. commercial ou assimilé,296,0,122
11/01/2024,Vente,922000,75018,PARIS 18,75,118,1,Maison,150,3,67
29/01/2024,Vente,12977637,75003,PARIS 03,75,103,2,Appartement,15,1,299
29/01/2024,Vente,12977637,75003,PARIS 03,75,103,2,Appartement,26,1,299
29/01/2024,Vente,12977637,75003,PARIS 03,75,103,2,Appartement,40,2,299
29/01/2024,Vente,12977637,75003,PARIS 03,75,103,2,Appartement,65,3,299
29/01/2024,Vente,12977637,75003,PARIS 03,75,103,2,Appartement,35,1,299
29/01/2024,Vente,12977637,75003,PARIS 03,75,103,2,Appartement,13,1,299
29/01/2024,Vente,12977637,75003,PARIS 03,75,103,4,Local industriel. commercial ou assimilé,62,0,299
29/01/2024,Vente,12977637,75003,PARIS 03,75,103,4,Local industriel. commercial ou assimilé,54,0,299
29/01/2024,Vente,12977637,75003,PARIS 03,75,103,4,Local industriel. commercial ou assimilé,65,0,299
29/01/2024,Vente,12977637,75003,PARIS 03,75,103,4,Local industriel. commercial ou assimilé,75,0,299
29/01/2024,Vente,12977637,75003,PARIS 03,75,103,2,Appartement,42,2,299
25/01/2024,Vente,88500,75019,PARIS 19,75,119,4,Local industriel. commercial ou assimilé,70,0,121
18/01/2024,Vente,1970210,75019,PARIS 19,75,119,3,Dépendance,0,0,154
18/01/2024,Vente,1970210,75019,PARIS 19,75,119,1,Maison,157,5,154
23/01/2024,Vente,7500000,75018,PARIS 18,75,118,4,Local industriel. commercial ou assimilé,3489,0,1717
02/02/2024,Vente,5600000,75003,PARIS 03,75,103,2,Appartement,25,1,361
02/02/2024,Vente,5600000,75003,PARIS 03,75,103,4,Local industriel. commercial ou assimilé,52,0,361
02/02/2024,Vente,5600000,75003,PARIS 03,75,103,4,Local industriel. commercial ou assimilé,359,0,361
02/02/2024,Vente,5600000,75003,PARIS 03,75,103,4,Local industriel. commercial ou assimilé,83,0,361
02/02/2024,Vente,5600000,75003,PARIS 03,75,103,3,Dépendance,0,0,361
02/02/2024,Vente,5600000,75003,PARIS 03,75,103,2,Appartement,26,2,361
02/02/2024,Vente,5600000,75003,PARIS 03,75,103,2,Appartement,50,2,361
02/02/2024,Vente,5600000,75003,PARIS 03,75,103,2,Appartement,29,2,361
02/02/2024,Vente,5600000,75003,PARIS 03,75,103,4,Local industriel. commercial ou assimilé,84,0,361
19/01/2024,Vente,4000000,75017,PARIS 17,75,117,4,Local industriel. commercial ou assimilé,360,0,165
15/02/2024,Vente,32805910,75010,PARIS 10,75,110,4,Local industriel. commercial ou assimilé,8720,0,1656
15/02/2024,Vente,32805910,75010,PARIS 10,75,110,4,Local industriel. commercial ou assimilé,303,0,1656
15/02/2024,Vente,32805910,75010,PARIS 10,75,110,4,Local industriel. commercial ou assimilé,3272,0,1656
31/01/2024,Vente,220000,75010,PARIS 10,75,110,3,Dépendance,0,0,475
31/01/2024,Vente,220000,75010,PARIS 10,75,110,2,Appartement,35,1,475
31/01/2024,Vente,220000,75010,PARIS 10,75,110,2,Appartement,147,4,475
31/01/2024,Vente,220000,75010,PARIS 10,75,110,2,Appartement,161,4,475
31/01/2024,Vente,220000,75010,PARIS 10,75,110,2,Appartement,159,4,475
31/01/2024,Vente,220000,75010,PARIS 10,75,110,2,Appartement,162,4,475
31/01/2024,Vente,220000,75010,PARIS 10,75,110,2,Appartement,79,3,475
31/01/2024,Vente,220000,75010,PARIS 10,75,110,2,Appartement,41,3,475
31/01/2024,Vente,220000,75010,PARIS 10,75,110,4,Local industriel. commercial ou assimilé,841,0,475
12/02/2024,Vente,21415000,75004,PARIS 04,75,104,2,Appartement,46,2,508
12/02/2024,Vente,21415000,75004,PARIS 04,75,104,2,Appartement,105,4,508
