transaction_date,transaction_type,property_value,postal_code,town_name,department_code,town_code,property_type_code,property_type,building_area,main_rooms,land_area
14/01/2022,Vente,328700,77310,BOISSISE-LE-ROI,77,40,1,Maison,86,4,279
14/01/2022,Vente,508500,77166,EVRY-GREGY-SUR-YERRE,77,175,1,Maison,146,6,500
14/01/2022,Vente,508500,77166,EVRY-GREGY-SUR-YERRE,77,175,1,Maison,146,6,268
07/01/2022,Vente,235000,77940,THOURY FEROTTES,77,465,1,Maison,90,4,1141
15/01/2022,Vente,231000,77620,EGREVILLE,77,168,1,Maison,67,4,410
15/01/2022,Vente,231000,77620,EGREVILLE,77,168,1,Maison,67,4,500
07/01/2022,Vente,515000,77123,NOISY-SUR-ECOLE,77,339,3,Dépendance,0,0,250
07/01/2022,Vente,515000,77123,NOISY-SUR-ECOLE,77,339,1,Maison,101,4,800
07/01/2022,Vente,515000,77123,NOISY-SUR-ECOLE,77,339,3,Dépendance,0,0,800
07/01/2022,Vente,515000,77123,NOISY-SUR-ECOLE,77,339,1,Maison,101,4,1950
07/01/2022,Vente,515000,77123,NOISY-SUR-ECOLE,77,339,3,Dépendance,0,0,1950
07/01/2022,Vente,515000,77123,NOISY-SUR-ECOLE,77,339,1,Maison,101,4,250
11/01/2022,Vente,395550,77000,LIVRY-SUR-SEINE,77,255,1,Maison,122,5,298
15/01/2022,Vente,400000,77220,GRETZ-ARMAINVILLIERS,77,215,1,Maison,130,7,253
14/01/2022,Vente,640000,77920,SAMOIS SUR SEINE,77,441,1,Maison,100,4,512
14/01/2022,Vente,640000,77920,SAMOIS SUR SEINE,77,441,4,Local industriel. commercial ou assimilé,70,0,512
14/01/2022,Vente,975000,77350,LE MEE SUR SEINE,77,285,1,Maison,200,7,2456
14/01/2022,Vente,975000,77350,LE MEE SUR SEINE,77,285,1,Maison,200,7,500
