property_value,postal_code,department_code,town_code,property_type_code,building_area,main_rooms,land_area
"504000,00",94500.0,94,17,1.0,75.0,4.0,232.0
"687000,00",94100.0,94,68,1.0,50.0,4.0,200.0
"490000,00",94800.0,94,76,1.0,58.0,3.0,377.0
"500000,00",94240.0,94,38,1.0,90.0,4.0,223.0
"512000,00",94260.0,94,34,3.0,0.0,0.0,344.0
"512000,00",94260.0,94,34,1.0,105.0,5.0,344.0
"973300,00",94100.0,94,68,3.0,0.0,0.0,588.0
"973300,00",94100.0,94,68,1.0,84.0,4.0,588.0
"315000,00",94800.0,94,76,1.0,60.0,4.0,226.0
"458000,00",94500.0,94,17,1.0,67.0,4.0,99.0
"1329750,00",94500.0,94,17,2.0,45.0,3.0,295.0
"1329750,00",94500.0,94,17,2.0,120.0,3.0,295.0
"1329750,00",94500.0,94,17,3.0,0.0,0.0,295.0
"432000,00",94600.0,94,22,1.0,60.0,4.0,300.0
"432000,00",94600.0,94,22,3.0,0.0,0.0,300.0
"320000,00",94190.0,94,78,1.0,55.0,4.0,533.0
"480000,00",94130.0,94,52,3.0,0.0,0.0,263.0
"480000,00",94130.0,94,52,1.0,88.0,3.0,263.0
"1893040,00",94440.0,94,70,1.0,320.0,6.0,1000.0
"1893040,00",94440.0,94,70,1.0,320.0,6.0,524.0
"180000,00",94470.0,94,4,3.0,0.0,0.0,805.0
"180000,00",94470.0,94,4,1.0,68.0,3.0,805.0
"435000,00",94170.0,94,58,1.0,80.0,3.0,343.0
"435000,00",94170.0,94,58,3.0,0.0,0.0,343.0
"570000,00",94500.0,94,17,1.0,112.0,4.0,678.0
"140000,00",94190.0,94,78,3.0,0.0,0.0,12.0
"1700000,00",94130.0,94,52,1.0,150.0,4.0,292.0
"465000,00",94100.0,94,68,1.0,85.0,3.0,244.0
"465000,00",94100.0,94,68,3.0,0.0,0.0,244.0
"110000,00",94190.0,94,78,1.0,80.0,3.0,297.0
"980000,00",94340.0,94,42,1.0,175.0,5.0,165.0
"500000,00",94350.0,94,79,4.0,60.0,0.0,76.0
"1330000,00",94100.0,94,68,3.0,0.0,0.0,243.0
"1330000,00",94100.0,94,68,1.0,160.0,7.0,243.0
"420000,00",94380.0,94,11,1.0,44.0,2.0,595.0
"420000,00",94380.0,94,11,1.0,44.0,2.0,71.0
"505500,00",94000.0,94,28,1.0,60.0,3.0,216.0
"420000,00",94380.0,94,11,1.0,88.0,5.0,172.0
"445000,00",94400.0,94,81,1.0,56.0,4.0,356.0
"710000,00",94000.0,94,28,1.0,114.0,6.0,437.0
"1194500,00",94210.0,94,68,1.0,177.0,5.0,797.0
"2010000,00",94170.0,94,58,1.0,227.0,8.0,500.0
"2010000,00",94170.0,94,58,3.0,0.0,0.0,500.0
"2010000,00",94170.0,94,58,3.0,0.0,0.0,311.0
"2010000,00",94170.0,94,58,1.0,227.0,8.0,311.0
"780000,00",94800.0,94,76,1.0,140.0,4.0,500.0
"524340,00",94110.0,94,3,1.0,91.0,7.0,105.0
"1330000,00",94100.0,94,68,1.0,167.0,5.0,475.0
"390500,00",94310.0,94,54,1.0,73.0,5.0,551.0
"280000,00",94450.0,94,44,1.0,48.0,3.0,371.0
"160000,00",94290.0,94,77,3.0,0.0,0.0,575.0
"493000,00",94490.0,94,55,1.0,120.0,5.0,249.0
"144000,00",94450.0,94,44,1.0,121.0,6.0,573.0
"370000,00",94210.0,94,68,3.0,0.0,0.0,258.0
"370000,00",94210.0,94,68,1.0,58.0,4.0,258.0
"490000,00",94320.0,94,73,1.0,94.0,4.0,274.0
"480510,00",94310.0,94,54,1.0,83.0,4.0,400.0
"340000,00",94370.0,94,71,1.0,46.0,3.0,214.0
"777000,00",94210.0,94,68,3.0,0.0,0.0,333.0
"777000,00",94210.0,94,68,1.0,90.0,4.0,333.0
"835000,00",94210.0,94,68,1.0,119.0,4.0,418.0
"300000,00",94400.0,94,81,3.0,0.0,0.0,460.0
"300000,00",94400.0,94,81,1.0,72.0,4.0,460.0
"300000,00",94400.0,94,81,1.0,65.0,2.0,460.0
"615000,00",94240.0,94,38,1.0,72.0,4.0,423.0
"615000,00",94240.0,94,38,3.0,0.0,0.0,423.0
"828000,00",94120.0,94,33,1.0,100.0,5.0,126.0
"487440,00",94240.0,94,38,1.0,96.0,3.0,308.0
"230000,00",94350.0,94,79,1.0,40.0,2.0,135.0
"230000,00",94350.0,94,79,3.0,0.0,0.0,135.0
"355000,00",94430.0,94,19,1.0,111.0,6.0,342.0
"355000,00",94430.0,94,19,3.0,0.0,0.0,342.0
"1100200,00",94210.0,94,68,1.0,150.0,5.0,417.0
"525000,00",94350.0,94,79,1.0,93.0,5.0,382.0
"369000,00",94350.0,94,79,1.0,76.0,4.0,193.0
"455000,00",94500.0,94,17,1.0,130.0,6.0,411.0
"455000,00",94500.0,94,17,3.0,0.0,0.0,411.0
"400000,00",94500.0,94,17,1.0,80.0,3.0,307.0
"175000,00",94190.0,94,78,1.0,44.0,3.0,200.0
"970000,00",94100.0,94,68,1.0,137.0,4.0,300.0
"584250,00",94170.0,94,58,1.0,105.0,4.0,250.0
"584250,00",94170.0,94,58,3.0,0.0,0.0,250.0
"819310,00",94370.0,94,71,1.0,177.0,6.0,604.0
"507000,00",94400.0,94,81,1.0,74.0,4.0,233.0
"160000,00",94290.0,94,77,1.0,56.0,3.0,430.0
"320000,00",94490.0,94,55,1.0,33.0,2.0,250.0
"637270,00",94500.0,94,17,1.0,80.0,3.0,140.0
"637270,00",94500.0,94,17,1.0,80.0,3.0,666.0
"410000,00",94290.0,94,77,1.0,84.0,3.0,400.0
"426215,00",94440.0,94,48,1.0,115.0,4.0,445.0
"358000,00",94510.0,94,60,1.0,82.0,4.0,481.0
"1000000,00",94370.0,94,71,3.0,0.0,0.0,670.0
"1000000,00",94370.0,94,71,1.0,175.0,7.0,670.0
"980500,00",94250.0,94,37,1.0,146.0,4.0,153.0
"549000,00",94700.0,94,46,3.0,0.0,0.0,265.0
"549000,00",94700.0,94,46,1.0,70.0,4.0,265.0
"220000,00",94290.0,94,77,1.0,62.0,3.0,299.0
"220000,00",94290.0,94,77,3.0,0.0,0.0,299.0
"94000,00",94400.0,94,81,2.0,16.0,1.0,83.0
"94000,00",94400.0,94,81,2.0,28.0,2.0,83.0
"723000,00",94150.0,94,65,1.0,151.0,6.0,272.0
"573200,00",94700.0,94,46,1.0,85.0,3.0,258.0
"626000,00",94430.0,94,19,3.0,0.0,0.0,273.0
"626000,00",94430.0,94,19,1.0,92.0,4.0,273.0
"365000,00",94460.0,94,74,1.0,171.0,7.0,415.0
"545000,00",94490.0,94,55,1.0,109.0,5.0,251.0
"315000,00",94400.0,94,81,1.0,132.0,6.0,226.0
"1170550,00",94340.0,94,42,1.0,143.0,5.0,272.0
"560000,00",94520.0,94,56,1.0,180.0,5.0,1011.0
"560000,00",94520.0,94,56,1.0,180.0,5.0,500.0
"370000,00",94310.0,94,54,1.0,70.0,4.0,228.0
"370000,00",94310.0,94,54,3.0,0.0,0.0,228.0
"613800,00",94600.0,94,22,3.0,0.0,0.0,534.0
"613800,00",94600.0,94,22,1.0,114.0,6.0,534.0
"2450000,00",94300.0,94,80,1.0,200.0,6.0,142.0
"605896,00",94400.0,94,81,1.0,114.0,5.0,400.0
"330000,00",94240.0,94,38,1.0,48.0,2.0,317.0
"330000,00",94240.0,94,38,3.0,0.0,0.0,317.0
"797400,00",94700.0,94,46,3.0,0.0,0.0,284.0
"797400,00",94700.0,94,46,1.0,110.0,5.0,284.0
"462200,00",94110.0,94,3,1.0,48.0,3.0,119.0
"400000,00",94100.0,94,68,1.0,46.0,3.0,225.0
"400000,00",94100.0,94,68,3.0,0.0,0.0,225.0
"768000,00",94240.0,94,38,3.0,0.0,0.0,364.0
"768000,00",94240.0,94,38,1.0,206.0,7.0,364.0
"465000,00",94500.0,94,17,1.0,140.0,5.0,285.0
"483000,00",94430.0,94,19,3.0,0.0,0.0,444.0
"483000,00",94430.0,94,19,1.0,84.0,4.0,444.0
"372500,00",94470.0,94,4,1.0,90.0,5.0,318.0
"400000,00",94100.0,94,68,1.0,35.0,3.0,126.0
"1520000,00",94100.0,94,68,3.0,0.0,0.0,617.0
"1520000,00",94100.0,94,68,1.0,102.0,6.0,617.0
"1520000,00",94100.0,94,68,1.0,45.0,2.0,617.0
"641000,00",94230.0,94,16,1.0,98.0,4.0,219.0
"889000,00",94170.0,94,58,3.0,0.0,0.0,492.0
"889000,00",94170.0,94,58,1.0,100.0,5.0,492.0
"570000,00",94550.0,94,21,2.0,25.0,1.0,348.0
"570000,00",94550.0,94,21,4.0,25.0,0.0,348.0
"570000,00",94550.0,94,21,2.0,31.0,1.0,348.0
"212000,00",94460.0,94,74,1.0,80.0,4.0,83.0
"465000,00",94470.0,94,4,1.0,139.0,5.0,337.0
"1046920,00",94120.0,94,33,3.0,0.0,0.0,104.0
"1046920,00",94120.0,94,33,1.0,150.0,5.0,104.0
"350000,00",94430.0,94,19,1.0,89.0,3.0,558.0
"644488,00",94500.0,94,17,1.0,104.0,5.0,298.0
"350000,00",94350.0,94,79,1.0,117.0,6.0,340.0
"620000,00",94210.0,94,68,1.0,118.0,6.0,591.0
"620000,00",94210.0,94,68,3.0,0.0,0.0,591.0
"466000,00",94800.0,94,76,1.0,65.0,3.0,251.0
"310000,00",94460.0,94,74,1.0,69.0,4.0,557.0
"229000,00",94290.0,94,77,1.0,50.0,2.0,369.0
"229000,00",94290.0,94,77,3.0,0.0,0.0,369.0
"470000,00",94800.0,94,76,1.0,76.0,4.0,444.0
"1211993,80",94100.0,94,68,1.0,139.0,6.0,158.0
"730000,00",94430.0,94,19,1.0,156.0,4.0,69.0
"730000,00",94430.0,94,19,1.0,156.0,4.0,500.0
"585888,00",94100.0,94,68,1.0,120.0,4.0,123.0
"1400000,00",94470.0,94,4,4.0,1574.0,0.0,618.0
"2119693,00",94190.0,94,78,2.0,35.0,1.0,895.0
"2119693,00",94190.0,94,78,4.0,241.0,0.0,895.0
"2119693,00",94190.0,94,78,2.0,30.0,1.0,895.0
"2119693,00",94190.0,94,78,2.0,40.0,2.0,895.0
"2119693,00",94190.0,94,78,3.0,0.0,0.0,895.0
"2119693,00",94190.0,94,78,3.0,0.0,0.0,783.0
"2119693,00",94190.0,94,78,2.0,29.0,2.0,783.0
"2119693,00",94190.0,94,78,2.0,34.0,2.0,783.0
"2119693,00",94190.0,94,78,2.0,27.0,2.0,783.0
"2119693,00",94190.0,94,78,2.0,117.0,4.0,783.0
"2119693,00",94190.0,94,78,4.0,28.0,0.0,783.0
"2119693,00",94190.0,94,78,4.0,127.0,0.0,783.0
"706000,00",94100.0,94,68,1.0,83.0,4.0,382.0
"425000,00",94550.0,94,21,1.0,74.0,4.0,250.0
"530000,00",94150.0,94,65,1.0,107.0,5.0,378.0
"345000,00",94600.0,94,22,1.0,81.0,4.0,448.0
"360000,00",94350.0,94,79,1.0,63.0,4.0,309.0
"430000,00",94140.0,94,2,1.0,42.0,4.0,173.0
"350000,00",94190.0,94,78,3.0,0.0,0.0,275.0
"350000,00",94190.0,94,78,1.0,60.0,3.0,275.0
"680000,00",94290.0,94,77,1.0,225.0,6.0,1130.0
"1180000,00",94100.0,94,68,1.0,132.0,6.0,625.0
"535000,00",94370.0,94,71,1.0,70.0,3.0,337.0
"1359353,60",94120.0,94,33,1.0,140.0,5.0,432.0
"1316000,00",94210.0,94,68,1.0,250.0,5.0,411.0
"378000,00",94600.0,94,22,3.0,0.0,0.0,329.0
"378000,00",94600.0,94,22,1.0,93.0,4.0,329.0
"350000,00",94500.0,94,17,3.0,0.0,0.0,340.0
"350000,00",94500.0,94,17,1.0,52.0,4.0,340.0
"350000,00",94500.0,94,17,1.0,55.0,3.0,340.0
"308000,00",94140.0,94,2,1.0,54.0,2.0,54.0
"420000,00",94310.0,94,54,1.0,91.0,4.0,322.0
"420000,00",94310.0,94,54,3.0,0.0,0.0,322.0
"935000,00",94210.0,94,68,1.0,80.0,3.0,348.0
"1000000,00",94110.0,94,3,1.0,143.0,7.0,218.0
"1000000,00",94110.0,94,3,3.0,0.0,0.0,218.0
"812000,00",94360.0,94,15,1.0,108.0,3.0,420.0
"620000,00",94120.0,94,33,1.0,107.0,5.0,163.0
"620000,00",94120.0,94,33,3.0,0.0,0.0,163.0
"169900,00",94440.0,94,75,1.0,50.0,2.0,36.0
"500000,00",94340.0,94,42,2.0,25.0,2.0,225.0
"500000,00",94340.0,94,42,2.0,25.0,1.0,225.0
"500000,00",94340.0,94,42,2.0,15.0,1.0,225.0
"500000,00",94340.0,94,42,2.0,18.0,1.0,225.0
"597130,00",94800.0,94,76,1.0,79.0,4.0,125.0
"601000,00",94320.0,94,73,1.0,85.0,4.0,160.0
"510000,00",94400.0,94,81,1.0,90.0,4.0,420.0
"269000,00",94600.0,94,22,1.0,60.0,3.0,183.0
"269000,00",94600.0,94,22,3.0,0.0,0.0,183.0
"1000000,00",94170.0,94,58,3.0,0.0,0.0,837.0
"1000000,00",94170.0,94,58,1.0,170.0,6.0,837.0
"408000,00",94880.0,94,53,1.0,98.0,5.0,327.0
"700000,00",94140.0,94,2,3.0,0.0,0.0,415.0
"700000,00",94140.0,94,2,2.0,50.0,3.0,415.0
"3368141,00",94480.0,94,1,3.0,0.0,0.0,3426.0
"3368141,00",94480.0,94,1,2.0,44.0,2.0,3426.0
"3368141,00",94480.0,94,1,2.0,65.0,3.0,3426.0
"3368141,00",94480.0,94,1,2.0,43.0,2.0,3426.0
"3368141,00",94480.0,94,1,2.0,99.0,5.0,3426.0
"3368141,00",94480.0,94,1,2.0,67.0,3.0,3426.0
"3368141,00",94480.0,94,1,2.0,46.0,2.0,3426.0
"3368141,00",94480.0,94,1,2.0,80.0,4.0,3426.0
"3368141,00",94480.0,94,1,2.0,94.0,5.0,3426.0
"3368141,00",94480.0,94,1,2.0,50.0,2.0,3426.0
"3368141,00",94480.0,94,1,2.0,66.0,3.0,3426.0
"3368141,00",94480.0,94,1,2.0,47.0,2.0,3426.0
"3368141,00",94480.0,94,1,2.0,31.0,1.0,3426.0
"3368141,00",94480.0,94,1,2.0,63.0,3.0,3426.0
"3368141,00",94480.0,94,1,2.0,48.0,2.0,3426.0
"3368141,00",94480.0,94,1,2.0,86.0,4.0,3426.0
"3368141,00",94480.0,94,1,2.0,30.0,1.0,3426.0
"3368141,00",94480.0,94,1,4.0,0.0,0.0,14.0
"1420735,00",94290.0,94,77,3.0,0.0,0.0,286.0
"1420735,00",94290.0,94,77,2.0,43.0,2.0,286.0
"1420735,00",94290.0,94,77,2.0,44.0,2.0,286.0
"1420735,00",94290.0,94,77,4.0,38.0,0.0,286.0
"1420735,00",94290.0,94,77,4.0,60.0,0.0,286.0
"1420735,00",94290.0,94,77,2.0,88.0,5.0,286.0
"1420735,00",94290.0,94,77,2.0,87.0,5.0,286.0
"1420735,00",94290.0,94,77,2.0,55.0,3.0,286.0
"1420735,00",94290.0,94,77,3.0,0.0,0.0,463.0
"1420735,00",94290.0,94,77,4.0,36.0,0.0,463.0
"1420735,00",94290.0,94,77,2.0,58.0,3.0,463.0
"1420735,00",94290.0,94,77,2.0,30.0,1.0,463.0
"1420735,00",94290.0,94,77,2.0,76.0,4.0,463.0
"1420735,00",94290.0,94,77,2.0,44.0,2.0,463.0
"1420735,00",94290.0,94,77,4.0,65.0,0.0,463.0
"966566,00",94290.0,94,77,1.0,69.0,4.0,352.0
"966566,00",94290.0,94,77,1.0,66.0,4.0,352.0
"966566,00",94290.0,94,77,1.0,68.0,4.0,352.0
"966566,00",94290.0,94,77,1.0,77.0,4.0,352.0
"966566,00",94290.0,94,77,1.0,76.0,4.0,352.0
"966566,00",94290.0,94,77,1.0,75.0,4.0,352.0
"482500,00",94370.0,94,71,1.0,115.0,5.0,327.0
"731500,00",94000.0,94,28,1.0,141.0,7.0,664.0
"575000,00",94510.0,94,60,1.0,161.0,5.0,589.0
"699000,00",94360.0,94,15,1.0,120.0,6.0,187.0
"320000,00",94550.0,94,21,3.0,0.0,0.0,336.0
"320000,00",94550.0,94,21,1.0,83.0,4.0,336.0
"513500,00",94700.0,94,46,3.0,0.0,0.0,115.0
"513500,00",94700.0,94,46,1.0,36.0,3.0,115.0
"540000,00",94240.0,94,38,1.0,94.0,6.0,210.0
"300000,00",94210.0,94,68,1.0,57.0,3.0,294.0
"300000,00",94210.0,94,68,3.0,0.0,0.0,294.0
"1332129,00",94130.0,94,52,3.0,0.0,0.0,366.0
"1332129,00",94130.0,94,52,1.0,80.0,5.0,366.0
"575000,00",94430.0,94,19,2.0,42.0,2.0,185.0
"575000,00",94430.0,94,19,2.0,30.0,2.0,185.0
"575000,00",94430.0,94,19,2.0,44.0,2.0,185.0
"575000,00",94430.0,94,19,2.0,43.0,2.0,185.0
"330000,00",94500.0,94,17,1.0,100.0,5.0,424.0
"246000,00",94500.0,94,17,1.0,48.0,3.0,244.0
"246000,00",94500.0,94,17,3.0,0.0,0.0,244.0
"960000,00",94100.0,94,68,3.0,0.0,0.0,305.0
"960000,00",94100.0,94,68,1.0,92.0,5.0,305.0
"523000,00",94490.0,94,55,1.0,104.0,4.0,424.0
"429600,00",94510.0,94,60,1.0,102.0,6.0,531.0
"458000,00",94430.0,94,19,1.0,64.0,4.0,300.0
"280000,00",94480.0,94,1,1.0,58.0,3.0,400.0
"230000,00",94190.0,94,78,3.0,0.0,0.0,500.0
"217200,00",94440.0,94,48,1.0,82.0,4.0,184.0
"340000,00",94520.0,94,47,3.0,0.0,0.0,258.0
"340000,00",94520.0,94,47,2.0,48.0,2.0,258.0
"340000,00",94520.0,94,47,2.0,69.0,3.0,258.0
"340000,00",94520.0,94,47,2.0,32.0,2.0,258.0
"567500,00",94380.0,94,11,2.0,82.0,3.0,601.0
"567500,00",94380.0,94,11,4.0,271.0,0.0,601.0
"580000,00",94210.0,94,68,1.0,54.0,1.0,359.0
"289000,00",94510.0,94,60,1.0,87.0,5.0,125.0
"442000,00",94000.0,94,28,1.0,84.0,4.0,317.0
"1,20",94200.0,94,41,4.0,1626.0,0.0,3898.0
"77000,00",94290.0,94,77,3.0,0.0,0.0,106.0
"581000,00",94400.0,94,81,1.0,112.0,7.0,75.0
"1225000,00",94100.0,94,68,3.0,0.0,0.0,539.0
"1225000,00",94100.0,94,68,1.0,140.0,5.0,539.0
"225000,00",94190.0,94,78,1.0,86.0,5.0,265.0
"167000,00",94190.0,94,78,2.0,44.0,3.0,51.0
"490000,00",94550.0,94,21,1.0,74.0,4.0,286.0
"910000,00",94420.0,94,59,1.0,400.0,8.0,1257.0
"396250,00",94120.0,94,33,1.0,63.0,3.0,67.0
"406000,00",94800.0,94,76,1.0,109.0,4.0,193.0
"534030,00",94500.0,94,17,1.0,145.0,4.0,571.0
"375000,00",94210.0,94,68,1.0,106.0,4.0,178.0
"700000,00",94520.0,94,47,3.0,0.0,0.0,22392.0
"700000,00",94520.0,94,47,4.0,2825.0,0.0,22392.0
"700000,00",94520.0,94,47,1.0,100.0,4.0,22392.0
"700000,00",94520.0,94,47,3.0,0.0,0.0,40000.0
"700000,00",94520.0,94,47,4.0,2825.0,0.0,40000.0
"700000,00",94520.0,94,47,1.0,100.0,4.0,40000.0
"885000,00",94200.0,94,41,1.0,36.0,2.0,523.0
"885000,00",94200.0,94,41,4.0,157.0,0.0,523.0
"885000,00",94200.0,94,41,4.0,33.0,0.0,523.0
"800000,00",94170.0,94,58,1.0,100.0,5.0,321.0
"610000,00",94140.0,94,2,1.0,68.0,5.0,162.0
"1448000,00",94210.0,94,68,1.0,150.0,6.0,605.0
"808400,00",94360.0,94,15,1.0,140.0,6.0,14.0
"680000,00",94120.0,94,33,1.0,78.0,4.0,147.0
"620000,00",94500.0,94,17,4.0,110.0,0.0,232.0
"620000,00",94500.0,94,17,2.0,80.0,4.0,232.0
"2070000,00",94000.0,94,28,2.0,79.0,4.0,662.0
"2070000,00",94000.0,94,28,4.0,2794.0,0.0,662.0
"2070000,00",94000.0,94,28,3.0,0.0,0.0,662.0
"2070000,00",94000.0,94,28,2.0,158.0,6.0,662.0
"2070000,00",94000.0,94,28,2.0,199.0,7.0,662.0
"530000,00",94120.0,94,33,1.0,69.0,3.0,392.0
"270000,00",94510.0,94,60,1.0,77.0,4.0,110.0
"769000,00",94360.0,94,15,1.0,126.0,4.0,562.0
"540000,00",94250.0,94,37,1.0,42.0,3.0,200.0
"540000,00",94250.0,94,37,3.0,0.0,0.0,200.0
"540000,00",94250.0,94,37,1.0,30.0,2.0,226.0
"540000,00",94250.0,94,37,1.0,29.0,1.0,226.0
"540000,00",94250.0,94,37,1.0,19.0,1.0,226.0
"400000,00",94360.0,94,15,4.0,151.0,0.0,133.0
"513550,00",94600.0,94,22,1.0,103.0,5.0,447.0
"1433000,00",94130.0,94,52,1.0,200.0,5.0,464.0
"1433000,00",94130.0,94,52,4.0,11.0,0.0,464.0
"379000,00",94600.0,94,22,3.0,0.0,0.0,405.0
"379000,00",94600.0,94,22,1.0,52.0,3.0,405.0
"290000,00",94290.0,94,77,1.0,118.0,7.0,351.0
"1700000,00",94200.0,94,41,2.0,110.0,6.0,248.0
"1700000,00",94200.0,94,41,2.0,72.0,4.0,248.0
"1700000,00",94200.0,94,41,2.0,36.0,2.0,248.0
"1700000,00",94200.0,94,41,4.0,138.0,0.0,248.0
"1700000,00",94200.0,94,41,4.0,53.0,0.0,248.0
"1700000,00",94200.0,94,41,3.0,0.0,0.0,248.0
"1700000,00",94200.0,94,41,2.0,107.0,6.0,248.0
"983500,00",94130.0,94,52,1.0,110.0,5.0,267.0
"15000,00",94370.0,94,71,3.0,0.0,0.0,18.0
"570000,00",94400.0,94,81,1.0,95.0,4.0,348.0
"570000,00",94400.0,94,81,3.0,0.0,0.0,348.0
"566000,00",94170.0,94,58,1.0,50.0,3.0,200.0
"717000,00",94800.0,94,76,1.0,163.0,5.0,324.0
"713000,00",94120.0,94,33,1.0,60.0,4.0,140.0
"713000,00",94120.0,94,33,4.0,25.0,0.0,140.0
"409000,00",94500.0,94,17,1.0,55.0,3.0,393.0
"409000,00",94500.0,94,17,3.0,0.0,0.0,393.0
"5000000,00",94400.0,94,81,1.0,67.0,2.0,6457.0
"780000,00",94430.0,94,19,1.0,180.0,5.0,563.0
"355000,00",94500.0,94,17,1.0,65.0,4.0,198.0
"410000,00",94550.0,94,21,1.0,65.0,4.0,159.0
"420000,00",94600.0,94,22,1.0,80.0,4.0,196.0
"420000,00",94600.0,94,22,2.0,15.0,1.0,196.0
"420000,00",94600.0,94,22,3.0,0.0,0.0,196.0
"428000,00",94500.0,94,17,1.0,94.0,5.0,129.0
"650000,00",94120.0,94,33,3.0,0.0,0.0,285.0
"650000,00",94120.0,94,33,1.0,107.0,3.0,285.0
"777000,00",94250.0,94,37,3.0,0.0,0.0,251.0
"777000,00",94250.0,94,37,1.0,93.0,6.0,251.0
"484000,00",94240.0,94,38,1.0,98.0,5.0,187.0
"615000,00",94230.0,94,16,1.0,90.0,5.0,370.0
"776000,00",94400.0,94,81,1.0,155.0,6.0,368.0
"776000,00",94400.0,94,81,3.0,0.0,0.0,368.0
"342812,38",94140.0,94,2,1.0,89.0,3.0,305.0
"342812,38",94140.0,94,2,3.0,0.0,0.0,305.0
"524000,00",94350.0,94,79,1.0,100.0,4.0,497.0
"453200,00",94440.0,94,75,1.0,102.0,4.0,462.0
"1000000,00",94430.0,94,19,1.0,188.0,5.0,313.0
"1000000,00",94430.0,94,19,1.0,188.0,5.0,568.0
"1500000,00",94430.0,94,19,4.0,790.0,0.0,1510.0
"1639000,00",94440.0,94,70,1.0,197.0,7.0,167.0
"1639000,00",94440.0,94,70,3.0,0.0,0.0,167.0
"1639000,00",94440.0,94,70,1.0,197.0,7.0,2264.0
"1639000,00",94440.0,94,70,3.0,0.0,0.0,2264.0
"371000,00",94290.0,94,77,1.0,120.0,4.0,390.0
"435000,00",94350.0,94,79,1.0,84.0,4.0,365.0
"435000,00",94350.0,94,79,3.0,0.0,0.0,365.0
"325000,00",94460.0,94,74,1.0,79.0,4.0,186.0
"325000,00",94460.0,94,74,3.0,0.0,0.0,186.0
"1083180,00",94210.0,94,68,1.0,94.0,4.0,342.0
"1083180,00",94210.0,94,68,1.0,19.0,1.0,342.0
"309000,00",94310.0,94,54,1.0,87.0,5.0,343.0
"1022550,00",94360.0,94,15,1.0,152.0,5.0,247.0
"790000,00",94520.0,94,47,4.0,500.0,0.0,500.0
"790000,00",94520.0,94,47,4.0,500.0,0.0,540.0
"740000,00",94700.0,94,46,4.0,246.0,0.0,249.0
"740000,00",94700.0,94,46,1.0,73.0,4.0,249.0
"132000,00",94000.0,94,28,3.0,0.0,0.0,11.0
"66000,00",94290.0,94,77,1.0,20.0,2.0,65.0
"550000,00",94000.0,94,28,1.0,70.0,4.0,149.0
"472500,00",94350.0,94,79,1.0,108.0,6.0,340.0
"173195,00",94290.0,94,77,1.0,146.0,7.0,664.0
"173195,00",94290.0,94,77,1.0,72.0,2.0,664.0
"173195,00",94290.0,94,77,3.0,0.0,0.0,664.0
"370000,00",94800.0,94,76,1.0,96.0,3.0,70.0
"938900,00",94210.0,94,68,1.0,164.0,6.0,404.0
"938900,00",94210.0,94,68,3.0,0.0,0.0,404.0
"1330000,00",94240.0,94,38,1.0,114.0,6.0,628.0
"351000,00",94600.0,94,22,1.0,90.0,5.0,120.0
"70312,50",94120.0,94,33,1.0,146.0,2.0,470.0
"335000,00",94600.0,94,22,1.0,33.0,3.0,167.0
"1282500,00",94120.0,94,33,1.0,124.0,4.0,596.0
"883250,00",94120.0,94,33,1.0,130.0,4.0,180.0
"615000,00",94110.0,94,3,1.0,51.0,3.0,406.0
"520000,00",94130.0,94,52,1.0,74.0,4.0,104.0
"750000,00",94230.0,94,16,2.0,39.0,2.0,372.0
"750000,00",94230.0,94,16,2.0,49.0,3.0,372.0
"750000,00",94230.0,94,16,3.0,0.0,0.0,372.0
"750000,00",94230.0,94,16,2.0,46.0,2.0,372.0
"750000,00",94230.0,94,16,4.0,110.0,0.0,372.0
"750000,00",94230.0,94,16,2.0,25.0,2.0,372.0
"750000,00",94230.0,94,16,2.0,41.0,2.0,372.0
"750000,00",94230.0,94,16,1.0,79.0,4.0,372.0
"699000,00",94350.0,94,79,1.0,94.0,4.0,343.0
"699000,00",94350.0,94,79,3.0,0.0,0.0,343.0
"849000,00",94230.0,94,16,1.0,150.0,6.0,583.0
"375000,00",94230.0,94,16,3.0,0.0,0.0,280.0
"375000,00",94230.0,94,16,1.0,46.0,3.0,280.0
"2300000,00",94130.0,94,52,3.0,0.0,0.0,1083.0
"2300000,00",94130.0,94,52,2.0,94.0,4.0,1083.0
"2300000,00",94130.0,94,52,2.0,74.0,3.0,1083.0
"2300000,00",94130.0,94,52,2.0,100.0,4.0,1083.0
"2300000,00",94130.0,94,52,2.0,67.0,3.0,1083.0
"2300000,00",94130.0,94,52,1.0,82.0,4.0,1083.0
"2300000,00",94130.0,94,52,2.0,96.0,4.0,1083.0
"2300000,00",94130.0,94,52,2.0,97.0,4.0,1083.0
"2300000,00",94130.0,94,52,2.0,117.0,5.0,1083.0
"2300000,00",94130.0,94,52,2.0,101.0,4.0,1083.0
"2300000,00",94130.0,94,52,1.0,87.0,4.0,1083.0
"2300000,00",94130.0,94,52,4.0,140.0,0.0,1083.0
"2300000,00",94130.0,94,52,4.0,120.0,0.0,1083.0
"140000,00",94290.0,94,77,1.0,20.0,2.0,65.0
"658000,00",94320.0,94,73,1.0,130.0,4.0,235.0
"430000,00",94170.0,94,58,3.0,0.0,0.0,120.0
"430000,00",94170.0,94,58,1.0,47.0,3.0,120.0
"415000,00",94290.0,94,77,1.0,134.0,6.0,646.0
"283000,00",94290.0,94,77,1.0,100.0,4.0,275.0
