transaction_date,transaction_type,property_value,street_number,street_type,street_name,postal_code,town_name,department_code,town_code,property_type_code,property_type,building_area,main_rooms,land_area
08/01/2021,Vente,355100,9,PL,DES TILLEULS,78330,FONTENAY LE FLEURY,78,242,1,Maison,63,4,417
06/01/2021,Vente,448650,10,GR,GRANDE RUE,78350,LOGES-EN-JOSAS (LES),78,343,1,Maison,94,4,151
12/01/2021,Vente,245000,9,IMP,JARDINS DE MAINTENON,78210,SAINT-CYR-L ECOLE,78,545,1,Maison,16,0,512
08/01/2021,Vente,364235,41,RUE,LOUIS ANT DE BOUGAINVILLE,78180,MONTIGNY LE BRETONNEUX,78,423,1,Maison,81,4,114
08/01/2021,Vente,388000,20,RUE,PIERRE LOTI,78180,MONTIGNY LE BRETONNEUX,78,423,1,Maison,110,6,143
06/01/2021,Vente,435000,136,AV,DE PARIS,78000,VERSAILLES,78,646,1,Maison,113,5,428
18/01/2021,Vente,350000,4,IMP,DES SANS SOUCIS,78330,FONTENAY LE FLEURY,78,242,1,Maison,63,4,381
12/01/2021,Vente,1380975,14,AV,FOURCAULT DE PAVANT,78000,VERSAILLES,78,646,1,Maison,120,5,117
12/01/2021,Vente,1380975,14,AV,FOURCAULT DE PAVANT,78000,VERSAILLES,78,646,1,Maison,120,5,572
06/01/2021,Vente,780000,31,RUE,LAVOISIER,78150,LE CHESNAY-ROCQUENCOURT,78,158,1,Maison,70,5,475
11/01/2021,Vente,400000,1,RUE,PIERRE CURIE,78330,FONTENAY LE FLEURY,78,242,1,Maison,101,5,345
20/01/2021,Vente,378000,2,RUE,DU DOCTEUR ROUX,78390,BOIS D ARCY,78,73,1,Maison,104,5,545
06/01/2021,Vente,1010000,8,RUE,ERNEST PSICHARI,78150,LE CHESNAY-ROCQUENCOURT,78,158,1,Maison,100,7,339
14/01/2021,Vente,765300,13,RUE,HELENE ANDREE,78000,VERSAILLES,78,646,1,Maison,120,6,385
14/01/2021,Vente,765300,13,RUE,HELENE ANDREE,78000,VERSAILLES,78,646,1,Maison,120,6,159
23/01/2021,Vente,618000,107,RUE,DE VERSAILLES,78150,LE CHESNAY-ROCQUENCOURT,78,158,1,Maison,45,3,164
15/01/2021,Vente,410000,6,PL,BAUDIN,78390,BOIS D ARCY,78,73,1,Maison,102,5,720
18/01/2021,Vente,856500,7,SEN,BUFFET,78220,VIROFLAY,78,686,1,Maison,67,3,479
19/01/2021,Vente,430000,13,CLOS,ALPHONSE DAUDET,78280,GUYANCOURT,78,297,1,Maison,87,4,153
15/01/2021,Vente,356000,44,RUE,PIERRE DE COUBERTIN,78390,BOIS D ARCY,78,73,1,Maison,80,4,174
27/01/2021,Vente,338000,9,RUE,ALSACE LORRAINE,78180,MONTIGNY LE BRETONNEUX,78,423,1,Maison,77,4,50
14/01/2021,Vente,2000000,5001,RUE,DANIELE CASANOVA,78210,SAINT-CYR-L ECOLE,78,545,4,Local industriel. commercial ou assimilé,602,0,150
12/01/2021,Vente,1100000,35,RUE,JEAN DE LA FONTAINE,78000,VERSAILLES,78,646,1,Maison,85,3,491
25/01/2021,Vente,950000,23,VLA,DE L ERMITAGE,78000,VERSAILLES,78,646,1,Maison,76,4,340
13/01/2021,Vente,413700,66,RUE,HIPPOLYTE TAINE,78280,GUYANCOURT,78,297,1,Maison,98,5,191
22/01/2021,Vente,490000,16,RUE,DE CHAMBERY,78180,MONTIGNY LE BRETONNEUX,78,423,1,Maison,98,5,269
27/01/2021,Vente,680800,1,RUE,VICTOR BALTARD,78280,GUYANCOURT,78,297,1,Maison,223,9,533
19/01/2021,Vente,619000,2,VLA,DU CLOS,78280,GUYANCOURT,78,297,1,Maison,58,4,385
19/01/2021,Vente,619000,2,VLA,DU CLOS,78280,GUYANCOURT,78,297,1,Maison,69,4,385
19/01/2021,Vente,619000,2,VLA,DU CLOS,78280,GUYANCOURT,78,297,1,Maison,50,4,385
19/01/2021,Vente,619000,2,VLA,DU CLOS,78280,GUYANCOURT,78,297,1,Maison,82,5,385
19/01/2021,Vente,619000,2,VLA,DU CLOS,78280,GUYANCOURT,78,297,1,Maison,68,4,385
19/01/2021,Vente,619000,2,VLA,DU CLOS,78280,GUYANCOURT,78,297,1,Maison,32,2,385
19/01/2021,Vente,619000,2,VLA,DU CLOS,78280,GUYANCOURT,78,297,1,Maison,47,3,385
19/01/2021,Vente,619000,2,VLA,DU CLOS,78280,GUYANCOURT,78,297,1,Maison,62,4,385
19/01/2021,Vente,619000,2,VLA,DU CLOS,78280,GUYANCOURT,78,297,1,Maison,80,5,385
06/01/2021,Vente,855100,47,RUE,LUCIEN ROUGERIE,78117,TOUSSUS-LE-NOBLE,78,620,1,Maison,161,7,886
27/01/2021,Vente,280000,17,RUE,DU PONT COLBERT,78000,VERSAILLES,78,646,2,Appartement,98,5,200
27/01/2021,Vente,280000,17,RUE,DU PONT COLBERT,78000,VERSAILLES,78,646,4,Local industriel. commercial ou assimilé,5,0,200
27/01/2021,Vente,280000,17,RUE,DU PONT COLBERT,78000,VERSAILLES,78,646,4,Local industriel. commercial ou assimilé,120,0,200
25/01/2021,Vente,100040,12,RUE,MADELEINE RENAUD,78190,TRAPPES,78,621,1,Maison,40,2,48
02/02/2021,Vente,450000,189,RUE,AUDEMARS,78530,BUC,78,117,4,Local industriel. commercial ou assimilé,845,0,921
05/01/2021,Vente,416000,16,RUE,DENFERT ROCHEREAU,78140,VELIZY VILLACOUBLAY,78,640,1,Maison,59,3,205
05/01/2021,Vente,600000,6,RUE,DENFERT ROCHEREAU,78140,VELIZY VILLACOUBLAY,78,640,1,Maison,60,3,181
27/01/2021,Vente,1010220,14,AV,DE BELLEVUE,78150,LE CHESNAY-ROCQUENCOURT,78,158,1,Maison,95,5,218
28/01/2021,Vente,2800000,69,AV,DU GENERAL LECLERC,78220,VIROFLAY,78,686,2,Appartement,47,3,762
28/01/2021,Vente,2800000,69,AV,DU GENERAL LECLERC,78220,VIROFLAY,78,686,4,Local industriel. commercial ou assimilé,24,0,762
