transaction_date,property_value,postal_code,town_name,department_code,town_code,property_type_code,property_type,building_area,main_rooms,land_area
17/12/2021,"370000,00",91330.0,YERRES,91,691,3.0,Dépendance,0.0,0.0,467.0
29/11/2021,"150000,00",91740.0,PUSSAY,91,511,1.0,Maison,94.0,3.0,157.0
29/11/2021,"150000,00",91740.0,PUSSAY,91,511,3.0,Dépendance,0.0,0.0,157.0
26/11/2021,"430000,00",91210.0,DRAVEIL,91,201,1.0,Maison,145.0,5.0,565.0
22/12/2021,"320000,00",91200.0,ATHIS MONS,91,27,3.0,Dépendance,0.0,0.0,525.0
22/12/2021,"320000,00",91200.0,ATHIS MONS,91,27,2.0,Appartement,37.0,3.0,525.0
13/12/2021,"734970,00",91370.0,VERRIERES LE BUISSON,91,645,1.0,Maison,152.0,6.0,415.0
21/12/2021,"414100,00",91830.0,AUVERNAUX,91,37,1.0,Maison,125.0,7.0,1006.0
01/12/2021,"230000,00",91670.0,ANGERVILLE,91,16,1.0,Maison,80.0,4.0,701.0
01/12/2021,"230000,00",91670.0,ANGERVILLE,91,16,3.0,Dépendance,0.0,0.0,701.0
22/12/2021,"305000,00",91230.0,MONTGERON,91,421,1.0,Maison,70.0,5.0,282.0
